Point	Row	Column	FWHM_200
1	1	1	
2	1	2	
3	1	3	
4	1	4	
5	1	5	
6	1	6	
7	1	7	0.66323572
8	1	8	0.59174371
9	1	9	
10	1	10	
11	1	11	
12	2	1	
13	2	2	
14	2	3	
15	2	4	
16	2	5	
17	2	6	
18	2	7	
19	2	8	0.60280961
20	2	9	0.71567804
21	2	10	0.81000602
22	2	11	0.95767248
23	3	1	
24	3	2	
25	3	3	
26	3	4	
27	3	5	
28	3	6	
29	3	7	0.38000229
30	3	8	0.53869545
31	3	9	0.66971177
32	3	10	0.63151562
33	3	11	0.62443286
34	4	1	
35	4	2	
36	4	3	
37	4	4	
38	4	5	0.5633899
39	4	6	0.53197056
40	4	7	0.68135077
41	4	8	0.62864661
42	4	9	0.66236156
43	4	10	0.69858861
44	4	11	0.54744071
