Point	Row	Column	d_um
1	1	1	0.11533001
2	1	2	0.12159
3	1	3	0.12613998
4	1	4	0.12794998
5	1	5	0.12844001
6	1	6	0.12637
7	1	7	0.12457
8	1	8	0.12006
9	1	9	0.11191
10	1	10	0.10509
11	1	11	0.09894
12	2	1	0.14198001
13	2	2	0.15082002
14	2	3	0.15765001
15	2	4	0.16353999
16	2	5	0.16484998
17	2	6	0.16207002
18	2	7	0.16034998
19	2	8	0.15401998
20	2	9	0.14529002
21	2	10	0.13533001
22	2	11	0.12466
23	3	1	0.13754
24	3	2	0.14690998
25	3	3	0.15483998
26	3	4	0.16048999
27	3	5	0.16337
28	3	6	0.16549997
29	3	7	0.16171001
30	3	8	0.15712002
31	3	9	0.14949
32	3	10	0.14064001
33	3	11	0.12965001
34	4	1	0.10614
35	4	2	0.11253
36	4	3	0.11923001
37	4	4	0.12392
38	4	5	0.12729999
39	4	6	0.12808999
40	4	7	0.12811001
41	4	8	0.12509
42	4	9	0.12125
43	4	10	0.11532001
44	4	11	0.10891
