Point	x_mm	y_mm	Ba_at	Zr_at	Y_at	Co_at	Fe_at	Sigma_elec	d_um	Temp_C
1	0	0	0.45971781	0.2096048	0.080442697	0.23207569	0.018159	3.4364395e-05	0.18295	351
2	0	1.5	0.45969751	0.21005414	0.08055073	0.23164326	0.018054347	3.2841734e-05	0.1869532	351
3	0	3	0.45967725	0.21050349	0.080658749	0.23121083	0.017949697	3.1795258e-05	0.1909564	351
4	-4	0	0.46370485	0.19999199	0.074071094	0.24670346	0.015528599	3.4867124e-05	0.19585	351
5	-4	1.5	0.46288407	0.20099027	0.074764669	0.24585295	0.015508031	3.5564899e-05	0.20088761	351
6	-4	3	0.46206331	0.20198858	0.075458243	0.2450024	0.015487462	3.4022563e-05	0.2059252	351
7	-8	0	0.46400872	0.19313039	0.070555203	0.25825301	0.014052699	3.8752729e-05	0.20848	351
8	-8	1.5	0.46338338	0.19385163	0.070808254	0.25778204	0.01417468	3.9716644e-05	0.2140564	351
9	-8	3	0.46275803	0.19457287	0.071061313	0.25731114	0.01429666	3.9464492e-05	0.2196328	351
10	-12	0	0.46396035	0.18578991	0.064601108	0.27077594	0.014872701	4.4219552e-05	0.21718	351
11	-12	1.5	0.46342143	0.18582842	0.065308228	0.27069509	0.014746833	4.5261262e-05	0.2232412	351
12	-12	3	0.46288255	0.18586694	0.066015355	0.27061421	0.014620966	4.549167e-05	0.22930241	351
13	-16	0	0.46826619	0.1744262	0.058825798	0.28549451	0.012987301	4.7978498e-05	0.22477999	351
14	-16	1.5	0.46737629	0.17498079	0.059282903	0.28541645	0.01294356	4.9777245e-05	0.2315336	351
15	-16	3	0.46648636	0.17553541	0.059740003	0.2853384	0.01289982	5.0705494e-05	0.2382872	351
16	-20	0	0.46926317	0.16530779	0.054474793	0.29907057	0.011883698	4.9203903e-05	0.22762001	351
17	-20	1.5	0.46860522	0.1656438	0.054609857	0.29938796	0.011753151	5.0319126e-05	0.2349712	351
18	-20	3	0.46794727	0.16597982	0.054744914	0.29970539	0.011622603	5.2565618e-05	0.2423224	351
19	-24	0	0.47066399	0.15384869	0.051356401	0.31311271	0.0110182	5.150025e-05	0.22774	351
20	-24	1.5	0.47017291	0.15416129	0.051297549	0.31351268	0.01085554	5.3117998e-05	0.2355424	351
21	-24	3	0.46968186	0.15447387	0.051238704	0.31391269	0.01069288	5.2011146e-05	0.2433448	351
22	-28	0	0.47249609	0.1459257	0.044587102	0.32754299	0.0094480999	5.2420262e-05	0.22473	351
23	-28	1.5	0.47208205	0.14608148	0.044376176	0.32807693	0.0093833478	5.4289492e-05	0.23252881	351
24	-28	3	0.47166798	0.14623727	0.044165254	0.3286109	0.0093185967	5.3716201e-05	0.2403276	351
25	-32	0	0.4747144	0.1372111	0.039321899	0.33939031	0.0093622999	5.4054221e-05	0.21775	351
26	-32	1.5	0.47407258	0.13711803	0.039477613	0.34010738	0.0092243962	5.5140066e-05	0.2258728	351
27	-32	3	0.47343075	0.13702495	0.039633326	0.34082448	0.0090864925	5.6648933e-05	0.2339956	351
28	-36	0	0.47814566	0.12627169	0.033348396	0.35079637	0.011437899	6.0970018e-05	0.20826	351
29	-36	1.5	0.47744668	0.12663226	0.033561841	0.35123202	0.011127207	6.102577e-05	0.2163372	351
30	-36	3	0.47674772	0.12699282	0.033775285	0.35166767	0.010816515	5.9553287e-05	0.22441439	351
31	-40	0	0.47465873	0.12126961	0.032441504	0.35503155	0.016598601	6.130102e-05	0.19866	351
32	-40	1.5	0.47433522	0.12122142	0.032173112	0.35612038	0.016149886	6.1279192e-05	0.2060184	351
33	-40	3	0.47401169	0.12117323	0.03190472	0.35720921	0.015701169	5.7960406e-05	0.21337681	351
34	0	12.5	0.45954883	0.21334933	0.081342906	0.22847202	0.017286902	2.8751965e-05	0.21630999	351
35	0	14	0.45944399	0.2126465	0.081350878	0.22937503	0.017183593	2.8692135e-05	0.214222	351
36	0	15.5	0.45933914	0.21194369	0.081358843	0.23027803	0.017080287	2.7732442e-05	0.212134	351
37	-4	12.5	0.45686504	0.20831119	0.079850897	0.23961568	0.015357199	3.3956087e-05	0.23783	351
38	-4	14	0.45696321	0.20761555	0.079400614	0.24061112	0.015409519	3.3522967e-05	0.23541079	351
39	-4	15.5	0.45706135	0.20691994	0.078950338	0.24160655	0.015461838	3.22583e-05	0.23299161	351
40	-8	12.5	0.45879754	0.19914073	0.072664008	0.25432852	0.015069202	3.8705995e-05	0.25494999	351
41	-8	14	0.45886484	0.19846782	0.072361328	0.25534022	0.014965774	3.7938891e-05	0.25236279	351
42	-8	15.5	0.45893213	0.19779491	0.072058655	0.25635195	0.014862346	3.6336813e-05	0.2497756	351
43	-12	12.5	0.4594695	0.18611081	0.070493802	0.27010211	0.0138238	4.3080981e-05	0.26769	351
44	-12	14	0.45992577	0.1855146	0.069841988	0.27097648	0.013741167	4.2316326e-05	0.26556119	351
45	-12	15.5	0.46038201	0.1849184	0.069190167	0.27185088	0.013658537	4.042712e-05	0.26343241	351
46	-16	12.5	0.46085024	0.17904788	0.06263499	0.28484407	0.012622799	4.9716302e-05	0.28106001	351
47	-16	14	0.46103045	0.17834324	0.062456857	0.28559953	0.012569903	4.8412483e-05	0.27887839	351
