Point	x_mm	y_mm	Ba_at	Zr_at	Y_at	Co_at	Fe_at	Sigma_elec	d_um	Temp_C
1	0	0	0.45971781	0.2096048	0.080442697	0.23207569	0.018159	2.9891367e-05	0.18295	437
2	0	1.5	0.45969751	0.21005414	0.08055073	0.23164326	0.018054347	3.0200272e-05	0.1869532	437
3	0	3	0.45967725	0.21050349	0.080658749	0.23121083	0.017949697	2.9733483e-05	0.1909564	437
4	-4	0	0.46370485	0.19999199	0.074071094	0.24670346	0.015528599	3.3602973e-05	0.19585	437
5	-4	1.5	0.46288407	0.20099027	0.074764669	0.24585295	0.015508031	3.4437329e-05	0.20088761	437
6	-4	3	0.46206331	0.20198858	0.075458243	0.2450024	0.015487462	3.38555e-05	0.2059252	437
7	-8	0	0.46400872	0.19313039	0.070555203	0.25825301	0.014052699	3.6534755e-05	0.20848	437
8	-8	1.5	0.46338338	0.19385163	0.070808254	0.25778204	0.01417468	3.7777394e-05	0.2140564	437
9	-8	3	0.46275803	0.19457287	0.071061313	0.25731114	0.01429666	3.7985159e-05	0.2196328	437
10	-12	0	0.46396035	0.18578991	0.064601108	0.27077594	0.014872701	3.8025522e-05	0.21718	437
11	-12	1.5	0.46342143	0.18582842	0.065308228	0.27069509	0.014746833	3.9614533e-05	0.2232412	437
12	-12	3	0.46288255	0.18586694	0.066015355	0.27061421	0.014620966	3.9980103e-05	0.22930241	437
13	-16	0	0.46826619	0.1744262	0.058825798	0.28549451	0.012987301	3.9326162e-05	0.22477999	437
14	-16	1.5	0.46737629	0.17498079	0.059282903	0.28541645	0.01294356	4.1897369e-05	0.2315336	437
15	-16	3	0.46648636	0.17553541	0.059740003	0.2853384	0.01289982	4.2716936e-05	0.2382872	437
16	-20	0	0.46926317	0.16530779	0.054474793	0.29907057	0.011883698	4.0445979e-05	0.22762001	437
17	-20	1.5	0.46860522	0.1656438	0.054609857	0.29938796	0.011753151	4.2727435e-05	0.2349712	437
18	-20	3	0.46794727	0.16597982	0.054744914	0.29970539	0.011622603	-6.441335e-11	0.2423224	437
19	-24	0	0.47066399	0.15384869	0.051356401	0.31311271	0.0110182	4.2140528e-05	0.22774	437
20	-24	1.5	0.47017291	0.15416129	0.051297549	0.31351268	0.01085554	4.4313547e-05	0.2355424	437
21	-24	3	0.46968186	0.15447387	0.051238704	0.31391269	0.01069288	4.5023608e-05	0.2433448	437
22	-28	0	0.47249609	0.1459257	0.044587102	0.32754299	0.0094480999	4.2918902e-05	0.22473	437
23	-28	1.5	0.47208205	0.14608148	0.044376176	0.32807693	0.0093833478	4.6086792e-05	0.23252881	437
24	-28	3	0.47166798	0.14623727	0.044165254	0.3286109	0.0093185967	4.7505451e-05	0.2403276	437
25	-32	0	0.4747144	0.1372111	0.039321899	0.33939031	0.0093622999	4.6504549e-05	0.21775	437
26	-32	1.5	0.47407258	0.13711803	0.039477613	0.34010738	0.0092243962	4.8704973e-05	0.2258728	437
27	-32	3	0.47343075	0.13702495	0.039633326	0.34082448	0.0090864925	4.9036858e-05	0.2339956	437
28	-36	0	0.47814566	0.12627169	0.033348396	0.35079637	0.011437899	4.868102e-05	0.20826	437
29	-36	1.5	0.47744668	0.12663226	0.033561841	0.35123202	0.011127207	4.9755672e-05	0.2163372	437
30	-36	3	0.47674772	0.12699282	0.033775285	0.35166767	0.010816515	5.0536524e-05	0.22441439	437
31	-40	0	0.47465873	0.12126961	0.032441504	0.35503155	0.016598601	4.9880498e-05	0.19866	437
32	-40	1.5	0.47433522	0.12122142	0.032173112	0.35612038	0.016149886	4.9627724e-05	0.2060184	437
33	-40	3	0.47401169	0.12117323	0.03190472	0.35720921	0.015701169	5.0712064e-05	0.21337681	437
34	0	12.5	0.45954883	0.21334933	0.081342906	0.22847202	0.017286902	3.115154e-05	0.21630999	437
