FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant (A),PROPERTY: Film thickness ($\mu$m),PROPERTY: FWHM of 110 peak ($^{\circ}$),PROPERTY: FWHM of 111 peak ($^{\circ}$),PROPERTY: FWHM of 200 peak ($^{\circ}$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Max intensity of 200 peak (counts),PROPERTY: Area of 110 peak,PROPERTY: Position of 110 peak ($^{\circ}$),PROPERTY: Position of 111 peak ($^{\circ}$),PROPERTY: Position of 200 peak ($^{\circ}$),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.94696Co0.01324Fe0.50988Y0.0Zr0.47688O3,01027,1,1,1,4.133005600000001,0.07474,0.58251679,,,178.18953,,,,30.552736,,,5.4000001,44.139992,0.889998089155375,2.14999538391467,1.4899968009455156,137.32670515667436,1.592222,1.4708700000000001,0.8549622333333333,72.7574252218,0.9469620331430462,0.5589660795764504,1.4617167961238382,1.742763297433975,1.8874596611690944,16_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,425.0,18,800,Y,100.0,10,50.0,EXG,0,66,100,0,0,0,0,83.0,0,270,90,0,0,0,0
Ba0.93243Co0.00793Fe0.49026Y0.0Zr0.5018O3,01027,2,1,2,,0.079669997,,,,,,,,,,,9.397999800000001,44.139992,0.8900045792856568,2.150011062319283,1.4900076664445265,137.32770658377683,1.5794782,1.4748595,0.8555875333333334,73.62211313635001,0.9324252024254432,0.5634801286182087,1.4577734776222977,1.7415023108617755,1.865305147238065,16_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,425.0,18,800,Y,100.0,10,50.0,EXG,0,66,100,0,0,0,0,83.0,0,270,90,0,0,0,0
Ba0.94173Co0.01427Fe0.48941Y0.0Zr0.49632O3,01027,3,1,3,,0.084069997,,,,,,,,,,,13.39599,44.139992,0.8900018767720196,2.1500045337751033,1.4900031420115833,137.3272895859226,1.5825535,1.4737345,0.8550213416666668,73.44837382265,0.9417280141474302,0.562383437129942,1.4588818635752256,1.7426502350305855,1.869711777656453,16_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,425.0,18,800,Y,100.0,10,50.0,EXG,0,66,100,0,0,0,0,83.0,0,270,90,0,0,0,0
Ba0.88815Co0.01839Fe0.44452Y0.0Zr0.53709O3,01027,4,1,4,,0.08818999699999999,,,,,,,,,,,17.393998999999997,44.139992,0.8899960256580762,2.1499903990616445,1.489993346326442,137.32638675904116,1.5623745,1.479644,0.85498035,74.90349901605,0.8881539660983621,0.5696432101638091,1.4530457319879948,1.7427223284446738,1.8333774598382304,16_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,425.0,18,800,Y,100.0,10,50.0,EXG,0,66,100,0,0,0,0,83.0,0,270,90,0,0,0,0
Ba0.92591Co0.01559Fe0.45227Y0.0Zr0.53214O3,01027,5,1,5,,0.088540003,,,,,,,,,,,21.391991,44.139992,0.8899989767472792,2.14999752809736,1.4899982869139843,137.3268421121052,1.5647095000000002,1.4790415,0.8551788916666666,74.71972602004999,0.9259110645404673,0.5687950234514964,1.4536424624308109,1.7423235084885127,1.8378927416738047,16_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,425.0,18,800,Y,100.0,10,50.0,EXG,0,66,100,0,0,0,0,83.0,0,270,90,0,0,0,0
Ba0.87511Co0.01688Fe0.41389Y0.0Zr0.56922O3,01027,6,1,6,4.140384200000001,0.09055999699999999,0.58977646,,,247.24022999999997,,,,30.496965000000003,,,25.389971,44.139992,0.8900016617768367,2.150004014404718,1.4900027820758277,137.3272564121659,1.5462156999999999,1.4845249999999999,0.8553398916666666,76.0350046616,0.8751083660283009,0.5755999384670825,1.4482774048296378,1.7420008076233802,1.8061057143792134,16_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,425.0,18,800,Y,100.0,10,50.0,EXG,0,66,100,0,0,0,0,83.0,0,270,90,0,0,0,0
Ba0.8982Co0.01817Fe0.40995Y0.0Zr0.57188O3,01027,7,1,7,4.1425867,0.08883000199999999,0.50000346,,0.66323572,704.3845200000001,,340.39197,4.7468071,30.480354,,43.706749,29.387990999999996,44.139992,0.890004726148703,2.1500114171007993,1.4900079123163679,137.32772924474486,1.5449685,1.4848735,0.8552597916666667,76.13365502315,0.898195230332334,0.5760665839780571,1.4479424793430546,1.7421699544798561,1.803771659235164,16_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,425.0,18,800,Y,100.0,10,50.0,EXG,0,66,100,0,0,0,0,83.0,0,270,90,0,0,0,0
Ba0.90551Co0.0213Fe0.40055Y0.0Zr0.57815O3,01027,8,1,8,4.1421269999999994,0.086669996,0.46212262,,0.59174371,1104.1737,,295.46768,7.6594148,30.48382,,43.657413,33.385979,44.139992,0.8900002740791357,2.150000662101283,1.4900004588515867,137.32704229041065,1.5419900000000002,1.4856575,0.8550433749999999,76.3651474035,0.9055097211445824,0.5771764240229416,1.44717114281137,1.7426021912064833,1.798294732082408,16_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,425.0,18,800,Y,100.0,10,50.0,EXG,0,66,100,0,0,0,0,83.0,0,270,90,0,0,0,0
Ba0.88031Co0.02199Fe0.37256Y0.0Zr0.60545O3,01027,9,1,9,4.143688200000001,0.084200002,0.48303336,,,1344.5420000000001,,,8.823819199999999,30.472054999999997,,,37.383990999999995,44.139992,0.8899959511688865,2.1499902191158493,1.489993221619821,137.3263752653592,1.5283745000000002,1.4897179999999999,0.85519005,77.33312495805,0.8803140047671149,0.5823153626083701,1.4432196020427017,1.7422948520271266,1.7757768787935702,16_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,425.0,18,800,Y,100.0,10,50.0,EXG,0,66,100,0,0,0,0,83.0,0,270,90,0,0,0,0
Ba0.84837Co0.02022Fe0.36667Y0.0Zr0.61311O3,01027,10,1,10,4.1495676,0.079539999,0.49010181,0.36410815,,1197.9264,235.39198,,9.5476332,30.427834999999998,37.494789000000004,,41.381989000000004,44.139992,0.8900049942061705,2.1500120646553555,1.4900083610867347,137.3277706060121,1.5244560000000003,1.4909555,0.855396475,77.5986619929,0.8483652394259398,0.5838180926220045,1.4420363750999647,1.741892098733204,1.7697182796602484,16_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,425.0,18,800,Y,100.0,10,50.0,EXG,0,66,100,0,0,0,0,83.0,0,270,90,0,0,0,0
