Point	Row	Column	Norm_d
1	1	1	0.038824763
2	1	2	0.14228751
3	1	3	0.23462749
4	1	4	0.32109129
5	1	5	0.32843652
6	1	6	0.37082896
7	1	7	0.33452258
8	1	8	0.28919202
9	1	9	0.23735572
10	1	10	0.13955928
11	1	11	0.043022037
12	2	1	0.44071352
13	2	2	0.6004197
14	2	3	0.76726127
15	2	4	0.84260231
16	2	5	0.94984263
17	2	6	0.96789086
18	2	7	0.9452256
19	2	8	0.87932843
20	2	9	0.77565581
21	2	10	0.65309548
22	2	11	0.48247638
23	3	1	0.39181533
24	3	2	0.57334733
25	3	3	0.73389298
26	3	4	0.8759706
27	3	5	0.95173138
28	3	6	0.99979013
29	3	7	1
30	3	8	0.93641132
31	3	9	0.87177336
32	3	10	0.71311647
33	3	11	0.53809023
34	4	1	0
35	4	2	0.097586572
36	4	3	0.21427073
37	4	4	0.3521511
38	4	5	0.39055613
39	4	6	0.45687303
40	4	7	0.47576076
41	4	8	0.4535152
42	4	9	0.39874083
43	4	10	0.29884574
44	4	11	0.2132214
