Point	x_mm	y_mm	Ba_at	Zr_at	Y_at	Co_at	Fe_at	Sigma_elec	d_um	Temp_C
1	0	0	0.49151003	0.067664191	0	0.19958887	0.24123691	2.6931455e-05	0.11229	265
2	0	1.5	0.49176872	0.067627653	0	0.19916232	0.24144131	2.7683654e-05	0.1148868	265
3	0	3	0.4920274	0.067591116	0	0.19873577	0.24164572	2.4605441e-05	0.1174836	265
4	-4	0	0.49178293	0.061440229	0	0.21053438	0.23624244	2.5863359e-05	0.11925	265
5	-4	1.5	0.49183467	0.062218182	0	0.20990574	0.2360414	2.8826129e-05	0.1222032	265
6	-4	3	0.49188644	0.062996127	0	0.20927709	0.23584034	2.8983044e-05	0.1251564	265
7	-8	0	0.49136201	0.067127474	0	0.21669823	0.22481231	2.872798e-05	0.12593	265
8	-8	1.5	0.49146861	0.067316592	0	0.21663228	0.22458252	2.9417841e-05	0.1292108	265
9	-8	3	0.49157524	0.06750571	0	0.21656634	0.22435272	3.0822128e-05	0.1324916	265
10	-12	0	0.49253494	0.061221305	0	0.22789323	0.21835051	2.3527491e-05	0.12933999	265
11	-12	1.5	0.49226332	0.061992817	0	0.22787802	0.21786584	2.8085471e-05	0.133066	265
12	-12	3	0.49199173	0.062764324	0	0.22786278	0.21738116	1.9586802e-08	0.136792	265
13	-16	0	0.4915944	0.064386763	0	0.23496731	0.20905153	3.0456251e-05	0.13308001	265
14	-16	1.5	0.49144974	0.064507701	0	0.23546162	0.20858094	3.0700419e-05	0.1368852	265
15	-16	3	0.49130508	0.064628638	0	0.23595591	0.20811036	0.00013272581	0.1406904	265
16	-20	0	0.49283427	0.06061466	0	0.24738818	0.19916289	2.3892733e-05	0.13384999	265
17	-20	1.5	0.49258056	0.061335709	0	0.24766392	0.19841979	2.618603e-05	0.13783041	265
18	-20	3	0.49232686	0.062056746	0	0.24793965	0.19767673	2.6559119e-05	0.1418108	265
19	-24	0	0.48968619	0.06089592	0	0.25640655	0.19301134	3.1150772e-05	0.13226999	265
20	-24	1.5	0.48979068	0.061213754	0	0.25698099	0.19201458	3.1786924e-05	0.136356	265
21	-24	3	0.48989516	0.061531585	0	0.25755545	0.19101779	2.5010435e-05	0.140442	265
22	-28	0	0.49076533	0.06338767	0	0.26523	0.180617	3.1467764e-05	0.12875	265
23	-28	1.5	0.49052584	0.063560411	0	0.26589906	0.18001471	3.3183169e-05	0.1328312	265
24	-28	3	0.49028632	0.063733146	0	0.26656809	0.17941242	3.4437144e-05	0.13691241	265
25	-32	0	0.48742205	0.06396427	0	0.27293593	0.17567776	3.1406365e-05	0.12483	265
26	-32	1.5	0.4872705	0.063839577	0	0.27394402	0.17494589	3.3390803e-05	0.128484	265
27	-32	3	0.48711899	0.063714877	0	0.27495211	0.17421402	3.4213303e-05	0.132138	265
28	-36	0	0.48811948	0.059245221	0	0.27803126	0.17460403	3.1492869e-05	0.11811	265
29	-36	1.5	0.48788822	0.059672825	0	0.27937913	0.17305982	3.2900974e-05	0.1216572	265
30	-36	3	0.48765698	0.060100436	0	0.280727	0.1715156	3.3055421e-05	0.1252044	265
31	-40	0	0.479624	0.058969133	0	0.28300783	0.17839906	3.1472089e-05	0.11087	265
32	-40	1.5	0.47997734	0.059566073	0	0.28384236	0.17661424	3.2145661e-05	0.1143236	265
33	-40	3	0.48033068	0.060163014	0	0.28467691	0.17482942	3.1715601e-05	0.1177772	265
34	0	12.5	0.49366572	0.067359731	0	0.19603431	0.24294022	3.1314528e-05	0.13393	265
35	0	14	0.49362487	0.067355581	0	0.19632083	0.2426987	3.1686432e-05	0.1333192	265
36	0	15.5	0.49358398	0.067351431	0	0.19660738	0.2424572	2.78141e-05	0.1327084	265
37	-4	12.5	0.49221414	0.067923121	0	0.20529573	0.23456699	3.4519791e-05	0.14386	265
38	-4	14	0.49222076	0.067962401	0	0.20582917	0.23398766	3.515722e-05	0.14330681	265
39	-4	15.5	0.49222735	0.06800168	0	0.20636265	0.23340832	3.2743246e-05	0.1427536	265
40	-8	12.5	0.49225053	0.068703458	0	0.21614872	0.22289731	3.7686164e-05	0.15327001	265
41	-8	14	0.49232557	0.068311542	0	0.21644272	0.22292018	3.7354956e-05	0.1527804	265
