Point	x_mm	y_mm	Ba_at	Zr_at	Y_at	Co_at	Fe_at	Sigma_elec	d_um	Temp_C
1	0	0	0.49151003	0.067664191	0	0.19958887	0.24123691	1.5580645e-05	0.11229	437
2	0	1.5	0.49176872	0.067627653	0	0.19916232	0.24144131	1.547369e-05	0.1148868	437
3	0	3	0.4920274	0.067591116	0	0.19873577	0.24164572	1.4498442e-05	0.1174836	437
4	-4	0	0.49178293	0.061440229	0	0.21053438	0.23624244	1.4196249e-05	0.11925	437
5	-4	1.5	0.49183467	0.062218182	0	0.20990574	0.2360414	1.5794301e-05	0.1222032	437
6	-4	3	0.49188644	0.062996127	0	0.20927709	0.23584034	1.5756286e-05	0.1251564	437
7	-8	0	0.49136201	0.067127474	0	0.21669823	0.22481231	1.5405969e-05	0.12593	437
8	-8	1.5	0.49146861	0.067316592	0	0.21663228	0.22458252	1.59475e-05	0.1292108	437
9	-8	3	0.49157524	0.06750571	0	0.21656634	0.22435272	1.646756e-05	0.1324916	437
10	-12	0	0.49253494	0.061221305	0	0.22789323	0.21835051	1.4620505e-05	0.12933999	437
11	-12	1.5	0.49226332	0.061992817	0	0.22787802	0.21786584	1.5540489e-05	0.133066	437
12	-12	3	0.49199173	0.062764324	0	0.22786278	0.21738116	1.4507969e-05	0.136792	437
13	-16	0	0.4915944	0.064386763	0	0.23496731	0.20905153	1.549131e-05	0.13308001	437
14	-16	1.5	0.49144974	0.064507701	0	0.23546162	0.20858094	1.6048087e-05	0.1368852	437
15	-16	3	0.49130508	0.064628638	0	0.23595591	0.20811036	1.1348571e-05	0.1406904	437
16	-20	0	0.49283427	0.06061466	0	0.24738818	0.19916289	1.3690874e-05	0.13384999	437
17	-20	1.5	0.49258056	0.061335709	0	0.24766392	0.19841979	1.4011536e-05	0.13783041	437
18	-20	3	0.49232686	0.062056746	0	0.24793965	0.19767673	1.4110394e-05	0.1418108	437
19	-24	0	0.48968619	0.06089592	0	0.25640655	0.19301134	1.5882899e-05	0.13226999	437
20	-24	1.5	0.48979068	0.061213754	0	0.25698099	0.19201458	1.6357248e-05	0.136356	437
21	-24	3	0.48989516	0.061531585	0	0.25755545	0.19101779	1.2944518e-05	0.140442	437
22	-28	0	0.49076533	0.06338767	0	0.26523	0.180617	1.6256774e-05	0.12875	437
23	-28	1.5	0.49052584	0.063560411	0	0.26589906	0.18001471	1.6930082e-05	0.1328312	437
24	-28	3	0.49028632	0.063733146	0	0.26656809	0.17941242	1.736583e-05	0.13691241	437
25	-32	0	0.48742205	0.06396427	0	0.27293593	0.17567776	1.6203334e-05	0.12483	437
26	-32	1.5	0.4872705	0.063839577	0	0.27394402	0.17494589	1.6954644e-05	0.128484	437
27	-32	3	0.48711899	0.063714877	0	0.27495211	0.17421402	1.6875301e-05	0.132138	437
