Point	Row	Column	Zr_at
1	1	1	0.096823037
2	1	2	0.072126865
3	1	3	0.073797047
4	1	4	0.10748098
5	1	5	0.081933863
6	1	6	0.073344111
7	1	7	0.07472989
8	1	8	0.056890432
9	1	9	0.0781582
10	1	10	0.079133265
11	1	11	0.095536038
12	2	1	0.080739513
13	2	2	0.074458197
14	2	3	0.062182985
15	2	4	0.071021348
16	2	5	0.081427507
17	2	6	0.068446256
18	2	7	0.075835183
19	2	8	0.076511979
20	2	9	0.086155303
21	2	10	0.073348932
22	2	11	0.10213035
23	3	1	0.083072603
24	3	2	0.07226257
25	3	3	0.07703457
26	3	4	0.074373633
27	3	5	0.066579759
28	3	6	0.071281143
29	3	7	0.078880295
30	3	8	0.080385834
31	3	9	0.075669758
32	3	10	0.076358795
33	3	11	0.05977834
34	4	1	0.079098761
35	4	2	0.073227026
36	4	3	0.084964052
37	4	4	0.076231182
38	4	5	0.078963369
39	4	6	0.068129338
40	4	7	0.076552309
41	4	8	0.073602363
42	4	9	0.081798993
43	4	10	0.076395638
44	4	11	0.087620117
