FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Film thickness ($\mu$m),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.98694Co0.864Fe0.0Y0.0Zr0.136O3,01122,17,2,6,0.034010001,25.389999,31.643998999999997,0.890004433870686,2.1500107110359266,1.490007422996991,137.32768414624684,1.8052,1.3772000000000002,0.7808000000000002,63.32474448,0.9869350832106356,0.493022620136653,1.5611463193696822,1.9083086872399984,2.168625949838919,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.96354Co0.85109Fe0.0Y0.0Zr0.14891O3,01122,18,2,7,0.034030002000000004,29.38802,31.643998999999997,0.8899955167377066,2.149989169647269,1.4899924943136886,137.32630823262812,1.7980995,1.379782,0.7819834166666668,63.74161877255,0.9635448537351805,0.49496455381790977,1.5582093183178711,1.9054016524609014,2.154421410643041,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.97369Co0.84899Fe0.0Y0.0Zr0.15101O3,01122,19,2,8,0.032680001,33.386009,31.643998999999997,0.8900033418424548,2.1500080729902,1.4900055947699524,137.32751564629078,1.7969445,1.3802020000000002,0.7821759166666667,63.80942946305,0.9736863439254362,0.49528705079230595,1.557748846176284,1.9049494659970916,2.1521508153557893,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.93807Co0.83302Fe0.0Y0.0Zr0.16698O3,01122,20,2,9,0.030489999999999996,37.384009999999996,31.643998999999997,0.8899987452993302,2.149996968981528,1.4899978994337102,137.32680639968666,1.788161,1.383396,0.7836398333333334,64.3251136189,0.9380713224704681,0.4977173449702405,1.554144271764215,1.9013810121108485,2.1348863402448357,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.97254Co0.85532Fe0.0Y0.0Zr0.14468O3,01122,21,2,10,0.02795,41.381989000000004,31.643998999999997,0.8899979824905021,2.1499951262411003,1.4899966223717396,137.32668869828447,1.8004259999999999,1.378936,0.7815956666666667,63.6050286674,0.9725422046214999,0.49432633304034834,1.5591696251610665,1.9063522047483283,2.159053954937837,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.88894Co0.80708Fe0.0Y0.0Zr0.19292O3,01122,22,2,11,0.026160000000000003,45.37999,31.643998999999997,0.8899992146766579,2.149998102870578,1.4899986852451912,137.32687882460831,1.7738939999999999,1.388584,0.7860176666666668,65.1627371006,0.8889407843887053,0.5017206296862484,1.5483385253398987,1.8956300200782479,2.107444913073546,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.96473Co0.83678Fe0.0Y0.0Zr0.16322O3,01122,23,3,1,0.029619998999999998,5.4000001,19.148001,0.8900022968657225,2.150005548608206,1.4900038453145243,137.32735440638098,1.790229,1.382644,0.7832951666666667,64.2037001921,0.9647275102814045,0.4971443859225398,1.5549957535043049,1.9022252513765343,2.1389320863983246,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.95917Co0.85843Fe0.0Y0.0Zr0.14157O3,01122,24,3,2,0.032790001,9.397999800000001,19.148001,0.890004419981634,2.1500106774837224,1.4900073997445333,137.32768200316613,1.8021365,1.3783140000000003,0.7813105833333335,63.50460426385,0.959165236525023,0.4938607147580852,1.5598845237614376,1.9070615854039261,2.1624838638879593,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.96294Co0.84879Fe0.0Y0.0Zr0.15121O3,01122,25,3,3,0.036180001,13.39599,19.148001,0.8900025578853985,2.150006179161356,1.490004282302521,137.32739468171698,1.7968345,1.3802420000000002,0.7821942500000001,63.815887624050006,0.962937232490914,0.49531693535793003,1.5577023298532833,1.9049031392170435,2.1519311223991036,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.94929Co0.85502Fe0.0Y0.0Zr0.14498O3,01122,26,3,4,0.038759998999999996,17.393998999999997,19.148001,0.890000900955984,2.1500021764667028,1.4900015083420406,137.32713901750833,1.800261,1.3789959999999999,0.7816231666666668,63.614715908899996,0.9492890390251233,0.4943732608527231,1.5591068984005052,1.9062913842438232,2.1587322533070625,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.97589Co0.86845Fe0.0Y0.0Zr0.13155O3,01122,27,3,5,0.040399998,21.391991,19.148001,0.8900014628974657,2.150003533965788,1.4900024491204762,137.32722572507896,1.8076475,1.3763100000000001,0.7803920833333335,63.18105039775,0.9758883959273469,0.49235343887426375,1.5621506302837207,1.909299800628606,2.1735508488787243,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.97124Co0.85949Fe0.0Y0.0Zr0.14051O3,01122,28,3,6,0.04056,25.389999,19.148001,0.8900037114867816,2.150008965951214,1.4900062136127017,137.3275726824104,1.8027194999999998,1.378102,0.7812134166666668,63.47037601055,0.9712359497422591,0.4937006070477308,1.5601232462845376,1.9072972657975578,2.1636483240556807,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.95845Co0.84552Fe0.0Y0.0Zr0.15448O3,01122,29,3,7,0.039939999999999996,29.38802,19.148001,0.8899990608785374,2.1499977313357927,1.4899984277629446,137.32685509355832,1.7950359999999999,1.3808960000000001,0.7824940000000001,63.921478556400004,0.958451011350467,0.4958112599850574,1.556958475754722,1.9041659460174063,2.1483679382101646,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.95372Co0.84295Fe0.0Y0.0Zr0.15705O3,01122,30,3,8,0.03816,33.386009,19.148001,0.8900039259656513,2.150009484074326,1.4900065726840679,137.32760577649998,1.7936224999999997,1.38141,0.7827295833333334,64.00446592525,0.9537157929714111,0.49620470637809877,1.556387664831097,1.9036032423084401,2.145594120524076,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.95779Co0.85185Fe0.0Y0.0Zr0.14815O3,01122,31,3,9,0.035390001000000004,37.384009999999996,19.148001,0.8899978482050583,2.14999480184368,1.489996397556783,137.3266679780405,1.7985175,1.3796300000000001,0.7819137500000001,63.71707776075,0.9577923156996181,0.49485081363125927,1.5583850755953985,1.9055764111537656,2.1552568448554044,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.95268Co0.8509Fe0.0Y0.0Zr0.1491O3,01122,32,3,10,0.031939998,41.381989000000004,19.148001,0.8900032569530643,2.1500078679203236,1.4900054526517592,137.32750254785782,1.797995,1.3798200000000003,0.7820008333333335,63.7477540255,0.9526765136823703,0.4949976262186848,1.5581799567482157,1.9053757862386238,2.154232798428081,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.98252Co0.88149Fe0.0Y0.0Zr0.11851O3,01122,33,3,11,0.02833,45.37999,19.148001,0.889996437747095,2.149991394557589,1.4899940362282826,137.32645034437675,1.8148194999999998,1.373702,0.77919675,62.75997830055,0.9825239325828461,0.49040493434586474,1.5651075666757337,1.912217981181624,2.188121380264615,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.98356Co0.8431Fe0.0Y0.0Zr0.1569O3,01122,34,4,1,0.029279998999999998,5.4000001,6.650000099999999,0.889999169723631,2.149997994276187,1.489998609986753,137.32687188835627,1.7937049999999999,1.38138,0.7827158333333334,63.9996223045,0.9835609175588621,0.4961792322169092,1.5564131479217789,1.9036265098168914,2.145745036353135,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.95233Co0.85704Fe0.0Y0.0Zr0.14296O3,01122,35,4,2,0.031819999,9.397999800000001,6.650000099999999,0.8899973877436584,2.1499936894931073,1.4899956266719674,137.3265969288465,1.801372,1.3785920000000003,0.7814380000000001,63.5494884828,0.9523327952105434,0.49406640479793096,1.559557642502718,1.9067355652936857,2.1609394537615305,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.93149Co0.83589Fe0.0Y0.0Zr0.16411O3,01122,36,4,3,0.035420001,13.398,6.650000099999999,0.8900033118911926,2.150008000636027,1.490005544626828,137.327511024811,1.7897395,1.3828220000000002,0.7833767500000001,64.23243900855,0.9314865337280371,0.4972809237831498,1.5547973641119583,1.9020293168348792,2.137977525756593,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.95597Co0.85089Fe0.0Y0.0Zr0.14911O3,01122,37,4,4,0.037560001,17.393998999999997,6.650000099999999,0.8900024822199676,2.150005996374079,1.4900041556266874,137.327383006541,1.7979895,1.379822,0.78200175,63.74807693355,0.9559673337963995,0.49499870951413655,1.5581763418571952,1.9053718941507323,2.154220011212086,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.92884Co0.84769Fe0.0Y0.0Zr0.15231O3,01122,38,4,5,0.039140001,21.391991,6.650000099999999,0.8899985346045962,2.1499964599998673,1.4899975466975823,137.3267738894892,1.7962295,1.380462,0.7822950833333335,63.85140750955,0.9288415293484359,0.49548152650014726,1.5574470430912746,1.9046489981104726,2.150724302654562,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.96662Co0.86602Fe0.0Y0.0Zr0.13398O3,01122,39,4,6,0.039549999,25.389999,6.650000099999999,0.8900020865645593,2.150005040577306,1.4900034932372959,137.32732195691148,1.806311,1.3767960000000001,0.7806148333333334,63.2595170539,0.9666177338086454,0.49271807931444767,1.5616002955973913,1.9087563156784695,2.1708563130493443,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.95294Co0.8505Fe0.0Y0.0Zr0.1495O3,01122,40,4,7,0.038649999,29.38802,6.650000099999999,0.89000155935369,2.150003766978015,1.4900026106033686,137.32724060827437,1.7977750000000001,1.3799000000000001,0.7820375,63.7606703475,0.9529383303731441,0.4950572565274797,1.5580866490166063,1.9052828164932865,2.153792296408296,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.97345Co0.85475Fe0.0Y0.0Zr0.14525O3,01122,41,4,8,0.036869999,33.388008,6.650000099999999,0.8900006934474454,2.150001675182031,1.4900011609401052,137.32710699894082,1.8001125,1.37905,0.7816479166666668,63.62343442625,0.9734492415327083,0.4944139288224738,1.5590454843421417,1.906230579228314,2.15843593225269,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.93834Co0.84145Fe0.0Y0.0Zr0.15855O3,01122,42,4,9,0.03424,37.38599,6.650000099999999,0.8899999311499358,2.149999833676811,1.4899998847341622,137.32698937643508,1.7927975,1.3817100000000002,0.7828670833333333,64.05290213275,0.9383400725896339,0.49643081895748725,1.5560427540343564,1.9032603572881888,2.1439620189546464,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.9558Co0.85059Fe0.0Y0.0Zr0.14941O3,01122,43,4,10,0.030889998999999998,41.381989000000004,6.650000099999999,0.8900027928334658,2.15000674673253,1.490004675642544,137.3274309342038,1.7978244999999997,1.379882,0.78202925,63.75776417505,0.9557970006945503,0.495044312074658,1.5581091330508912,1.905305556847834,2.1538934545628785,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
Ba0.91703Co0.83203Fe0.0Y0.0Zr0.16797O3,01122,44,4,11,0.028089999999999997,45.37999,6.650000099999999,0.8899962956950297,2.1499910513981053,1.48999379841078,137.32642842574307,1.7876165000000002,1.383594,0.7837305833333335,64.35708151585,0.9170338168235119,0.49786757713135316,1.5539175881061247,1.9011556140550168,2.133820011585237,25_May_2016,Pulsed Laser Deposition,BZC19,600.0,18.7,800,N,27.0,,50.0,SiO2,100,0,0,0,0,0,0,100.0,0,0,180,0,0,0,0
