Point	x_mm	y_mm	Ba_at	Zr_at	Y_at	Co_at	Fe_at	ASR	Temp_C
1	0	0	0.41178876	0.17393184	0	0.4142794	0	184320.38	265
2	-4	0	0.40796241	0.18132977	0	0.41070783	0	335804.84	265
3	-8	0	0.40636292	0.19236942	0	0.40126768	0	478056.16	265
4	-12	0	0.40397671	0.19896694	0	0.39705637	0	486255.72	265
5	-16	0	0.40958813	0.21155453	0	0.37885734	0	614809.69	265
6	-20	0	0.39953613	0.24141738	0	0.35904649	0	563384.94	265
7	-24	0	0.40767646	0.24932306	0	0.34300047	0	427036.69	265
8	-28	0	0.40280914	0.27553168	0	0.32165918	0	491784.91	265
9	-32	0	0.4193396	0.28608844	0	0.29457194	0	775502.12	265
10	-36	0	0.42371625	0.29885918	0	0.27742457	0	1322296.4	265
11	-40	0	0.43337995	0.31295756	0	0.2536625	0	2424681.2	265
12	0	3.75	0.41834474	0.17877054	0	0.40288472	0	213879.62	265
13	-4	3.75	0.41405311	0.18818298	0	0.39776388	0	338223.88	265
14	-8	3.75	0.4110418	0.19958839	0	0.38936982	0	444315.44	265
15	-12	3.75	0.40870354	0.20786649	0	0.38342997	0	478793.47	265
16	-16	3.75	0.409989	0.2219649	0	0.3680461	0	621187.12	265
17	-20	3.75	0.40284967	0.24717407	0	0.34997627	0	355439.78	265
18	-24	3.75	0.40740606	0.25549969	0	0.33709425	0	327479.62	265
19	-28	3.75	0.4025704	0.27892488	0	0.31850472	0	456913.25	265
20	-32	3.75	0.41551501	0.28874508	0	0.29573992	0	679275.19	265
21	-36	3.75	0.41722351	0.30371475	0	0.27906173	0	1207628.2	265
22	-40	3.75	0.42355627	0.31870398	0	0.25773975	0	1901291.9	265
23	0	7.5	0.42490071	0.18360923	0	0.39149007	0	201470.34	265
24	-4	7.5	0.42014384	0.1950362	0	0.38481995	0	318180.5	265
25	-8	7.5	0.4157207	0.20680737	0	0.37747195	0	350667.72	265
26	-12	7.5	0.41343036	0.21676604	0	0.36980358	0	346602.5	265
27	-16	7.5	0.41038987	0.23237528	0	0.35723484	0	413355.06	265
28	-20	7.5	0.40616319	0.25293076	0	0.34090605	0	245320.69	265
29	-24	7.5	0.40713567	0.26167631	0	0.33118805	0	333449.91	265
30	-28	7.5	0.40233162	0.28231809	0	0.31535029	0	556030.5	265
31	-32	7.5	0.41169041	0.29140171	0	0.29690787	0	740881.81	265
32	-36	7.5	0.41073078	0.30857033	0	0.2806989	0	1329944.5	265
33	-40	7.5	0.41373259	0.32445043	0	0.26181701	0	2690145.8	265
34	0	11.5	0.43189374	0.1887705	0	0.37933576	0	244758.34	265
35	-4	11.5	0.42664063	0.2023463	0	0.37101308	0	470297.38	265
36	-8	11.5	0.42071149	0.21450761	0	0.3647809	0	479752.62	265
37	-12	11.5	0.41847235	0.22625889	0	0.35526878	0	461883.25	265
38	-16	11.5	0.41081747	0.24347967	0	0.34570286	0	453647.16	265
