Point	Row	Column	MaxInt_200
1	1	1	265.01773
2	1	2	262.94208
3	1	3	245.93428
4	1	4	285.0484
5	1	5	272.36935
6	1	6	252.37328
7	1	7	271.38132
8	1	8	253.52136
9	1	9	280.30847
10	1	10	264.12848
11	1	11	239.67839
12	2	1	249.34248
13	2	2	238.10335
14	2	3	262.48645
15	2	4	325.86102
16	2	5	325.23151
17	2	6	311.01498
18	2	7	363.99951
19	2	8	322.26587
20	2	9	319.83551
21	2	10	299.61978
22	2	11	306.45651
23	3	1	257.62219
24	3	2	240.36096
25	3	3	275.12729
26	3	4	296.21561
27	3	5	314.97586
28	3	6	373.8588
29	3	7	364.56055
30	3	8	357.37915
31	3	9	335.98944
32	3	10	342.83887
33	3	11	323.13406
34	4	1	215.6651
35	4	2	200.22893
36	4	3	219.62453
37	4	4	265.81964
38	4	5	296.96368
39	4	6	307.86697
40	4	7	321.95172
41	4	8	317.53687
42	4	9	292.38696
43	4	10	282.71777
44	4	11	223.59586
