Point	Row	Column	Pos_110
1	1	1	30.878353
2	1	2	30.884909
3	1	3	30.874748
4	1	4	30.867256
5	1	5	30.855898
6	1	6	30.84572
7	1	7	30.836969
8	1	8	30.829281
9	1	9	30.82477
10	1	10	30.812864
11	1	11	30.795069
12	2	1	30.87953
13	2	2	30.861834
14	2	3	30.836576
15	2	4	30.824173
16	2	5	30.80776
17	2	6	30.791721
18	2	7	30.788599
19	2	8	30.783789
20	2	9	30.774111
21	2	10	30.77722
22	2	11	30.771051
23	3	1	30.845615
24	3	2	30.821575
25	3	3	30.79006
26	3	4	30.770821
27	3	5	30.745413
28	3	6	30.732468
29	3	7	30.718868
30	3	8	30.71027
31	3	9	30.709888
32	3	10	30.707752
33	3	11	30.704035
34	4	1	30.8041
35	4	2	30.785536
36	4	3	30.749653
37	4	4	30.729748
38	4	5	30.694443
39	4	6	30.677958
40	4	7	30.665861
41	4	8	30.656307
42	4	9	30.648756
43	4	10	30.647764
44	4	11	30.641184
