Point	Row	Column	Pos_111
1	1	1	38.073048
2	1	2	38.067471
3	1	3	38.046638
4	1	4	38.043404
5	1	5	38.029186
6	1	6	38.018387
7	1	7	38.010994
8	1	8	37.985535
9	1	9	37.999928
10	1	10	37.972313
11	1	11	37.964432
12	2	1	38.058666
13	2	2	38.029694
14	2	3	38.001236
15	2	4	37.984875
16	2	5	37.962234
17	2	6	37.942455
18	2	7	37.935184
19	2	8	37.938278
20	2	9	37.921883
21	2	10	37.927803
22	2	11	37.924339
23	3	1	38.019562
24	3	2	37.981148
25	3	3	37.944927
26	3	4	37.917812
27	3	5	37.880592
28	3	6	37.86578
29	3	7	37.851879
30	3	8	37.856998
31	3	9	37.836945
32	3	10	37.84288
33	3	11	37.84473
34	4	1	37.973099
35	4	2	37.952782
36	4	3	37.894768
37	4	4	37.864521
38	4	5	37.81736
39	4	6	37.810268
40	4	7	37.801659
41	4	8	37.772022
42	4	9	37.784626
43	4	10	37.77718
44	4	11	37.782776
