Point	Row	Column	FWHM_110
1	1	1	0.52263814
2	1	2	0.52259475
3	1	3	0.52530581
4	1	4	0.53632671
5	1	5	0.54227209
6	1	6	0.5379709
7	1	7	0.53571385
8	1	8	0.54041713
9	1	9	0.52638406
10	1	10	0.52290976
11	1	11	0.52532601
12	2	1	0.53760034
13	2	2	0.54542899
14	2	3	0.54412895
15	2	4	0.53194505
16	2	5	0.54517674
17	2	6	0.54234374
18	2	7	0.52750379
19	2	8	0.52456689
20	2	9	0.52580076
21	2	10	0.51398683
22	2	11	0.51836026
23	3	1	0.5264318
24	3	2	0.54196054
25	3	3	0.53316164
26	3	4	0.52747357
27	3	5	0.52680278
28	3	6	0.53161049
29	3	7	0.51392192
30	3	8	0.51036435
31	3	9	0.51014566
32	3	10	0.50024086
33	3	11	0.5144313
34	4	1	0.50789124
35	4	2	0.50995851
36	4	3	0.52809054
37	4	4	0.51942492
38	4	5	0.51194751
39	4	6	0.50415415
40	4	7	0.51220679
41	4	8	0.50132525
42	4	9	0.49597704
43	4	10	0.50166023
44	4	11	0.49925044
