Point	Row	Column	MaxInt_110
1	1	1	1855.8727
2	1	2	1966.1273
3	1	3	1969.8977
4	1	4	1994.7742
5	1	5	2074.0791
6	1	6	2166.4004
7	1	7	2114.4358
8	1	8	2042.384
9	1	9	2044.557
10	1	10	1958.9083
11	1	11	1830.9546
12	2	1	2092.0417
13	2	2	2230.6624
14	2	3	2307.9238
15	2	4	2480.3894
16	2	5	2531.7737
17	2	6	2583.4827
18	2	7	2652.8394
19	2	8	2599.9707
20	2	9	2458.1956
21	2	10	2293.7651
22	2	11	2074.0576
23	3	1	2163.9585
24	3	2	2278.2278
25	3	3	2452.0896
26	3	4	2564.7917
27	3	5	2667.8923
28	3	6	2727.6902
29	3	7	2747.5449
30	3	8	2672.9531
31	3	9	2606.2776
32	3	10	2422.874
33	3	11	2243.9524
34	4	1	2006.2029
35	4	2	2073.6689
36	4	3	2093.6904
37	4	4	2233.9314
38	4	5	2362.6484
39	4	6	2414.4167
40	4	7	2398.5601
41	4	8	2430.5542
42	4	9	2349.8308
43	4	10	2237.6545
44	4	11	2161.9229
