Point	Row	Column	Pos_110
1	1	1	31.01651
2	1	2	30.945522
3	1	3	30.900309
4	1	4	30.992683
5	1	5	30.990276
6	1	6	30.978481
7	1	7	30.975674
8	1	8	30.956207
9	1	9	30.948084
10	1	10	30.933361
11	1	11	30.908327
12	2	1	30.860237
13	2	2	30.878059
14	2	3	30.86706
15	2	4	30.871454
16	2	5	30.865351
17	2	6	30.847485
18	2	7	30.860756
19	2	8	30.869406
20	2	9	30.860044
21	2	10	30.875732
22	2	11	30.902611
23	3	1	30.964712
24	3	2	30.93388
25	3	3	30.866598
26	3	4	30.870304
27	3	5	30.903791
28	3	6	30.89539
29	3	7	30.899261
30	3	8	30.907467
31	3	9	30.896372
32	3	10	30.892754
33	3	11	30.864767
34	4	1	30.932459
35	4	2	30.922112
36	4	3	30.913628
37	4	4	30.906858
38	4	5	30.892115
39	4	6	30.883116
40	4	7	30.874891
41	4	8	30.861414
42	4	9	30.850044
43	4	10	30.843369
44	4	11	30.826942
