Point	Row	Column	FWHM_111
1	1	1	0.50668907
2	1	2	0.67540938
3	1	3	0.6602627
4	1	4	0.41440654
5	1	5	0.4372941
6	1	6	0.48863998
7	1	7	0.47333148
8	1	8	0.48852655
9	1	9	0.56699491
10	1	10	0.45401132
11	1	11	0.54255277
12	2	1	0.64567369
13	2	2	0.56952101
14	2	3	0.5432179
15	2	4	0.55631155
16	2	5	0.62646365
17	2	6	0.56978232
18	2	7	0.59531325
19	2	8	0.6212281
20	2	9	0.5828616
21	2	10	0.51461476
22	2	11	
23	3	1	0.53469443
24	3	2	0.51397824
25	3	3	0.59822553
26	3	4	0.5490154
27	3	5	0.53208733
28	3	6	0.49975941
29	3	7	0.48289388
30	3	8	0.47018835
31	3	9	0.427057
32	3	10	0.46220562
33	3	11	0.48686293
34	4	1	0.49157888
35	4	2	0.47701374
36	4	3	0.45209876
37	4	4	0.45156452
38	4	5	0.45068648
39	4	6	0.48094866
40	4	7	0.46921116
41	4	8	0.4968484
42	4	9	0.49093169
43	4	10	0.46463051
44	4	11	0.51384968
