Point	Row	Column	FWHM_110
1	1	1	0.49398679
2	1	2	0.49368072
3	1	3	0.50312883
4	1	4	0.50001085
5	1	5	0.51036972
6	1	6	0.48403877
7	1	7	0.49790758
8	1	8	0.50673372
9	1	9	0.49511245
10	1	10	0.46161914
11	1	11	0.47542667
12	2	1	0.50782555
13	2	2	0.50587678
14	2	3	0.49631789
15	2	4	0.50158352
16	2	5	0.49749172
17	2	6	0.493882
18	2	7	0.49917331
19	2	8	0.49873853
20	2	9	0.50164938
21	2	10	0.46926701
22	2	11	0.46834037
23	3	1	0.51080132
24	3	2	0.51179099
25	3	3	0.50259966
26	3	4	0.50233519
27	3	5	0.50117952
28	3	6	0.50026184
29	3	7	0.50085717
30	3	8	0.48228568
31	3	9	0.48915759
32	3	10	0.47663695
33	3	11	0.44995677
34	4	1	0.49372354
35	4	2	0.47508332
36	4	3	0.50350648
37	4	4	0.49939215
38	4	5	0.49666807
39	4	6	0.52470988
40	4	7	0.53648931
41	4	8	0.50217086
42	4	9	0.49584052
43	4	10	0.46440375
44	4	11	0.45468256
