Point	Row	Column	Pos_111
1	1	1	37.297337
2	1	2	37.264206
3	1	3	37.384144
4	1	4	37.440899
5	1	5	37.432941
6	1	6	37.410191
7	1	7	37.490189
8	1	8	37.586781
9	1	9	37.568096
10	1	10	37.607349
11	1	11	37.639988
12	2	1	37.277184
13	2	2	37.392246
14	2	3	37.451736
15	2	4	37.493542
16	2	5	37.526455
17	2	6	37.552517
18	2	7	37.625252
19	2	8	37.655712
20	2	9	37.628532
21	2	10	37.633621
22	2	11	37.691715
23	3	1	37.31926
24	3	2	37.399036
25	3	3	37.461926
26	3	4	37.4645
27	3	5	37.571491
28	3	6	37.62632
29	3	7	37.675003
30	3	8	37.70462
31	3	9	37.689838
32	3	10	37.656662
33	3	11	37.689701
34	4	1	37.439484
35	4	2	37.433361
36	4	3	37.50771
37	4	4	37.505722
38	4	5	37.562817
39	4	6	37.634884
40	4	7	37.684113
41	4	8	37.678593
42	4	9	37.660446
43	4	10	37.625072
44	4	11	37.686562
