Point	Row	Column	d_um
1	1	1	0.19747002
2	1	2	0.20782
3	1	3	0.21732
4	1	4	0.22201
5	1	5	0.22381
6	1	6	0.22273999
7	1	7	0.21738
8	1	8	0.20883998
9	1	9	0.20079999
10	1	10	0.1892
11	1	11	0.17645
12	2	1	0.24102999
13	2	2	0.25722998
14	2	3	0.26997
15	2	4	0.27974001
16	2	5	0.28587997
17	2	6	0.28747997
18	2	7	0.28301999
19	2	8	0.27649999
20	2	9	0.26519001
21	2	10	0.25060996
22	2	11	0.23341
23	3	1	0.22442999
24	3	2	0.24107997
25	3	3	0.25319999
26	3	4	0.26534998
27	3	5	0.27360001
28	3	6	0.27695
29	3	7	0.27746001
30	3	8	0.27373004
31	3	9	0.26567999
32	3	10	0.25562999
33	3	11	0.23901002
34	4	1	0.16416998
35	4	2	0.17516001
36	4	3	0.18572
37	4	4	0.19166
38	4	5	0.19897002
39	4	6	0.20281
40	4	7	0.20599002
41	4	8	0.20603
42	4	9	0.20265999
43	4	10	0.19626002
44	4	11	0.18709999
