Point	Row	Column	MaxInt_111
1	1	1	1091.5336
2	1	2	1239.6635
3	1	3	1151.882
4	1	4	1140.8713
5	1	5	1312.7462
6	1	6	1508.734
7	1	7	1410.7664
8	1	8	1278.2789
9	1	9	1353.8286
10	1	10	1445.0968
11	1	11	1234.0509
12	2	1	1338.1722
13	2	2	1302.401
14	2	3	1356.9819
15	2	4	1487.4375
16	2	5	1582.3444
17	2	6	1650.8585
18	2	7	1579.4009
19	2	8	1560.8423
20	2	9	1766.0206
21	2	10	1948.1885
22	2	11	1844.5604
23	3	1	1180.3528
24	3	2	1273.4331
25	3	3	1397.3422
26	3	4	1571.7466
27	3	5	1426.7286
28	3	6	1544.767
29	3	7	1624.078
30	3	8	1473.3988
31	3	9	1664.575
32	3	10	1821.1548
33	3	11	1934.9849
34	4	1	546.85138
35	4	2	501.25424
36	4	3	458.45224
37	4	4	479.27957
38	4	5	638.72925
39	4	6	964.15631
40	4	7	1190.9513
41	4	8	1055.2281
42	4	9	1332.4795
43	4	10	1457.9514
44	4	11	1522.1078
