Point	Row	Column	MaxInt_200
1	1	1	
2	1	2	
3	1	3	
4	1	4	
5	1	5	
6	1	6	
7	1	7	
8	1	8	
9	1	9	
10	1	10	
11	1	11	
12	2	1	
13	2	2	212.95744
14	2	3	295.85504
15	2	4	250.86835
16	2	5	
17	2	6	
18	2	7	286.04099
19	2	8	254.70927
20	2	9	
21	2	10	
22	2	11	
23	3	1	
24	3	2	223.66121
25	3	3	239.89745
26	3	4	
27	3	5	256.83395
28	3	6	364.83737
29	3	7	339.48819
30	3	8	
31	3	9	
32	3	10	
33	3	11	
34	4	1	497.14362
35	4	2	719.87415
36	4	3	871.73047
37	4	4	841.60358
38	4	5	791.65558
39	4	6	541.95093
40	4	7	255.57114
41	4	8	
42	4	9	
43	4	10	
44	4	11	
