Point	Row	Column	FWHM_200
1	1	1	0.71703672
2	1	2	0.72091669
3	1	3	0.7086755
4	1	4	0.72048026
5	1	5	0.66601533
6	1	6	0.59878898
7	1	7	0.56727278
8	1	8	0.53470409
9	1	9	0.56071001
10	1	10	0.60763675
11	1	11	0.61473954
12	2	1	0.66712803
13	2	2	0.71213871
14	2	3	0.67445385
15	2	4	0.6458317
16	2	5	0.6568082
17	2	6	0.64187801
18	2	7	0.65585363
19	2	8	0.61206663
20	2	9	0.63768202
21	2	10	0.62342346
22	2	11	0.65111583
23	3	1	0.739999
24	3	2	0.68337041
25	3	3	0.69366765
26	3	4	0.66500932
27	3	5	0.69134718
28	3	6	0.63959134
29	3	7	0.6244868
30	3	8	0.63461155
31	3	9	0.63852
32	3	10	0.65709805
33	3	11	0.64942831
34	4	1	0.72155541
35	4	2	0.72396922
36	4	3	0.6790548
37	4	4	0.67360604
38	4	5	0.61478311
39	4	6	0.6203419
40	4	7	0.61238581
41	4	8	0.63834536
42	4	9	0.64842778
43	4	10	0.66485929
44	4	11	0.72091788
