Point	Row	Column	Pos_111
1	1	1	36.988239
2	1	2	36.937504
3	1	3	36.897179
4	1	4	36.880962
5	1	5	36.811558
6	1	6	
7	1	7	
8	1	8	
9	1	9	
10	1	10	
11	1	11	
12	2	1	36.921059
13	2	2	36.894051
14	2	3	36.896656
15	2	4	36.915939
16	2	5	36.913475
17	2	6	36.920624
18	2	7	36.863361
19	2	8	
20	2	9	36.923336
21	2	10	
22	2	11	
23	3	1	36.896988
24	3	2	36.910038
25	3	3	36.939049
26	3	4	36.912621
27	3	5	36.957012
28	3	6	37.005424
29	3	7	36.846069
30	3	8	
31	3	9	36.926056
32	3	10	
33	3	11	
34	4	1	
35	4	2	36.893684
36	4	3	36.961761
37	4	4	
38	4	5	
39	4	6	
40	4	7	
41	4	8	
42	4	9	
43	4	10	
44	4	11	
