Point	Row	Column	MaxInt_110
1	1	1	4614.7881
2	1	2	4812.9316
3	1	3	5519.1982
4	1	4	4666.5762
5	1	5	3618.0271
6	1	6	2548.4172
7	1	7	1819.9474
8	1	8	1451.9376
9	1	9	1425.1371
10	1	10	1357.7765
11	1	11	1110.4521
12	2	1	4808.4102
13	2	2	5094.2476
14	2	3	5120.3027
15	2	4	4824.7549
16	2	5	4334.6045
17	2	6	3783.814
18	2	7	3335.4961
19	2	8	2987.3711
20	2	9	2541.0422
21	2	10	2206.7695
22	2	11	1771.8026
23	3	1	4610.4751
24	3	2	4684.7144
25	3	3	4387.7944
26	3	4	4042.5984
27	3	5	3612.5029
28	3	6	3251.407
29	3	7	2835.835
30	3	8	2569.458
31	3	9	2192.8176
32	3	10	1929.5432
33	3	11	1620.356
34	4	1	3454.8311
35	4	2	3561.4636
36	4	3	3291.198
37	4	4	2876.0352
38	4	5	2429.75
39	4	6	2080.5327
40	4	7	1846.1085
41	4	8	1721.1571
42	4	9	1719.0894
43	4	10	1624.0465
44	4	11	1380.854
