Point	Row	Column	FWHM_110
1	1	1	0.49533978
2	1	2	0.48773926
3	1	3	0.42652482
4	1	4	0.44489539
5	1	5	0.46368527
6	1	6	0.50745404
7	1	7	0.52895999
8	1	8	0.56151569
9	1	9	0.5440672
10	1	10	0.57473671
11	1	11	0.59336996
12	2	1	0.50747019
13	2	2	0.48032492
14	2	3	0.47506097
15	2	4	0.47915423
16	2	5	0.48104423
17	2	6	0.4902305
18	2	7	0.50007939
19	2	8	0.48936921
20	2	9	0.4982208
21	2	10	0.50118554
22	2	11	0.53368908
23	3	1	0.47711703
24	3	2	0.48040435
25	3	3	0.4795208
26	3	4	0.49995941
27	3	5	0.51163417
28	3	6	0.5172103
29	3	7	0.51364696
30	3	8	0.52399081
31	3	9	0.52695429
32	3	10	0.53246343
33	3	11	0.54396665
34	4	1	0.47597954
35	4	2	0.47615653
36	4	3	0.48151326
37	4	4	0.49581078
38	4	5	0.5303601
39	4	6	0.54579878
40	4	7	0.56060445
41	4	8	0.56450135
42	4	9	0.57802171
43	4	10	0.55972785
44	4	11	0.57893074
