Point	Row	Column	Pos_110
1	1	1	30.031328
2	1	2	29.940836
3	1	3	29.906559
4	1	4	29.905508
5	1	5	29.900415
6	1	6	29.891829
7	1	7	29.889538
8	1	8	29.878897
9	1	9	29.877373
10	1	10	29.861687
11	1	11	29.84865
12	2	1	29.976315
13	2	2	29.93782
14	2	3	29.920088
15	2	4	29.913809
16	2	5	29.920433
17	2	6	29.925047
18	2	7	29.92676
19	2	8	29.92931
20	2	9	29.935612
21	2	10	29.931198
22	2	11	29.920631
23	3	1	29.961027
24	3	2	29.947794
25	3	3	29.945799
26	3	4	29.945633
27	3	5	29.957634
28	3	6	29.96397
29	3	7	29.974339
30	3	8	29.987387
31	3	9	29.984392
32	3	10	29.980875
33	3	11	29.985985
34	4	1	29.969732
35	4	2	29.973835
36	4	3	29.985641
37	4	4	29.998055
38	4	5	30.010223
39	4	6	30.035009
40	4	7	30.059149
41	4	8	30.069571
42	4	9	30.072304
43	4	10	30.094299
44	4	11	30.092245
