Point	Row	Column	FWHM_111
1	1	1	0.44475165
2	1	2	0.42225826
3	1	3	0.42068458
4	1	4	0.40970278
5	1	5	0.47101778
6	1	6	0.43726617
7	1	7	0.44575205
8	1	8	0.40687343
9	1	9	0.42435247
10	1	10	0.46687508
11	1	11	0.52673799
12	2	1	0.39560753
13	2	2	0.39163837
14	2	3	0.4108884
15	2	4	0.41945288
16	2	5	0.40727571
17	2	6	0.42817345
18	2	7	0.42593694
19	2	8	0.42929211
20	2	9	0.43083495
21	2	10	0.411744
22	2	11	0.44222665
23	3	1	0.45711505
24	3	2	0.40403512
25	3	3	0.39595264
26	3	4	0.40187287
27	3	5	0.42643675
28	3	6	0.44971219
29	3	7	0.40454483
30	3	8	0.43253684
31	3	9	0.40517873
32	3	10	0.4490532
33	3	11	0.44005772
34	4	1	0.4971551
35	4	2	0.49883887
36	4	3	0.4641712
37	4	4	0.40994263
38	4	5	0.42434448
39	4	6	0.46891379
40	4	7	0.43677953
41	4	8	0.43958664
42	4	9	0.5007236
43	4	10	0.49630705
44	4	11	0.54515558
