Point	Row	Column	Pos_111
1	1	1	37.61562
2	1	2	37.642437
3	1	3	37.692722
4	1	4	37.737438
5	1	5	37.785442
6	1	6	37.821587
7	1	7	37.872684
8	1	8	37.88821
9	1	9	37.91457
10	1	10	37.923885
11	1	11	37.90797
12	2	1	37.611168
13	2	2	37.677296
14	2	3	37.743225
15	2	4	37.787308
16	2	5	37.828018
17	2	6	37.874519
18	2	7	37.869617
19	2	8	37.899357
20	2	9	37.893162
21	2	10	37.901085
22	2	11	37.941746
23	3	1	37.630604
24	3	2	37.674511
25	3	3	37.730564
26	3	4	37.785126
27	3	5	37.823818
28	3	6	37.859764
29	3	7	37.876835
30	3	8	37.896854
31	3	9	37.898651
32	3	10	37.901566
33	3	11	37.91959
34	4	1	37.673195
35	4	2	37.719868
36	4	3	37.739063
37	4	4	37.747871
38	4	5	37.758198
39	4	6	37.794682
40	4	7	37.80542
41	4	8	37.840969
42	4	9	37.816372
43	4	10	37.797573
44	4	11	37.831699
