Point	Row	Column	Pos_110
1	1	1	30.549265
2	1	2	30.580616
3	1	3	30.624868
4	1	4	30.66094
5	1	5	30.692936
6	1	6	30.73225
7	1	7	30.762503
8	1	8	30.777596
9	1	9	30.791342
10	1	10	30.787859
11	1	11	30.771034
12	2	1	30.569304
13	2	2	30.620338
14	2	3	30.680462
15	2	4	30.718081
16	2	5	30.741756
17	2	6	30.772631
18	2	7	30.773561
19	2	8	30.787701
20	2	9	30.78182
21	2	10	30.788214
22	2	11	30.811544
23	3	1	30.555738
24	3	2	30.610588
25	3	3	30.667879
26	3	4	30.710566
27	3	5	30.733267
28	3	6	30.759048
29	3	7	30.777876
30	3	8	30.787798
31	3	9	30.788597
32	3	10	30.783821
33	3	11	30.796541
34	4	1	30.588476
35	4	2	30.626429
36	4	3	30.655968
37	4	4	30.675657
38	4	5	30.692497
39	4	6	30.710196
40	4	7	30.705952
41	4	8	30.735704
42	4	9	30.711203
43	4	10	30.697582
44	4	11	30.708807
