FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Film thickness ($\mu$m),PROPERTY: Area of 110 peak,IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.81625Co0.47283Fe0.36643Y0.0Zr0.16073O3,01251,11,1,11,0.14593001,23.894567000000002,45.37999,44.141998,0.8899951494982543,2.1499882824957828,1.4899918794970775,137.32625156758064,1.7732582,1.400454,0.813900425,62.99109946184999,0.816254448588346,0.5018982286382515,1.5352080700228516,1.8306807979576585,2.180089770472273,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.83534Co0.26822Fe0.51538Y0.0Zr0.2164O3,01251,12,2,1,0.24934,14.89275,5.4000001,31.643998999999997,0.8899990905138725,2.1499978029267703,1.4899984773771573,137.32685966629052,1.7352109999999998,1.419049,0.8315478166666668,64.3293312629,0.8353408536302451,0.5129053991208404,1.5150976484439722,1.7918373995015084,2.134747198055977,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.83445Co0.27719Fe0.50371Y0.0Zr0.2191O3,01251,13,2,2,0.27136001,13.563666,9.397999800000001,31.643998999999997,0.8900008388557022,2.1500020264491684,1.4900014043764003,137.32712943543484,1.7343095,1.4190055,0.8308130916666667,64.45255567205,0.8344492135028304,0.5131730171896667,1.5151470705710222,1.7934255241300514,2.1306700409862427,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.8257Co0.28648Fe0.48765Y0.0Zr0.22587O3,01251,14,2,3,0.28904,13.021566,13.39599,31.643998999999997,0.8900001606020933,2.1500003879713487,1.4900002688731673,137.32702478090297,1.7313889999999998,1.4195565,0.8300819583333333,64.7207608336,0.8256998510009838,0.5140382436310346,1.5145578129305517,1.7950037992210315,2.1218388506583996,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.83148Co0.30266Fe0.47773Y0.0Zr0.21961O3,01251,15,2,4,0.30012,12.572579,17.39397,31.643998999999997,0.8900023395152049,2.1500056516378545,1.4900039167164667,137.3273609871961,1.735328,1.4178085,0.8286731916666668,64.5492552887,0.8314778143202369,0.5128726900708137,1.516428806596839,1.7980597558848264,2.1274817249709876,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.83397Co0.32337Fe0.46254Y0.0Zr0.21409O3,01251,16,2,5,0.30540001,12.443726,21.391991,31.643998999999997,0.8900039852506862,2.1500096272909834,1.4900066719365421,137.3276149241809,1.7391235,1.4159450000000002,0.8268887,64.41791972715,0.8339662656577163,0.511754332139544,1.5184273593190294,1.8019434440651347,2.1318231868686364,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.83666Co0.34598Fe0.4442Y0.0Zr0.20982O3,01251,17,2,6,0.30193001,12.992042999999999,25.389971,31.643998999999997,0.8900045713028372,2.1500110430349437,1.4900076530800306,137.32770535202778,1.742389,1.414174,0.8249536666666667,64.3366754861,0.8366557026892275,0.510795563621463,1.5203299191152884,1.8061713200216463,2.1345166549940484,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.83757Co0.37424Fe0.4229Y0.0Zr0.20286O3,01251,18,2,7,0.29247001,13.220796,29.387990999999996,31.643998999999997,0.889997288303125,2.149993449271594,1.489995460192872,137.32658158517216,1.747282,1.4117169999999999,0.8225229166666668,64.1777100368,0.837572551958283,0.5093609894127707,1.5229634900419802,1.8114941602249646,2.139786251432593,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.84107Co0.39914Fe0.40222Y0.0Zr0.19865O3,01251,19,2,8,0.2775,13.490020000000001,33.385979,31.643998999999997,0.890004985115381,2.1500120426944593,1.4900083458673232,137.3277692033033,1.7506503,1.4098545,0.8204041166666667,64.1062189523,0.8410652889803275,0.508385361208564,1.5249886017985965,1.8161882852578606,2.1421910611431603,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.83783Co0.42327Fe0.37945Y0.0Zr0.19728O3,01251,20,2,9,0.25955001,14.464716000000001,37.383990999999995,31.643998999999997,0.8900004392695943,2.150001061156885,1.4900007354063993,137.32706777929837,1.7525234999999997,1.4084285,0.818354375,64.13170941765,0.8378295864797051,0.5078393752035818,1.526524819085161,1.8207280133455623,2.141328666057729,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.84991Co0.45333Fe0.36429Y0.0Zr0.18238O3,01251,21,2,10,0.23792,15.774208999999999,41.381989000000004,31.643998999999997,0.8899954582186155,2.149989028280925,1.4899923963435249,137.32629920313238,1.7614765,1.4046905,0.8157125749999999,63.697393459349996,0.8499143372192306,0.5052553685607588,1.53057846428158,1.8266144742754824,2.1559170908739054,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.84239Co0.47046Fe0.35206Y0.0Zr0.17748O3,01251,22,2,11,0.2167,17.631042,45.37999,31.643998999999997,0.8899999654961044,2.1499999166478925,1.4899999422350512,137.3269946760489,1.764783,1.4030989999999999,0.81423405,63.5769371397,0.8423900326581323,0.5043112753783918,1.5323223212673465,1.8299405953792416,2.1600127476146755,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.83552Co0.33769Fe0.4647Y0.0Zr0.19761O3,01251,23,3,1,0.21927001,16.558748,5.4000001,19.148001,0.890002289738978,2.150005531391913,1.4900038333832328,137.3273533067243,1.7480795000000002,1.412757,0.8255598333333334,63.879096759549995,0.8355178504294506,0.5091314724181468,1.5218509137749188,1.8048405133363838,2.149801112931261,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.829Co0.34346Fe0.45517Y0.0Zr0.20136O3,01251,24,3,2,0.24147999,15.165073000000001,9.397999800000001,19.148001,0.890000049541191,2.150000119678158,1.4900000829397468,137.3270076442058,1.7464747000000003,1.413017,0.8250937916666667,64.0290284447,0.8289999538543312,0.5095980202525642,1.521567058059569,1.805855404547388,2.1447616960612033,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.8212Co0.34799Fe0.43958Y0.0Zr0.21243O3,01251,25,3,3,0.26238,14.325070000000002,13.39599,19.148001,0.8900021098154869,2.1500050967452773,1.490003532163006,137.32732554452963,1.7411845000000001,1.4144649999999999,0.8248040666666668,64.43522194805,0.8211980532849769,0.5111475032171989,1.5200129354528231,1.8064939206527584,2.131246256205152,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.82416Co0.35954Fe0.42736Y0.0Zr0.2131O3,01251,26,3,4,0.28022999,13.650745,17.39397,19.148001,0.8899949098615864,2.149987703598214,1.4899914783075996,137.32621459164275,1.7414269999999998,1.413988,0.8238369666666668,64.49459453029999,0.8241647136095146,0.5110721895672838,1.5205134015268968,1.8085999276486289,2.1292670431027516,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.82894Co0.37542Fe0.41274Y0.0Zr0.21184O3,01251,27,3,5,0.29435,13.131302,21.391991,19.148001,0.8900037612225524,2.1500090860994243,1.4900062968782057,137.32758035663983,1.7428510000000002,1.4130049999999998,0.82249095,64.4990575269,0.828936496837476,0.510659695649572,1.5215863256672302,1.8115777406161193,2.1291408839480472,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.83021Co0.3913Fe0.39552Y0.0Zr0.21319O3,01251,28,3,6,0.30028999,12.820746,25.389971,19.148001,0.8899982136374179,2.1499956846297175,1.4899970093480368,137.32672436425358,1.7429883,1.4124275,0.8211730333333334,64.5964181635,0.8302116663584899,0.5106162867745113,1.5221989692424691,1.8144738670969145,2.1259185612531315,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.83495Co0.41336Fe0.37799Y0.0Zr0.20865O3,01251,29,3,7,0.30145001,12.870769000000001,29.389971000000003,19.148001,0.8899993629727257,2.1499984611138876,1.4899989335161363,137.32690170669156,1.746343,1.4106295000000002,0.8192737416666668,64.5033646352,0.83495059762506,0.5096360583074034,1.5241411448675128,1.8186826426110012,2.1289881928384116,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.83459Co0.43289Fe0.35923Y0.0Zr0.20789O3,01251,30,3,8,0.29554999,13.15722,33.385979,19.148001,0.8900027017137713,2.1500065266119193,1.4900045230938417,137.3274168744349,1.7477178,1.409553,0.8176327916666667,64.53734749355,0.8345874664983691,0.5092370757531743,1.525310879840573,1.8223394881907917,2.1278751328935495,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.83877Co0.4547Fe0.3399Y0.0Zr0.2054O3,01251,31,3,9,0.28369001,13.751319,37.38599,19.148001,0.8900018752492951,2.1500045300966115,1.4900031394623028,137.32728935096623,1.750035,1.408075,0.8157699166666668,64.5160488665,0.8387682326971494,0.5085623288958764,1.5269105197497375,1.8264992481588846,2.1285756298426004,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.84132Co0.47332Fe0.32593Y0.0Zr0.20075O3,01251,32,3,10,0.26611,14.732335999999998,41.381989000000004,19.148001,0.8900042545082207,2.150010277744578,1.49000712271601,137.32765647061845,1.753291,1.4064465,0.8141678583333335,64.4090387074,0.8413159782182633,0.5076192454693607,1.528682589593403,1.8300981885555805,2.1321177776690026,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.83591Co0.48766Fe0.31364Y0.0Zr0.1987O3,01251,33,3,11,0.2471,15.897376000000001,45.37999,19.148001,0.8900009696232764,2.150002342348364,1.4900016233018896,137.32714961287152,1.7550329999999996,1.405422,0.8129455333333333,64.3807964737,0.8359090893068428,0.5071135241464272,1.5297912956737294,1.8328431145840884,2.133045211221806,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.85384Co0.4165Fe0.41729Y0.0Zr0.1662O3,01251,34,4,1,0.14366999,23.642363,5.4000001,6.650000099999999,0.8899983853100999,2.1499960993446234,1.4899972967551112,137.32675085334841,1.7677067,1.4040910000000002,0.8186825583333334,63.01066456749999,0.8538415490891299,0.5034762753968743,1.531237006251463,1.819993942204454,2.1794207662456495,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.83726Co0.42902Fe0.40169Y0.0Zr0.16929O3,01251,35,4,2,0.1578,22.237177,9.397999800000001,6.650000099999999,0.889997417058167,2.149993760309055,1.4899956757490662,137.32660145207518,1.766806,1.4039424999999999,0.8176604916666668,63.1592083289,0.837262429887815,0.5037323945346388,1.5313973045969156,1.8222669322226326,2.1742926342102065,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.82971Co0.44228Fe0.38134Y0.0Zr0.17637O3,01251,36,4,3,0.17342,20.894051,13.39599,6.650000099999999,0.8900044430890685,2.1500107333050527,1.4900074384300135,137.32768556864326,1.7639107,1.4043275,0.8165890166666667,63.450082664600004,0.8297058579134524,0.5045632089476346,1.5309895542920384,1.824672397030583,2.16434210644868,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.82288Co0.45396Fe0.36752Y0.0Zr0.17851O3,01251,37,4,4,0.18732999,19.992224,17.39397,6.650000099999999,0.8899947603689471,2.1499873424643106,1.4899912280334058,137.32619152492853,1.7634247,1.4040645,0.8156220000000001,63.5618638422,0.822884844508971,0.5046967757505875,1.5312596696692427,1.8268158877928815,2.1605123453562878,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.82412Co0.46932Fe0.35297Y0.0Zr0.1777O3,01251,38,4,5,0.20137,18.595793,21.391991,6.650000099999999,0.8900046656297395,2.150011270903303,1.490007810998103,137.3277199066688,1.7645977,1.403175,0.814323125,63.58064152739999,0.8241156797543548,0.5043668965621679,1.5322474181077221,1.8297500896810501,2.159898305642097,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.82084Co0.4882Fe0.33677Y0.0Zr0.17503O3,01251,39,4,6,0.2121,17.988398,25.389971,6.650000099999999,0.890001423981742,2.1500034399558934,1.4900023839694332,137.32721972038277,1.766895,1.4018445000000002,0.8127225583333335,63.545043169,0.8208386866749405,0.5037092888834604,1.533696098216238,1.8333469013398755,2.1611004237601477,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.81231Co0.49938Fe0.31802Y0.0Zr0.1826O3,01251,40,4,7,0.21936999,17.304197,29.387990999999996,6.650000099999999,0.889996869572028,2.14999243773018,1.4899947591711478,137.3265169749639,1.7636690000000002,1.402421,0.8118383500000002,63.8473882191,0.8123128571762811,0.5046280620524758,1.5330577891590185,1.8353342868948572,2.15085567014443,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.80765Co0.51182Fe0.30136Y0.0Zr0.18682O3,01251,41,4,8,0.22330999,17.061726,33.385979,6.650000099999999,0.8900039367340533,2.1500095100878815,1.4900065907120668,137.32760743806443,1.762181,1.4024320000000001,0.8108229666666666,64.0351047449,0.807646427540231,0.5050581845644989,1.5330579379876397,1.837647244795689,2.144567545960042,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.80967Co0.52805Fe0.29156Y0.0Zr0.18039O3,01251,42,4,9,0.22197001,16.682894,37.383990999999995,6.650000099999999,0.8900000873328323,2.150000210972572,1.490000146208899,137.32701347545603,1.7662075000000002,1.4006560000000001,0.8094087166666668,63.85773917975,0.8096699205496997,0.5039046019976884,1.5349951815239231,1.8408501360660727,2.1505148043043145,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
Ba0.80292Co0.5367Fe0.27955Y0.0Zr0.18375O3,01251,43,4,10,0.21683000000000002,16.879913000000002,41.381989000000004,6.650000099999999,0.8899949174683853,2.149987721974189,1.4899914910425778,137.32621576537187,1.7649599999999999,1.4007275,0.808705875,64.0033255065,0.8029245852692009,0.5042578401031103,1.5349079117631297,1.8424393059374988,2.145610633176012,22_May_2017,Pulsed Laser Deposition,BZF19/ BZC19,700.0,19.2,850,N,400.0,20,1.0,ITO/EXG,26,0,48,0,0,0,0,37.0,180,0,0,0,0,0,0
