FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant (A),PROPERTY: Film thickness ($\mu$m),PROPERTY: FWHM of 110 peak ($^{\circ}$),PROPERTY: FWHM of 111 peak ($^{\circ}$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Area of 110 peak,PROPERTY: Position of 110 peak ($^{\circ}$),PROPERTY: Position of 111 peak ($^{\circ}$),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.77603Co0.88712Fe0.0Y0.0Zr0.11288O3,01186,1,1,1,4.0104489,0.16502999999999998,0.51760691,,1759.1116,,5.821112599999999,31.510284000000002,,5.4000001,44.141998,0.889999482609032,2.1499987501229425,1.4899991338061322,137.32692016657364,1.8179159999999999,1.372576,0.7786806666666667,62.5781810684,0.7760304511361195,0.4895712907576764,1.5663968699168151,1.9134918813182282,2.1944856469457115,5_Oct_2016,Pulsed Laser Deposition,BZC19,600.0,18.3,850,N,200.0,10,1.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.77486Co0.89229Fe0.0Y0.0Zr0.10771O3,01186,2,1,2,4.0019827,0.16582,0.48296458,0.23290282,2191.8418,217.46309,6.5687819,31.578682,36.5224,9.397999800000001,44.141998,0.8900011910355139,2.1500028772206234,1.490001993980804,137.32718377677978,1.8207594999999999,1.371542,0.7782067500000001,62.41123760655,0.7748589630510749,0.4888076602294339,1.5675807793130823,1.9146608455668161,2.200359887789942,5_Oct_2016,Pulsed Laser Deposition,BZC19,600.0,18.3,850,N,200.0,10,1.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.77625Co0.89426Fe0.0Y0.0Zr0.10574O3,01186,3,1,3,3.9990861000000004,0.16319001,0.46644288,,2637.3667,,8.0890274,31.602152,,13.398,44.141998,0.8900012472251263,2.1500030129595746,1.490002088051054,137.327192446837,1.821843,1.371148,0.7780261666666668,62.347624720700004,0.7762489121829803,0.48851698374949226,1.5680313233579268,1.9151053677728327,2.2026050400801083,5_Oct_2016,Pulsed Laser Deposition,BZC19,600.0,18.3,850,N,200.0,10,1.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.77146Co0.89808Fe0.0Y0.0Zr0.10192O3,01186,4,1,4,3.9973519,0.15696999,0.45272303,,2923.0796,,8.8001213,31.616221999999997,,17.39398,44.141998,0.8900021808409115,2.15000526832355,1.4900036510707395,137.32733650375266,1.8239439999999998,1.370384,0.7776760000000001,62.224273845599996,0.771458109632127,0.4879547731952909,1.5689071591054407,1.9159696982686096,2.2069737100429556,5_Oct_2016,Pulsed Laser Deposition,BZC19,600.0,18.3,850,N,200.0,10,1.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.77104Co0.90124Fe0.0Y0.0Zr0.09876O3,01186,5,1,5,3.9958737,0.14782999,0.46304277,,2729.1459999999997,,8.9721584,31.628225,,21.392,44.141998,0.8900008597080591,2.1500020768228394,1.490001439286526,137.3271326529535,1.825682,1.369752,0.7773863333333335,62.1222349018,0.771039255203751,0.48748952978013643,1.5696287187920435,1.9166807742780732,2.2105954956391054,5_Oct_2016,Pulsed Laser Deposition,BZC19,600.0,18.3,850,N,200.0,10,1.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.77166Co0.90274Fe0.0Y0.0Zr0.09726O3,01186,6,1,6,3.9934702000000004,0.13688,0.43400651,,2647.3333,,8.5371361,31.647758000000003,,25.389999,44.141998,0.8899955929846672,2.1499893538393646,1.4899926219630946,137.32631999753417,1.8265069999999999,1.369452,0.7772488333333335,62.0737986943,0.7716638210497653,0.4872664561289211,1.5699632800852932,1.917008502377631,2.2123073323389875,5_Oct_2016,Pulsed Laser Deposition,BZC19,600.0,18.3,850,N,200.0,10,1.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.77205Co0.90685Fe0.0Y0.0Zr0.09315O3,01186,7,1,7,3.9920135,0.12354000000000001,0.47696546,,2160.9553,,8.3499479,31.659610999999998,,29.388,44.141998,0.8899999363619411,2.1499998462676104,1.489999893459879,137.3269901806475,1.8287674999999999,1.3686300000000002,0.7768720833333335,61.94108348575,0.7720500552042324,0.4866665316186673,1.5709138673473546,1.9179475301348459,2.217058250397583,5_Oct_2016,Pulsed Laser Deposition,BZC19,600.0,18.3,850,N,200.0,10,1.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.78609Co0.91058Fe0.0Y0.0Zr0.08942O3,01186,8,1,8,3.9910436000000002,0.11068,0.48207033,,1746.2526,,7.4671865,31.667507,,33.386002000000005,44.141998,0.889998086521834,2.1499953775527447,1.4899967965365535,137.32670475031898,1.8308189999999998,1.3678839999999999,0.7765301666666667,61.820638783099994,0.7860916900778487,0.48612019348817886,1.5717673264346574,1.9187880400480943,2.221373111852416,5_Oct_2016,Pulsed Laser Deposition,BZC19,600.0,18.3,850,N,200.0,10,1.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.79348Co0.92047Fe0.0Y0.0Zr0.07953O3,01186,9,1,9,3.9891919999999996,0.09729000199999999,0.51683652,0.22186577,1383.7041,241.20277000000002,6.1639175,31.68259,36.815059999999995,37.383998999999996,44.141998,0.8899994591968722,2.1499986935654776,1.489999094610494,137.32691655407737,1.8362585,1.365906,0.7756235833333335,61.50128272165,0.7934804821536253,0.48468092003215896,1.574045866674191,1.9210337677034623,2.2329114203293656,5_Oct_2016,Pulsed Laser Deposition,BZC19,600.0,18.3,850,N,200.0,10,1.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.8066Co0.9206Fe0.0Y0.0Zr0.0794O3,01186,10,1,10,3.9896152000000003,0.085510001,0.55796957,0.24083234,911.8009,230.10088,4.4223824,31.679142,36.814819,41.382011,44.141998,0.8899986265933161,2.1499966822198084,1.4899977007011695,137.32678808334867,1.8363299999999998,1.36588,0.7756116666666667,61.497084916999995,0.8066012447095964,0.4846615949166632,1.574074356619768,1.9210614857106363,2.2330617503039827,5_Oct_2016,Pulsed Laser Deposition,BZC19,600.0,18.3,850,N,200.0,10,1.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.81902Co0.92163Fe0.0Y0.0Zr0.07837O3,01186,11,1,11,3.9938078000000004,0.07436999700000001,0.5844149000000001,,697.8747599999999,,3.4508092000000006,31.645012,,45.380009,44.141998,0.8900006478084601,2.1500015649305495,1.4900010845332647,137.3270999568454,1.8368964999999997,1.365674,0.77551725,61.463825387849994,0.8190194038565182,0.48451322532786156,1.5743153673062162,1.9212997319315137,2.234275186913307,5_Oct_2016,Pulsed Laser Deposition,BZC19,600.0,18.3,850,N,200.0,10,1.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.86395Co0.86041Fe0.0Y0.0Zr0.13959O3,01186,12,2,1,4.0804915,0.19851001,0.74514592,0.64240015,2011.8478,756.9749099999999,7.7454238,30.955723,37.9925,5.4000001,31.643998999999997,0.8899995967906958,2.1499990259550517,1.4899993249641987,137.32693778480436,1.8032255,1.3779180000000002,0.7811290833333334,63.44066846995,0.863950391407681,0.4935597887178813,1.5603243632458907,1.907494365215393,2.164651494015265,5_Oct_2016,Pulsed Laser Deposition,BZC19,600.0,18.3,850,N,200.0,10,1.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.85649Co0.8586Fe0.0Y0.0Zr0.1414O3,01186,13,2,2,4.0795455,0.20242999,0.7074008,0.70484889,2042.5723,544.43872,8.255357700000001,30.963078999999997,38.0284,9.397999800000001,31.643998999999997,0.8900026754237548,2.150006463102329,1.4900044790802187,137.32741281788537,1.80223,1.3782800000000002,0.7812950000000001,63.499114827,0.8564874253181983,0.4938341251803348,1.559919945948812,1.9070958844997326,2.1626665693218983,5_Oct_2016,Pulsed Laser Deposition,BZC19,600.0,18.3,850,N,200.0,10,1.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.85049Co0.86002Fe0.0Y0.0Zr0.13998O3,01186,14,2,3,4.0606761,0.20265999,0.71772695,0.87006158,1655.0557,396.6069,6.6322803,31.110591999999997,38.255542999999996,13.395999999999999,31.643998999999997,0.8900031560638229,2.1500076241991226,1.4900052837472988,137.32748698064788,1.803011,1.377996,0.7811648333333334,63.4532618839,0.8504869840548289,0.4936204804428941,1.5602422824152775,1.9074146968306926,2.164230536042655,5_Oct_2016,Pulsed Laser Deposition,BZC19,600.0,18.3,850,N,200.0,10,1.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.85007Co0.86214Fe0.0Y0.0Zr0.13786O3,01186,15,2,4,4.042614899999999,0.19751,0.5793851,,1852.7045,,6.1224150999999996,31.253128000000004,,17.395981,31.643998999999997,0.8900009445161098,2.1500022816962203,1.4900015812685434,137.32714573883575,1.8041770000000001,1.3775720000000002,0.7809705000000001,63.3848053773,0.850069097860722,0.4933002385664542,1.5607186279165226,1.9078845888142295,2.1665625526716017,5_Oct_2016,Pulsed Laser Deposition,BZC19,600.0,18.3,850,N,200.0,10,1.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.84596Co0.86276Fe0.0Y0.0Zr0.13724O3,01186,16,2,5,4.031881299999999,0.18750999999999998,0.5132184000000001,,2282.7212,,6.8882837,31.338466999999998,,21.392,31.643998999999997,0.8899987931617205,2.149997084604156,1.4899979795628802,137.32681378485347,1.8045179999999998,1.377448,0.7809136666666667,63.3647850782,0.8459611471216802,0.4932058273520799,1.5608553532359524,1.9080188286663529,2.1672418460091856,5_Oct_2016,Pulsed Laser Deposition,BZC19,600.0,18.3,850,N,200.0,10,1.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.84098Co0.87295Fe0.0Y0.0Zr0.12705O3,01186,17,2,6,4.0234857,0.17361,0.50372142,,2377.8362,,7.4463739,31.405544,,25.389999,31.643998999999997,0.8900005641639034,2.1500013628678563,1.4900009444991191,137.3270870504903,1.8101225,1.37541,0.7799795833333334,63.03574177525,0.8409794669098217,0.49167974220744914,1.5631712455688531,1.9103076238629566,2.1785590711396945,5_Oct_2016,Pulsed Laser Deposition,BZC19,600.0,18.3,850,N,200.0,10,1.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.83216Co0.87822Fe0.0Y0.0Zr0.12178O3,01186,18,2,7,4.015888200000001,0.15847,0.48330525,,2364.9771,,7.372020200000001,31.466499,,29.388,31.643998999999997,0.8899983272715728,2.1499959591391926,1.489997199589487,137.3267418980037,1.813021,1.3743560000000001,0.7794965000000001,62.8655692329,0.8321615640228137,0.4908924536845259,1.5643661170316805,1.9114867091635264,2.1844507824186734,5_Oct_2016,Pulsed Laser Deposition,BZC19,600.0,18.3,850,N,200.0,10,1.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.82825Co0.88423Fe0.0Y0.0Zr0.11577O3,01186,19,2,8,4.008060899999999,0.14271,0.49309951,,2047.4294,,6.9499359,31.529545000000002,,33.388000000000005,31.643998999999997,0.8899993022341512,2.1499983143858707,1.4899988318302082,137.32689233472954,1.8163264999999997,1.3731540000000002,0.7789455833333334,62.67150149484999,0.8282506493539521,0.4899996240952006,1.5657372111109682,1.9128407217537229,2.1912175240609852,5_Oct_2016,Pulsed Laser Deposition,BZC19,600.0,18.3,850,N,200.0,10,1.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
