FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant (A),PROPERTY: Film thickness ($\mu$m),PROPERTY: FWHM of 110 peak ($^{\circ}$),PROPERTY: FWHM of 111 peak ($^{\circ}$),PROPERTY: FWHM of 200 peak ($^{\circ}$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Max intensity of 200 peak (counts),PROPERTY: Area of 110 peak,PROPERTY: Position of 110 peak ($^{\circ}$),PROPERTY: Position of 111 peak ($^{\circ}$),PROPERTY: Position of 200 peak ($^{\circ}$),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.93613Co0.87905Fe0.0Y0.0Zr0.12095O3,01140,1,1,1,4.0991054,0.31068999,0.54101235,0.44274294,0.57108366,4174.0913,1926.556,1712.9536,8.3656073,30.811657,37.889252,44.088844,5.4000001,44.14201,0.8899994131304554,2.149998582281437,1.4899990174880657,137.32690944602925,1.8134774999999999,1.37419,0.7794204166666667,62.83876786475,0.9361306172882574,0.4907694819100074,1.5645569988731085,1.9116756318243724,2.185385139021226,28_June_2016,Pulsed Laser Deposition,BZC19,650.0,18.1,850,N,200.0,10,50.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.92792Co0.88134Fe0.0Y0.0Zr0.11866O3,01140,2,1,2,4.0901694,0.31546,0.50654036,0.47640374,0.78451622,5210.8438,2039.9657,965.2860699999999,9.969107600000001,30.880646000000002,38.01553,44.135906,9.397999800000001,44.14201,0.8900010633239505,2.150002568703925,1.4900017801715575,137.32716407088554,1.814737,1.3737320000000002,0.7792105000000001,62.764821921300005,0.9279188913726054,0.49042977760631457,1.5650815215077793,1.91219417624834,2.187963892307036,28_June_2016,Pulsed Laser Deposition,BZC19,650.0,18.1,850,N,200.0,10,50.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.92343Co0.87899Fe0.0Y0.0Zr0.12101O3,01140,3,1,3,4.0846763,0.31389001,0.50541604,0.47980583,0.75353765,5545.4653,1952.608,752.65771,10.787058,30.923212,38.056389,44.215134,13.39599,44.14201,0.8900013209838933,2.1500031911408657,1.4900022115348326,137.3272038278147,1.8134445,1.3742020000000001,0.7794259166666667,62.84070531305,0.9234286293996112,0.4907794647059192,1.5645466904726273,1.91166624007969,2.1853224457570857,28_June_2016,Pulsed Laser Deposition,BZC19,650.0,18.1,850,N,200.0,10,50.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.91563Co0.87689Fe0.0Y0.0Zr0.12311O3,01140,4,1,4,4.0807619,0.30515999,0.52569878,0.50615895,0.77770126,5060.5444,1363.866,995.82074,10.518281,30.953616999999998,38.102352,44.271595,17.393998999999997,44.14201,0.8899989300550754,2.1499974153015864,1.48999820874389,137.32683490749812,1.8122894999999999,1.374622,0.7796184166666668,62.90851600354999,0.9156311007582575,0.4910909267283596,1.5640644593943545,1.9111890854432612,2.182960966679752,28_June_2016,Pulsed Laser Deposition,BZC19,650.0,18.1,850,N,200.0,10,50.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.92706Co0.88523Fe0.0Y0.0Zr0.11477O3,01140,5,1,5,4.0825949,0.29185,0.53323418,0.50859058,0.82450759,4753.4243,1454.3837,868.6801800000001,10.358377,30.939373,38.085484,44.254523999999996,21.391991,44.14201,0.8900016822997359,2.1500040639825078,1.4900028164343893,137.32725957884924,1.8168764999999998,1.372954,0.7788539166666667,62.639210689849996,0.9270582476518593,0.4898526026946443,1.5659694818489969,1.9130709681878373,2.1923529697525646,28_June_2016,Pulsed Laser Deposition,BZC19,650.0,18.1,850,N,200.0,10,50.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.93221Co0.88595Fe0.0Y0.0Zr0.11405O3,01140,6,1,6,4.0844316,0.27474999,0.54524499,0.51372111,0.77873534,4216.3301,1433.0145,756.80078,9.873204199999998,30.925112,38.052181,44.25053,25.389999,44.14201,0.8899963496815505,2.1499911818149813,1.489993888792708,137.32643675586323,1.8172725,1.37281,0.7787879166666668,62.61596131025,0.9322138234576614,0.489742925005221,1.5661243593905794,1.9132216318533974,2.1931538521853438,28_June_2016,Pulsed Laser Deposition,BZC19,650.0,18.1,850,N,200.0,10,50.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.92189Co0.88362Fe0.0Y0.0Zr0.11638O3,01140,7,1,7,4.0881281000000005,0.25299001,0.55031568,0.5394184,0.77444875,3761.6697,1242.6099,684.26373,9.712365199999999,30.89645,38.0275,44.177029,29.38802,44.14201,0.8899961694974197,2.1499907465387103,1.4899935871361294,137.32640895345185,1.8159909999999997,1.373276,0.7790015000000001,62.69119888589999,0.9218939677721599,0.49008842527161195,1.5655926023164393,1.9126966856111691,2.1905213394210303,28_June_2016,Pulsed Laser Deposition,BZC19,650.0,18.1,850,N,200.0,10,50.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.9287Co0.88964Fe0.0Y0.0Zr0.11036O3,01140,8,1,8,4.0918717000000004,0.22925,0.5625781999999999,0.56409436,0.72090447,3141.9326,1045.6667,756.68896,9.2650175,30.867479,37.981761999999996,44.11356,33.386009,44.14201,0.8899973301944218,2.1499935504696706,1.4899955303254928,137.3265880489993,1.819302,1.372072,0.7784496666666668,62.496808239799996,0.9287027859054812,0.4891971372506719,1.5669684611810974,1.9140550688468736,2.1973376227803145,28_June_2016,Pulsed Laser Deposition,BZC19,650.0,18.1,850,N,200.0,10,50.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.93227Co0.89015Fe0.0Y0.0Zr0.10985O3,01140,9,1,9,4.0983377,0.20656,0.61209399,0.64368904,0.66369861,2303.7874,671.06146,1066.5215,7.6717458,30.817567999999998,37.908726,44.039253,37.384009999999996,44.14201,0.8900042108947073,2.1500101723860903,1.4900070497001279,137.32764974105334,1.8195824999999999,1.3719700000000001,0.7784029166666667,62.48033992925,0.9322655891323202,0.48912550593045784,1.5670970738325838,1.9141848235625116,2.1979337803948753,28_June_2016,Pulsed Laser Deposition,BZC19,650.0,18.1,850,N,200.0,10,50.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
Ba0.94609Co0.88703Fe0.0Y0.0Zr0.11297O3,01140,10,1,10,4.0958023,0.18347999,0.63334006,0.53125405,,2021.9868,1579.2939,,7.516538099999999,30.837118,37.907166,,41.381989000000004,44.14201,0.8899966522750022,2.1499919127991625,1.4899943953817452,137.32648344603282,1.8178664999999998,1.372594,0.7786889166666667,62.581087240849996,0.9460935587202886,0.4895830646942459,1.5663713470983862,1.9134655232540916,2.1943767598270894,28_June_2016,Pulsed Laser Deposition,BZC19,650.0,18.1,850,N,200.0,10,50.0,SiO2,103,0,0,0,0,0,0,103.0,0,0,0,0,0,0,0
