FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant (A),PROPERTY: Film thickness ($\mu$m),PROPERTY: FWHM of 110 peak ($^{\circ}$),PROPERTY: FWHM of 111 peak ($^{\circ}$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Area of 110 peak,PROPERTY: Position of 110 peak ($^{\circ}$),PROPERTY: Position of 111 peak ($^{\circ}$),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba1.0Co0.63621Fe0.17584Y0.04026Zr0.14372O3,01233,1,1,1,4.0886245,0.12728,0.44038031,0.56055421,3321.647,471.47017999999997,13.369964000000001,30.892605,38.112465,5.4000001,44.14201,0.89,2.15,1.49,137.327,1.7651190689840446,1.4058626255082451,0.8073929226140246,64.25828568199047,1.003977113018267,0.5042152768267697,1.529310162308878,1.8454459511187673,2.1371096122859736,10_Mar_2017,Pulsed Laser Deposition,BZYCF1135/ BZC19,600.0,18.8,850,N,375.0,20,50.0,SiO2,40,0,0,0,90,0,0,65.0,0,0,0,0,180,0,0
Ba0.98654Co0.6241Fe0.18533Y0.04644Zr0.14412O3,01233,2,1,2,4.0773487,0.1327,0.52230787,0.47524357,2235.7893,685.96252,9.904707,30.980180999999998,38.187346999999995,9.397999800000001,44.14201,0.8899975545510314,2.1499940924547385,1.489995905933749,137.32662266722414,1.7607983,1.4089749999999999,0.8097514583333335,64.4059514035,0.9865427107189375,0.5054511664118664,1.5259277790271217,1.8400657270818936,2.1322039295232185,10_Mar_2017,Pulsed Laser Deposition,BZYCF1135/ BZC19,600.0,18.8,850,N,375.0,20,50.0,SiO2,40,0,0,0,90,0,0,65.0,0,0,0,0,180,0,0
Ba0.97292Co0.60111Fe0.19288Y0.0569Zr0.14911O3,01233,3,1,3,4.0738167999999995,0.13849001,0.56629425,0.46168986,1827.7179999999998,946.8915400000001,8.1482096,31.007715,38.20536,13.39599,44.14201,0.8900003133717187,2.1500007570215676,1.4900005246335515,137.3270483532562,1.7507915,1.4150710000000002,0.81369365,64.85786995145,0.9729196574320166,0.5083416919557346,1.5193589275884867,1.8311566332532536,2.1173536604895244,10_Mar_2017,Pulsed Laser Deposition,BZYCF1135/ BZC19,600.0,18.8,850,N,375.0,20,50.0,SiO2,40,0,0,0,90,0,0,65.0,0,0,0,0,180,0,0
Ba0.99112Co0.58802Fe0.20702Y0.05717Zr0.1478O3,01233,4,1,4,4.0854545,0.14222001,0.59156311,0.46107176,1059.2692,527.2054400000001,5.086833,30.917177000000002,38.106468,17.393998999999997,44.14201,0.8900016420508184,2.150003966751977,1.49000274905137,137.3272533684413,1.7506456000000001,1.415651,0.8148447166666667,64.7805838684,0.9911181713860624,0.5083848164647479,1.5187387051978045,1.8285726330123513,2.119882921207038,10_Mar_2017,Pulsed Laser Deposition,BZYCF1135/ BZC19,600.0,18.8,850,N,375.0,20,50.0,SiO2,40,0,0,0,90,0,0,65.0,0,0,0,0,180,0,0
Ba0.99017Co0.5699Fe0.21334Y0.06185Zr0.1549O3,01233,5,1,5,4.0946937000000005,0.14437,0.63651615,,325.30392,,,30.845678000000003,,21.391991,44.14201,0.8899984041138016,2.149996144769296,1.4899973282354655,137.32675375475958,1.7432982,1.419466,0.8172835166666668,65.12942455299999,0.9901717755072703,0.5105256255721492,1.5146513863447917,1.8231094814104374,2.108520913508271,10_Mar_2017,Pulsed Laser Deposition,BZYCF1135/ BZC19,600.0,18.8,850,N,375.0,20,50.0,SiO2,40,0,0,0,90,0,0,65.0,0,0,0,0,180,0,0
Ba0.96926Co0.54344Fe0.22428Y0.06966Zr0.16262O3,01233,6,1,6,,0.14500999,,,,,,,,25.389999,44.14201,0.8899958257112669,2.149989916044072,1.4899930115840312,137.32635590724848,1.7333694,1.4250850000000002,0.8210413666666668,65.5796004818,0.9692645460562629,0.5134484465407472,1.5086748622321275,1.81475997687331,2.094040751976829,10_Mar_2017,Pulsed Laser Deposition,BZYCF1135/ BZC19,600.0,18.8,850,N,375.0,20,50.0,SiO2,40,0,0,0,90,0,0,65.0,0,0,0,0,180,0,0
Ba0.98369Co0.52841Fe0.23821Y0.0713Zr0.16208O3,01233,7,1,7,,0.14203,,,,,,,,29.38802,44.14201,0.8900023767763117,2.1500057416506406,1.4900039790974207,137.32736673658488,1.7318875,1.4264115000000004,0.8226098416666667,65.56830004495,0.9836873730282625,0.5138915644210791,1.507282955620198,1.8113130959855348,2.094417068041124,10_Mar_2017,Pulsed Laser Deposition,BZYCF1135/ BZC19,600.0,18.8,850,N,375.0,20,50.0,SiO2,40,0,0,0,90,0,0,65.0,0,0,0,0,180,0,0
Ba0.9677Co0.50764Fe0.24785Y0.0785Zr0.16602O3,01233,8,1,8,,0.13789999,,,,,,,,33.386009,44.14201,0.8900023432419033,2.150005660640553,1.490003922955546,137.3273615622257,1.7245052999999997,1.4309349999999998,0.8257460583333334,65.88214806479999,0.9676974521918879,0.5160913934227419,1.5025180463407166,1.804433588169873,2.084439648615495,10_Mar_2017,Pulsed Laser Deposition,BZYCF1135/ BZC19,600.0,18.8,850,N,375.0,20,50.0,SiO2,40,0,0,0,90,0,0,65.0,0,0,0,0,180,0,0
Ba0.96419Co0.49053Fe0.2597Y0.08634Zr0.16343O3,01233,9,1,9,4.092021,0.13246,0.55460352,0.46035355,1040.0166,421.17838,4.7142944,30.866327000000002,38.071384,37.384009999999996,44.14201,0.8899985437929747,2.149996482196512,1.4899975620803734,137.32677530725599,1.7201441,1.4345240000000001,0.8286282,65.99631605235,0.9641915775983697,0.5173976667379057,1.4987525354727502,1.798149715494082,2.0808248629866677,10_Mar_2017,Pulsed Laser Deposition,BZYCF1135/ BZC19,600.0,18.8,850,N,375.0,20,50.0,SiO2,40,0,0,0,90,0,0,65.0,0,0,0,0,180,0,0
Ba0.95287Co0.47304Fe0.2751Y0.08428Zr0.16759O3,01233,10,1,10,4.0846057,0.12615,0.5767327,0.46576586,1682.2172,820.39368,8.3778133,30.923759000000004,38.132647999999996,41.381989000000004,44.14201,0.89000104565247,2.1500025260143936,1.4900017505867194,137.3271613441761,1.7184645,1.4352125,0.8297537500000002,66.0219332608,0.952868880483485,0.517904818896445,1.4980377651493375,1.7957155970511962,2.0800233280310954,10_Mar_2017,Pulsed Laser Deposition,BZYCF1135/ BZC19,600.0,18.8,850,N,375.0,20,50.0,SiO2,40,0,0,0,90,0,0,65.0,0,0,0,0,180,0,0
