FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant (A),PROPERTY: Film thickness ($\mu$m),PROPERTY: FWHM of 110 peak ($^{\circ}$),PROPERTY: FWHM of 111 peak ($^{\circ}$),PROPERTY: FWHM of 200 peak ($^{\circ}$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Max intensity of 200 peak (counts),PROPERTY: Area of 110 peak,PROPERTY: Position of 110 peak ($^{\circ}$),PROPERTY: Position of 111 peak ($^{\circ}$),PROPERTY: Position of 200 peak ($^{\circ}$),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.92679Co0.17633Fe0.34581Y0.05656Zr0.4213O3,01129,1,1,1,4.1280756,0.15488,0.51966757,0.43904525,,2364.4192,737.63782,,10.239567999999998,30.590115,37.697742,,5.4000001,44.141998,0.8899986458928553,2.1499967288422908,1.489997733011634,137.32679106126756,1.5936649,1.4770025,0.8514236416666666,73.16463580035,0.9267914100841237,0.5584603425054133,1.4556486727966207,1.7500074699534476,1.8769558483965094,9_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,600.0,19.9,850,N,344.0,10,50.0,SiO2,8,22,32,0,0,21,0,20.75,0,90,270,0,0,180,0
Ba0.91509Co0.1641Fe0.34717Y0.05624Zr0.43249O3,01129,2,1,2,4.1281066,0.16942000000000002,0.51657355,0.42358786,,2568.8518,804.48047,,9.935049099999999,30.589879999999997,37.697967999999996,,9.397999800000001,44.141998,0.889997421325003,2.14999377061658,1.4899956828924208,137.32660211044796,1.5876535999999999,1.4791645,0.8524769249999999,73.51217871349999,0.9150926513781348,0.560574058047047,1.453519044444739,1.7478428321006119,1.8680796095794248,9_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,600.0,19.9,850,N,344.0,10,50.0,SiO2,8,22,32,0,0,21,0,20.75,0,90,270,0,0,180,0
Ba0.90043Co0.15253Fe0.34876Y0.06204Zr0.43667O3,01129,3,1,3,4.1277913999999996,0.18381,0.4963648,0.41954678,0.89691079,2743.2971,767.7689799999999,233.58713999999998,9.296092999999999,30.592271999999998,37.713795000000005,43.828487,13.39599,44.141998,0.8900012499609526,2.1500030195685933,1.4900020926312578,137.32719286897498,1.5814471,1.4826899999999998,0.8545695833333333,73.81608544734999,0.9004287353924045,0.5627764912028689,1.4500691443043343,1.74357023897265,1.8603965793732704,9_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,600.0,19.9,850,N,344.0,10,50.0,SiO2,8,22,32,0,0,21,0,20.75,0,90,270,0,0,180,0
Ba0.90981Co0.13971Fe0.35349Y0.06164Zr0.44516O3,01129,4,1,4,4.129046,0.19674,0.50435716,0.37888846,0.79391724,2964.377,922.28735,243.9382,9.361865,30.582752000000003,37.710471999999996,43.831715,17.393998999999997,44.141998,0.8899984140046798,2.1499961686629905,1.4899973447943515,137.3267552809221,1.5768051,1.4844445,0.8556372750000001,74.06363815745001,0.9098116212999704,0.5644314658829298,1.448350658217933,1.7413890071518348,1.8541724211411628,9_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,600.0,19.9,850,N,344.0,10,50.0,SiO2,8,22,32,0,0,21,0,20.75,0,90,270,0,0,180,0
Ba0.90492Co0.13196Fe0.34982Y0.06304Zr0.45518O3,01129,5,1,5,4.1303902,0.20589000000000002,0.53327519,0.41835824,,2982.6514,995.5961900000001,,10.064013000000001,30.572556,37.674877,,21.391991,44.141998,0.8900013004463156,2.1500031415276166,1.4900021771516971,137.3272006588665,1.5705536,1.486895,0.8566272166666666,74.4404874162,0.9049186777548758,0.5666799913395606,1.4459683713561593,1.7393822518850592,1.8447917984612883,9_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,600.0,19.9,850,N,344.0,10,50.0,SiO2,8,22,32,0,0,21,0,20.75,0,90,270,0,0,180,0
Ba0.89373Co0.12432Fe0.34836Y0.06824Zr0.45908O3,01129,6,1,6,4.1319032,0.2119,0.51032788,0.43462151,,3177.8894,918.34686,,9.563279199999998,30.561087,37.669959999999996,,25.389999,44.141998,0.8900046278666066,2.1500111796777577,1.4900077477766784,137.3277140798174,1.5650496,1.489942,0.8582744999999999,74.72678812640001,0.8937253527621173,0.5686750297668564,1.4430166943933103,1.7360503519289907,1.8377307191034122,9_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,600.0,19.9,850,N,344.0,10,50.0,SiO2,8,22,32,0,0,21,0,20.75,0,90,270,0,0,180,0
Ba0.89305Co0.11672Fe0.34313Y0.07321Zr0.46694O3,01129,7,1,7,4.1337566,0.21144000000000002,0.53579313,0.41261703,,3068.7932,895.1903699999999,,9.5886097,30.547048999999998,37.643035999999995,,29.38802,44.141998,0.890000834666912,2.1500020163301805,1.4900013973637067,137.32712878910453,1.5577079,1.4934890000000003,0.8599049916666667,75.1457092089,0.893049162473498,0.5713528413555019,1.4395834293591583,1.732751189728284,1.8274779789135316,9_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,600.0,19.9,850,N,344.0,10,50.0,SiO2,8,22,32,0,0,21,0,20.75,0,90,270,0,0,180,0
Ba0.88203Co0.11176Fe0.33394Y0.07787Zr0.47643O3,01129,8,1,8,4.1358147,0.20646,0.52432251,0.37836936,0.70778972,3030.0186,951.9191300000001,215.11182999999997,9.5999088,30.531481,37.623333,43.761520000000004,33.386009,44.141998,0.8900037519760127,2.150009063762278,1.4900062813980437,137.32757892989875,1.5498723,1.4970245000000002,0.8612673833333334,75.6202020327,0.8820262816388188,0.5742432792534021,1.4361882946887494,1.73001591634798,1.8160170858908176,9_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,600.0,19.9,850,N,344.0,10,50.0,SiO2,8,22,32,0,0,21,0,20.75,0,90,270,0,0,180,0
Ba0.87291Co0.10728Fe0.32726Y0.08556Zr0.4799O3,01129,9,1,9,4.137188,0.19758999,0.53579807,0.38640133,,2831.6333,880.03595,,9.5861063,30.521099,37.603752,,37.384009999999996,44.141998,0.8899991179767831,2.149997869269757,1.4899985233543898,137.32686390381764,1.5432223999999999,1.500845,0.86311235,75.9833699856,0.8729108650872464,0.5767147482934302,1.432524923806094,1.72630889055682,1.807327892009043,9_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,600.0,19.9,850,N,344.0,10,50.0,SiO2,8,22,32,0,0,21,0,20.75,0,90,270,0,0,180,0
Ba0.86581Co0.10156Fe0.32002Y0.09044Zr0.48799O3,01129,10,1,10,4.1421695,0.18652,0.50525582,0.44357941,,2922.324,835.0224,,10.123107000000001,30.483501,37.554882,,41.381989000000004,44.141998,0.8900005504193179,2.1500013296646445,1.490000921488521,137.32708492970076,1.5359329000000002,1.5043105,0.8645779833333334,76.4138170182,0.8658094645412865,0.5794527550124864,1.4292270975072263,1.7233852240186636,1.7971499172328038,9_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631/ BZF19/ BZC19,600.0,19.9,850,N,344.0,10,50.0,SiO2,8,22,32,0,0,21,0,20.75,0,90,270,0,0,180,0
