FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant (A),PROPERTY: Film thickness ($\mu$m),PROPERTY: FWHM of 110 peak ($^{\circ}$),PROPERTY: FWHM of 111 peak ($^{\circ}$),PROPERTY: FWHM of 200 peak ($^{\circ}$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Max intensity of 200 peak (counts),PROPERTY: Area of 110 peak,PROPERTY: Position of 110 peak ($^{\circ}$),PROPERTY: Position of 111 peak ($^{\circ}$),PROPERTY: Position of 200 peak ($^{\circ}$),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.88624Co0.0Fe0.47316Y0.14041Zr0.38642O3,01130,1,1,1,4.1374264,0.15266,0.52582318,0.46530217,,2309.845,678.85907,,10.144281,30.519295,37.614277,,5.4000001,44.14201,0.8899965504536373,2.1499916668262027,1.4899942249167637,137.32646773499624,1.5511216,1.514113,0.8817165,74.1576686785,0.8862434349863119,0.5737761310613154,1.4199677744172348,1.6898790313176215,1.8518174880922371,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.87457Co0.0Fe0.485Y0.13622Zr0.37878O3,01130,2,1,2,4.1245297999999995,0.16050999999999999,0.53289717,0.50631237,,2321.6619,583.35596,,9.811146699999998,30.61706,37.750336,,9.397999800000001,44.14201,0.8900003593859128,2.1500008681794522,1.4900006016685505,137.32705545324634,1.5575158,1.5113050000000001,0.8808821,73.749406607,0.8745696468449315,0.571423005394817,1.4226121584851847,1.691486978414649,1.8620767511397416,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.88219Co0.0Fe0.5034Y0.12827Zr0.36834O3,01130,3,1,3,4.1180387000000005,0.16863,0.50999773,0.39931795,,2479.7029,642.3623,,9.398675,30.666503999999996,37.772602,,13.398,44.14201,0.8900042376722307,2.1500102370733662,1.4900070945299144,137.3276538728252,1.5676036,1.506573,0.8793217,73.1177745395,0.8821857995345338,0.5677482736530017,1.4270866642860096,1.6944959899544325,1.8781705917298872,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.87369Co0.0Fe0.52273Y0.12343Zr0.35384O3,01130,4,1,4,4.1143847000000004,0.17354,0.46613204,0.57486326,0.72575092,2720.0093,472.40407999999996,359.0108,9.3996286,30.694408000000003,37.833057000000004,43.947990000000004,17.393998999999997,44.14201,0.8900038656645622,2.150009338403156,1.4900064717305592,137.32759647204196,1.5777877,1.502448,0.878296925,72.4442060755,0.873686205193481,0.5640834097417303,1.431004160146079,1.6964723766174625,1.8956325689996754,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.8767Co0.0Fe0.54167Y0.11692Zr0.3414O3,01130,5,1,5,4.1107678,0.17692,0.46663034,0.5540415,0.78233594,2733.4221,524.63733,298.93018,9.1915951,30.722082,37.883133,44.004139,21.391991,44.14201,0.8900019957938708,2.1500048212998,1.490003341272885,137.32730795099428,1.5879604999999999,1.497964,0.8769744749999999,71.788306732,0.8766980340353225,0.5604685984279023,1.4352847073092545,1.699027034136752,1.9129481415916996,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.88349Co0.0Fe0.56298Y0.10918Zr0.32784O3,01130,6,1,6,4.1060638,0.17848,0.47937694,0.49175301,0.80930948,2645.9976,608.68481,292.04227000000003,9.1029739,30.758146000000004,37.894966,44.000278,25.389999,44.14201,0.8900039863417925,2.150009629926802,1.4900066737632256,137.32761509253857,1.5994802000000001,1.492848,0.8754300500000001,71.053234963,0.8834860428344543,0.5564332627198464,1.4402066586328965,1.7020282474461843,1.9327426142391695,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.89268Co0.0Fe0.58332Y0.10015Zr0.31653O3,01130,7,1,7,4.102732700000001,0.17809001,0.46608517,0.54072803,,2670.8662,543.9904799999999,,9.005579,30.783737,37.938961,,29.38802,44.14201,0.890002433961825,2.15000587979542,1.4900040748349654,137.3273755603096,1.6106434999999997,1.4875395,0.8736520999999999,70.35455899749999,0.892677558715618,0.5525756841671202,1.4453437235081286,1.7054890325736818,1.9519328600324173,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.89086Co0.0Fe0.60582Y0.09054Zr0.30365O3,01130,8,1,8,4.1004996,0.17382,0.45975482,0.50902551,0.86697531,2601.3137,564.47577,340.48422,8.9286814,30.800919,37.953876,44.091339000000005,33.386009,44.14201,0.8900040653236696,2.150009820725719,1.490006805991312,137.32762727944223,1.6229639,1.4817775,0.8717621499999999,69.58172115900001,0.8908559307666275,0.5483819235435056,1.450966707704577,1.7091896063522742,1.9736164181055136,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.89276Co0.0Fe0.62289Y0.08613Zr0.29099O3,01130,9,1,9,4.095868100000001,0.16866,0.49336749,0.47568101,,2427.2002,629.92651,,8.6966562,30.836613,38.011215,,37.384009999999996,44.14201,0.8900049749383718,2.1500120181095497,1.490008328829409,137.32776763299077,1.631984,1.4781145,0.8708403250000001,68.98802467050001,0.8927550096616246,0.5453515322076514,1.454563917822029,1.7110006117704861,1.9906029820232487,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.90568Co0.0Fe0.64555Y0.07561Zr0.27884O3,01130,10,1,10,4.0917330000000005,0.16064,0.51505786,0.45294118,,2179.554,659.99585,,8.9287271,30.868553000000002,38.060734000000004,,41.381989000000004,44.14201,0.8900049002136646,2.150011837594808,1.4900082037284947,137.32775610296846,1.6444579,1.4720699999999998,0.8687681749999999,68.2098112285,0.9056750134819362,0.5412147676226097,1.4605364130746556,1.7150814758246582,2.0133138272869022,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.89845Co0.0Fe0.66946Y0.07072Zr0.25982O3,01130,11,1,11,4.0907073,0.1517,0.51141143,0.49933195,,2122.885,591.92169,,9.0328197,30.876484,38.080421,,45.37999,44.14201,0.8899970513275736,2.1499928768025653,1.489995063458522,137.3265450198446,1.6569508000000002,1.4672610000000001,0.8677086500000001,67.375235092,0.898452976678111,0.5371294375955964,1.4653104504260421,1.7171605509044099,2.0382347435571395,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.85288Co0.0Fe0.42214Y0.16235Zr0.41552O3,01130,12,2,1,4.135366,0.18545,0.51969659,0.39316079,,2655.1931,873.2742900000001,,9.454068199999998,30.534874,37.622005,,5.4000001,31.64201,0.8899960542884511,2.14999046822491,1.4899933942581933,137.326391176708,1.5232248000000002,1.527282,0.88606555,75.91366952749999,0.852883781161107,0.584284115048843,1.4077233073033728,1.6815837093070523,1.808981070622084,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.84397Co0.0Fe0.43956Y0.15492Zr0.40552O3,01130,13,2,2,4.1286983,0.19533999,0.49064222,0.42575273,0.86193913,2923.1890000000003,751.53754,207.08202,9.163572300000002,30.585388000000002,37.682666999999995,43.82935,9.397999800000001,31.64201,0.8899984759402844,2.1499963182827093,1.4899974484842962,137.32676483758587,1.5327388000000002,1.522796,0.8845889,75.31367896200001,0.843971445239192,0.5806589328464081,1.411874156671484,1.6843953710975756,1.8233973792048448,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.84761Co0.0Fe0.45456Y0.14891Zr0.39653O3,01130,14,2,3,4.1361637,0.20546,0.52158284,,0.76805425,1724.4884,,468.26608,5.7130160000000005,30.528840999999996,,43.735786,13.39599,31.64201,0.8899992515703037,2.149998191995677,1.489998747010958,137.32688451729786,1.5408998999999999,1.5190435,0.8833946,74.79692604350001,0.8476107127831779,0.5775840802963929,1.4153631492420573,1.6866740491858994,1.8359963675169217,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.85285Co0.0Fe0.47907Y0.14006Zr0.38087O3,01130,15,2,4,,0.21213999,,,,,,,,,,,17.393998999999997,31.64201,0.8899954651734074,2.149989045081827,1.4899924079869404,137.32630027625677,1.5541284,1.5131544999999997,0.8816177749999999,73.950302381,0.8528543455579392,0.5726653378018235,1.4208655131262717,1.690066205830458,1.857007961491986,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.84888Co0.0Fe0.49933Y0.13294Zr0.36773O3,01130,16,2,5,,0.21479,,,,,,,,,,,21.391991,31.64201,0.8899988676816591,2.1499972646242327,1.4899981043209798,137.32682528328,1.5650416,1.5083354999999998,0.880184225,73.250029069,0.848881080004063,0.5686742561230699,1.4254105035810885,1.6928252768004104,1.874768201851783,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.85311Co0.0Fe0.52481Y0.12306Zr0.35213O3,01130,17,2,6,,0.21562999,,,,,,,,,,,25.389999,31.64201,0.8899964565962729,2.14999144009212,1.4899940677847714,137.3264532528049,1.5788684000000002,1.5020435,0.878214725,72.371475471,0.8531133965451562,0.5636926146576072,1.431377613292904,1.6966170406500203,1.8975218117230874,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.86216Co0.0Fe0.5493Y0.11451Zr0.33619O3,01130,18,2,7,,0.21393999,,,,,,,,,,,29.38802,31.64201,0.8900038367225408,2.150009268487037,1.4900064232770627,137.32759200628806,1.5920539000000002,1.4962325,0.87649205,71.5248639435,0.8621562833096114,0.5590287092180363,1.4369486483464546,1.6999657022297723,1.919997948052973,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.86632Co0.0Fe0.56824Y0.10553Zr0.32623O3,01130,19,2,8,,0.20931,,,,,,,,,,,33.386009,31.64201,0.8899982251705917,2.149995712490755,1.489997028656384,137.3267261438223,1.6025117,1.4911465000000002,0.8747336000000001,70.8756026705,0.866321727610426,0.5553770528917772,1.4418406994153523,1.7033723509150487,1.9375740165801896,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.8763Co0.0Fe0.59393Y0.09695Zr0.30912O3,01130,20,2,9,,0.20112,,,,,,,,,,,37.384009999999996,31.64201,0.8899984240561505,2.149996192944633,1.4899973616220945,137.326756831864,1.6163005,1.485148,0.872996525,69.98660588749999,0.8763015516876862,0.5506392060487209,1.4476646051064495,1.706762076311924,1.9621862653635465,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.87212Co0.0Fe0.61198Y0.08849Zr0.29954O3,01130,21,2,10,,0.18929,,,,,,,,,,,41.381989000000004,31.64201,0.8899979056360108,2.1499949405813745,1.4899964937052317,137.32667683963646,1.6262694,1.4803409999999997,0.87134695,69.36853872649999,0.8721220522932814,0.5472635134351116,1.452364651510277,1.7099922065547275,1.979668007438872,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.87873Co0.0Fe0.63811Y0.08148Zr0.28041O3,01130,22,2,11,,0.17632,,,,,,,,,,,45.37999,31.64201,0.8900024273444223,2.150005863809559,1.4900040637563923,137.32737453924435,1.6400922,1.4746534999999998,0.869880575,68.459423448,0.8787276033993857,0.542653899179828,1.4579735943457628,1.7128834768570298,2.005967442065221,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.83733Co0.0Fe0.38937Y0.17463Zr0.43599O3,01130,23,3,1,4.138991799999999,0.18988,0.50525278,0.40413782,,2748.0447,777.60657,,9.0524597,30.507472999999997,37.617081,,5.4000001,19.14801,0.8900042622566894,2.150010296462789,1.4900071356881652,137.32765766620716,1.5054624,1.5352365,0.8885045250000001,77.04274799550001,0.8373259900019078,0.5911833216536589,1.4004424051035713,1.6769831708939975,1.7824864927485236,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.83252Co0.0Fe0.41116Y0.16461Zr0.42423O3,01130,24,3,2,4.1333466,0.19916999,0.45813888,0.45954153,0.87061083,3279.4824,612.69598,239.92761000000002,10.029448,30.550156,37.64497,43.791359,9.397999800000001,19.14801,0.8899967642587684,2.1499921833217437,1.4899945828601853,137.32650072512797,1.5174729,1.5294785000000002,0.8865461,76.2959796885,0.8325230267742517,0.5864992806519104,1.4057027825639545,1.6806735519565033,1.7999179155415843,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.84155Co0.0Fe0.4295Y0.1571Zr0.41341O3,01130,25,3,3,4.1449962,0.20815999999999998,0.61736923,,0.65826255,1251.6987,,475.04437,5.3488903,30.462206,,43.629818,13.39599,19.14801,0.8899949004820404,2.1499876809397604,1.4899914626047643,137.32621314437884,1.5274823,1.5248655,0.88506535,75.665450375,0.8415548219369983,0.582654804237038,1.4099523406751353,1.683481861090556,1.814913047682746,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.83744Co0.0Fe0.44742Y0.15266Zr0.39992O3,01130,26,3,4,,0.21275,,,,,,,,,,,17.393998999999997,19.14801,0.8900051057574266,2.150012334133109,1.490008547841085,137.32778781837092,1.5369174,1.521052,0.88412315,75.040839041,0.8374351957966627,0.5790845401043846,1.4135035055560947,1.68529525308899,1.8300406761622063,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.83874Co0.0Fe0.47429Y0.14388Zr0.38183O3,01130,27,3,5,,0.21402,,,,,,,,,,,21.391991,19.14801,0.8899947429100645,2.149987300288358,1.48999119880449,137.32618883102296,1.5513182,1.5148264999999999,0.882341225,74.11055866800001,0.8387449543344471,0.5737022507117266,1.4192960713905904,1.6886791148226017,1.852990873354712,10_June_2016,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,20.2,850,N,400.0,10,100.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
