FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant (A),PROPERTY: Film thickness ($\mu$m),PROPERTY: FWHM of 110 peak ($^{\circ}$),PROPERTY: FWHM of 111 peak ($^{\circ}$),PROPERTY: FWHM of 200 peak ($^{\circ}$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Max intensity of 200 peak (counts),PROPERTY: Area of 110 peak,PROPERTY: Position of 110 peak ($^{\circ}$),PROPERTY: Position of 111 peak ($^{\circ}$),PROPERTY: Position of 200 peak ($^{\circ}$),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.93452Co0.24583Fe0.37619Y0.11186Zr0.26612O3,01331,1,1,1,4.1335287,0.19695,0.53369498,0.42979702,,2772.8845,1079.1371,,10.354988,30.548775,37.630569,,5.4000001,44.141971999999996,0.8900032580562737,2.1500078705853802,1.4900054544987054,137.32750271808303,1.6409969000000002,1.4723705000000002,0.8547789583333335,69.71741713785,0.9345165789802213,0.5423552342215111,1.4602356340237597,1.7431470908033935,1.9697732411192137,16_Oct_2017,Pulsed Laser Deposition,BZYCF1135,700.0,18.2,850,N,200.0,10,50.0,EXG,0,0,0,125,0,0,0,125.0,0,0,0,0,0,0,0
Ba0.95054Co0.24759Fe0.38917Y0.10974Zr0.2535O3,01331,2,1,2,4.1176043,0.20020001,0.52898103,0.45456994,,2787.0298,998.92401,,10.201019,30.669819,37.784794,,9.397999800000001,44.141971999999996,0.8900037393384652,2.150009033233371,1.4900062602408013,137.32757697992517,1.6486881000000002,1.4695414999999998,0.8541386750000002,69.20628037905001,0.9505360063192687,0.5398254159403862,1.4630475105557559,1.744454740023101,1.984322466512688,16_Oct_2017,Pulsed Laser Deposition,BZYCF1135,700.0,18.2,850,N,200.0,10,50.0,EXG,0,0,0,125,0,0,0,125.0,0,0,0,0,0,0,0
Ba0.94433Co0.25017Fe0.38699Y0.11033Zr0.2525O3,01331,3,1,3,4.1072392,0.20135,0.58080918,0.49201423,,2351.1467,1031.3646,,9.3469267,30.749126,37.877975,,13.39599,44.141971999999996,0.88999791763509,2.1499949695679135,1.4899965137935773,137.32667869109437,1.6489389,1.4694845,0.854016125,69.19781637365,0.9443322094879287,0.5397397790998137,1.4630946903951103,1.7446936541082023,1.9845521995891668,16_Oct_2017,Pulsed Laser Deposition,BZYCF1135,700.0,18.2,850,N,200.0,10,50.0,EXG,0,0,0,125,0,0,0,125.0,0,0,0,0,0,0,0
Ba0.93622Co0.2475Fe0.38354Y0.11181Zr0.25715O3,01331,4,1,4,4.1002069,0.19834000000000002,0.57680726,0.47744906,,2167.8936,1136.3192,,8.3476572,30.803171000000003,37.958469,,17.39397,44.141971999999996,0.8899979335999743,2.1499950081347694,1.4899965405213051,137.32668115447603,1.6455959,1.4709215,0.85456175,69.403571751,0.9362221737185662,0.5408362609556662,1.4616653629270966,1.7435797243690174,1.9786687873523938,16_Oct_2017,Pulsed Laser Deposition,BZYCF1135,700.0,18.2,850,N,200.0,10,50.0,EXG,0,0,0,125,0,0,0,125.0,0,0,0,0,0,0,0
Ba0.95231Co0.25064Fe0.3879Y0.10877Zr0.25269O3,01331,5,1,5,,0.18923999,,,,,,,,,,,21.39397,44.141971999999996,0.8900030792920388,2.1500074387391948,1.490005155219256,137.32747513476158,1.6498373000000002,1.4688795000000001,0.8536940166666667,69.1549733593,0.9523067051343195,0.5394489985721858,1.4637057966560187,1.7453620689964884,1.9857931897575332,16_Oct_2017,Pulsed Laser Deposition,BZYCF1135,700.0,18.2,850,N,200.0,10,50.0,EXG,0,0,0,125,0,0,0,125.0,0,0,0,0,0,0,0
Ba0.97439Co0.25647Fe0.39895Y0.11204Zr0.23254O3,01331,6,1,6,,0.17765999999999998,,,,,,,,,,,25.389971,44.141971999999996,0.8899962740727562,2.149990999164523,1.4899937622116928,137.32642508942627,1.6582091,1.4668735000000002,0.8536653249999999,68.56819966565,0.9743940792375798,0.5367213785479504,1.4656962574922259,1.7454073845762599,2.0027713394700877,16_Oct_2017,Pulsed Laser Deposition,BZYCF1135,700.0,18.2,850,N,200.0,10,50.0,EXG,0,0,0,125,0,0,0,125.0,0,0,0,0,0,0,0
Ba0.94843Co0.25118Fe0.39077Y0.10503Zr0.25302O3,01331,7,1,7,,0.16565999,,,,,,,,,,,29.387990999999996,44.141971999999996,0.8900018248055616,2.150004408238154,1.4900030550115582,137.32728156749815,1.6519807000000002,1.4674060000000002,0.8529497916666667,69.0446684756,0.9484280553968649,0.538748318794258,1.4651735158764199,1.746882488944733,1.9889628641786994,16_Oct_2017,Pulsed Laser Deposition,BZYCF1135,700.0,18.2,850,N,200.0,10,50.0,EXG,0,0,0,125,0,0,0,125.0,0,0,0,0,0,0,0
Ba0.95124Co0.2536Fe0.39167Y0.09841Zr0.25632O3,01331,8,1,8,4.0949631,0.15104,0.52444077,0.42943478,,542.48663,367.73694,,3.1087713,30.843596999999995,38.037224,,33.385979,44.141971999999996,0.8900036591015261,2.1500088394025627,1.4900061259115436,137.32756459936547,1.6544898999999997,1.465132,0.8515296083333335,68.9500297805,0.951236089135477,0.5379323615704915,1.467450604725419,1.7497995505146038,1.9916969584573487,16_Oct_2017,Pulsed Laser Deposition,BZYCF1135,700.0,18.2,850,N,200.0,10,50.0,EXG,0,0,0,125,0,0,0,125.0,0,0,0,0,0,0,0
Ba0.94502Co0.25325Fe0.39487Y0.09253Zr0.25936O3,01331,9,1,9,,0.13564999,,,,,,,,,,,37.383990999999995,44.141971999999996,0.8899961672382314,2.1499907410811208,1.4899935833538929,137.3264086048591,1.6565575,1.4632675,0.8504878916666666,68.86266172424999,0.9450240697214887,0.5372564292143385,1.4693080664206106,1.7519280379571458,1.9942070952000335,16_Oct_2017,Pulsed Laser Deposition,BZYCF1135,700.0,18.2,850,N,200.0,10,50.0,EXG,0,0,0,125,0,0,0,125.0,0,0,0,0,0,0,0
Ba0.9354Co0.25149Fe0.40367Y0.09677Zr0.24807O3,01331,10,1,10,,0.12089000000000001,,,,,,,,,,,41.381989000000004,44.141971999999996,0.8900022256106351,2.1500053764751295,1.4900037260222991,137.327343411721,1.6595098,1.4633439999999998,0.851337825,68.59741714505,0.9353976608640651,0.5363042903456401,1.4692412559692936,1.7501909139562772,2.001931692578757,16_Oct_2017,Pulsed Laser Deposition,BZYCF1135,700.0,18.2,850,N,200.0,10,50.0,EXG,0,0,0,125,0,0,0,125.0,0,0,0,0,0,0,0
