FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant (A),PROPERTY: Film thickness ($\mu$m),PROPERTY: FWHM of 110 peak ($^{\circ}$),PROPERTY: FWHM of 111 peak ($^{\circ}$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Area of 110 peak,PROPERTY: Position of 110 peak ($^{\circ}$),PROPERTY: Position of 111 peak ($^{\circ}$),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.98356Co0.0Fe0.84566Y0.0Zr0.15434O3,01139,1,1,1,4.1192017,0.09943000199999999,0.63924491,0.80525935,784.18121,248.21376,4.9406462,30.657631,37.871662,5.3979998,44.141998,0.8900037410851888,2.150009037452984,1.4900062631650912,137.32757724944463,1.75283,1.423151,0.85365755,61.30539486,0.9835558656558636,0.507752458073623,1.5107385213887943,1.745437925506652,2.240056973175894,24_June_2016,Pulsed Laser Deposition,BZF19,400.0,22.5,850,N,200.0,10,50.0,SiO2,0,0,191,0,0,0,0,191.0,0,0,0,0,0,0,0
Ba0.98234Co0.0Fe0.85383Y0.0Zr0.14617O3,01139,2,1,2,4.0887594,0.09937000300000001,0.8607703999999999,0.6215499,473.31415,327.48416000000003,3.3467159,30.891562,38.153366,9.395999900000001,44.141998,0.8899989256877178,2.149997404751228,1.4899982014322466,137.32683423361485,1.756915,1.4219254999999997,0.853596275,61.01634843,0.9823411857766307,0.5065691428940602,1.5120323847847361,1.7455537764996063,2.25065638582356,24_June_2016,Pulsed Laser Deposition,BZF19,400.0,22.5,850,N,200.0,10,50.0,SiO2,0,0,191,0,0,0,0,191.0,0,0,0,0,0,0,0
Ba0.96464Co0.0Fe0.84859Y0.0Zr0.15141O3,01139,3,1,3,,0.09729000199999999,,,,,,,,13.393989999999999,44.141998,0.8900028661579341,2.150006923864672,1.490004798399238,137.32744224816923,1.754295,1.4227114999999997,0.853635575,61.20173439,0.9646368934812519,0.5073279386636421,1.5112037288407894,1.745481142112942,2.243848865018566,24_June_2016,Pulsed Laser Deposition,BZF19,400.0,22.5,850,N,200.0,10,50.0,SiO2,0,0,191,0,0,0,0,191.0,0,0,0,0,0,0,0
Ba0.97959Co0.0Fe0.85327Y0.0Zr0.14673O3,01139,4,1,4,,0.094630003,,,,,,,,17.392,44.141998,0.8900035999919274,2.150008696609712,1.4900060269527773,137.3275554787544,1.756635,1.4220095,0.8536004749999999,61.03616067,0.9795860376383958,0.506652548760515,1.5119510077884233,1.7455543554527397,2.249937643051204,24_June_2016,Pulsed Laser Deposition,BZF19,400.0,22.5,850,N,200.0,10,50.0,SiO2,0,0,191,0,0,0,0,191.0,0,0,0,0,0,0,0
Ba0.96547Co0.0Fe0.85279Y0.0Zr0.14721O3,01139,5,1,5,,0.089670002,,,,,,,,21.38999,44.141998,0.890000372147611,2.1500008990082735,1.4900006230336407,137.32705742237636,1.7563950000000002,1.4220815,0.853604075,61.05314259000001,0.9654695962952768,0.5067199417828057,1.5118689744633296,1.7455406630218355,2.2493036655719894,24_June_2016,Pulsed Laser Deposition,BZF19,400.0,22.5,850,N,200.0,10,50.0,SiO2,0,0,191,0,0,0,0,191.0,0,0,0,0,0,0,0
Ba0.96271Co0.0Fe0.86207Y0.0Zr0.13793O3,01139,6,1,6,,0.084040001,,,,,,,,25.388,44.141998,0.889998695064824,2.149996847628507,1.4899978153332447,137.32679864850235,1.7610350000000001,1.4206895,0.853534475,60.72482547,0.9627114115460508,0.505383876563966,1.5133474609536477,1.7456797106329474,2.2614605737540763,24_June_2016,Pulsed Laser Deposition,BZF19,400.0,22.5,850,N,200.0,10,50.0,SiO2,0,0,191,0,0,0,0,191.0,0,0,0,0,0,0,0
Ba0.96137Co0.0Fe0.86Y0.0Zr0.14O3,01139,7,1,7,,0.07776000400000001,,,,,,,,29.386021000000003,44.141998,0.8899998629243097,2.149999668862096,1.4899997705137318,137.32697884922098,1.7600000000000002,1.421,0.85355,60.79806,0.9613701480679514,0.5056817402979031,1.5130187676721296,1.7456502495621016,2.258739486905026,24_June_2016,Pulsed Laser Deposition,BZF19,400.0,22.5,850,N,200.0,10,50.0,SiO2,0,0,191,0,0,0,0,191.0,0,0,0,0,0,0,0
Ba0.94909Co0.0Fe0.85721Y0.0Zr0.14279O3,01139,8,1,8,,0.070260003,,,,,,,,33.384009999999996,44.141998,0.8900046675343044,2.1500112755042182,1.4900078141866444,137.32772020054315,1.7586050000000002,1.4214185,0.8535709250000001,60.89676741,0.9490850225989879,0.5060856005380994,1.5125814638716313,1.74561687909724,2.2550904759189607,24_June_2016,Pulsed Laser Deposition,BZF19,400.0,22.5,850,N,200.0,10,50.0,SiO2,0,0,191,0,0,0,0,191.0,0,0,0,0,0,0,0
Ba0.93396Co0.0Fe0.85586Y0.0Zr0.14414O3,01139,9,1,9,4.0806861,0.063129999,0.76180822,,382.664,,3.2054341,30.954206,,37.382011,44.141998,0.8899956763817859,2.1499895553043142,1.4899927615829898,137.32633286570956,1.75793,1.4216209999999998,0.85358105,60.944529059999994,0.9339645371978477,0.5062748097943524,1.5123507287134297,1.7455785383039957,2.253300418984476,24_June_2016,Pulsed Laser Deposition,BZF19,400.0,22.5,850,N,200.0,10,50.0,SiO2,0,0,191,0,0,0,0,191.0,0,0,0,0,0,0,0
Ba0.92079Co0.0Fe0.87023Y0.0Zr0.12977O3,01139,10,1,10,,0.056260001,,,,,,,,41.37999,44.141998,0.8899982802393093,2.149995845521927,1.4899971208500795,137.32673464092542,1.765115,1.4194654999999998,0.8534732749999999,60.43613282999999,0.9207917792601195,0.5042154648503407,1.5146517090566323,1.7458040743573133,2.2722621089474737,24_June_2016,Pulsed Laser Deposition,BZF19,400.0,22.5,850,N,200.0,10,50.0,SiO2,0,0,191,0,0,0,0,191.0,0,0,0,0,0,0,0
