FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Film thickness ($\mu$m),PROPERTY: Area of 110 peak,IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.73935Co0.0Fe0.0Y0.18459Zr0.81541O3,01300,31,3,9,0.53799999,,37.383990999999995,19.148001,0.8900003444623409,2.1500008321281268,1.4900005766841438,137.3270531505392,1.3096951,1.5961475,0.8932262,90.79609269150001,0.7393497138447942,0.6795477393649415,1.346993828658145,1.6681111421542985,1.5124775646143553,29_Sept_2017,Pulsed Laser Deposition,BZY82,400.0,18.9,800,N,200.0,10,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180/ 90/ 270,0,0,0
Ba0.74138Co0.0Fe0.0Y0.18447Zr0.81553O3,01300,32,3,10,0.5029399999999999,,41.381989000000004,19.148001,0.8900059398366524,2.1500143490435986,1.4900099442209125,137.32791651679545,1.3097083,1.5961175,0.8932046,90.7963708695,0.7413750520823511,0.6795451627180285,1.3470276148489058,1.6681619689608769,1.5124824395699077,29_Sept_2017,Pulsed Laser Deposition,BZY82,400.0,18.9,800,N,200.0,10,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180/ 90/ 270,0,0,0
Ba0.74507Co0.0Fe0.0Y0.18544Zr0.81456O3,01300,33,3,11,0.45802999,,45.381989000000004,19.148001,0.890000490411305,2.150001184701467,1.4900008210256679,137.32707567046435,1.3096016,1.5963599999999998,0.8933791999999999,90.794122264,0.7450695894488206,0.6795963676367722,1.346814743980974,1.6678257351700914,1.5125106366595136,29_Sept_2017,Pulsed Laser Deposition,BZY82,400.0,18.9,800,N,200.0,10,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180/ 90/ 270,0,0,0
Ba0.75903Co0.0Fe0.0Y0.17795Zr0.82205O3,01300,34,4,1,0.38067999,4.1933794,5.4000001,6.650000099999999,0.8899962031298786,2.1499908277856616,1.4899936434421563,137.32641414294025,1.3104255,1.5944875,0.8920309999999999,90.8114852075,0.7590332381467675,0.679165815324777,1.3483898919155286,1.6703384113804973,1.5122141635406119,29_Sept_2017,Pulsed Laser Deposition,BZY82,400.0,18.9,800,N,200.0,10,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180/ 90/ 270,0,0,0
Ba0.75819Co0.0Fe0.0Y0.18273Zr0.81727O3,01300,35,4,2,0.41190001,,9.397999800000001,6.650000099999999,0.8900031094907528,2.150007511691144,1.4900052057766535,137.32747979442314,1.3098997000000001,1.5956825000000001,0.8928914000000001,90.80040445050001,0.7581873510375765,0.679443708163879,1.3473905439779805,1.6687418041843087,1.512410441621848,29_Sept_2017,Pulsed Laser Deposition,BZY82,400.0,18.9,800,N,200.0,10,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180/ 90/ 270,0,0,0
Ba0.74832Co0.0Fe0.0Y0.18378Zr0.81622O3,01300,36,4,3,0.44049999,,13.39599,6.650000099999999,0.890003744434588,2.150009045544229,1.4900062687725124,137.32757776625692,1.3097842,1.595945,0.8930803999999999,90.797970393,0.7483168516589864,0.6795041079550265,1.3471698871478837,1.668389843481631,1.5124520644224013,29_Sept_2017,Pulsed Laser Deposition,BZY82,400.0,18.9,800,N,200.0,10,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180/ 90/ 270,0,0,0
Ba0.74664Co0.0Fe0.0Y0.1828Zr0.8172O3,01300,37,4,4,0.4603,,17.39397,6.650000099999999,0.8899988550353171,2.1499972340740805,1.4899980831490138,137.3268233319494,1.309892,1.5957000000000001,0.8929039999999999,90.80024218,0.7466409605365513,0.6794444542262392,1.347369326360895,1.6687102792114425,1.5124059147300108,29_Sept_2017,Pulsed Laser Deposition,BZY82,400.0,18.9,800,N,200.0,10,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180/ 90/ 270,0,0,0
Ba0.75346Co0.0Fe0.0Y0.18221Zr0.81779O3,01300,38,4,5,0.47363001,,21.391991,6.650000099999999,0.8899998370399523,2.1499996063324693,1.489999727179246,137.32697485526464,1.3099569,1.5955525000000002,0.8927978000000001,90.80160988850001,0.7534601379594382,0.6794115417384743,1.3474953699940737,1.668910616915998,1.5123848026912246,29_Sept_2017,Pulsed Laser Deposition,BZY82,400.0,18.9,800,N,200.0,10,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180/ 90/ 270,0,0,0
Ba0.74747Co0.0Fe0.0Y0.18111Zr0.81889O3,01300,39,4,6,0.47918001,,25.389971,6.650000099999999,0.8900003274384385,2.1500007910029693,1.490000548183453,137.32705052375104,1.3100779,1.5952775000000001,0.8925998,90.80415985350001,0.7474697249996409,0.6793491649912105,1.3477283989794686,1.6692817410259928,1.512343165173372,29_Sept_2017,Pulsed Laser Deposition,BZY82,400.0,18.9,800,N,200.0,10,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180/ 90/ 270,0,0,0
Ba0.74757Co0.0Fe0.0Y0.18285Zr0.81715O3,01300,40,4,7,0.47451001,,29.387990999999996,6.650000099999999,0.8899987851241272,2.149997065187498,1.489997966106685,137.32681254465282,1.3098865000000002,1.5957125000000003,0.8929130000000001,90.80012627250001,0.7475710204561752,0.6794472537308592,1.3473586659172612,1.6686933285848506,1.5124077265324687,29_Sept_2017,Pulsed Laser Deposition,BZY82,400.0,18.9,800,N,200.0,10,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180/ 90/ 270,0,0,0
Ba0.74645Co0.0Fe0.0Y0.18308Zr0.81692O3,01300,41,4,8,0.46263000000000004,,33.385979,6.650000099999999,0.8899946127977711,2.1499869859721437,1.4899909809760437,137.32616875469608,1.3098612,1.5957700000000001,0.8929543999999999,90.799593098,0.7464545183162301,0.6794571919511556,1.3473038006555729,1.6686081405456357,1.5124095171492669,29_Sept_2017,Pulsed Laser Deposition,BZY82,400.0,18.9,800,N,200.0,10,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180/ 90/ 270,0,0,0
Ba0.74901Co0.0Fe0.0Y0.18231Zr0.81769O3,01300,42,4,9,0.44179001,,37.383990999999995,6.650000099999999,0.8900013095880881,2.1500031636116734,1.4900021924564621,137.327202069442,1.3099459,1.5955775,0.8928157999999999,90.8013780735,0.749008897872887,0.6794183710854685,1.3474764864832158,1.6688797313583186,1.512391166115136,29_Sept_2017,Pulsed Laser Deposition,BZY82,400.0,18.9,800,N,200.0,10,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180/ 90/ 270,0,0,0
Ba0.75219Co0.0Fe0.0Y0.18156Zr0.81844O3,01300,43,4,10,0.41403999999999996,,41.381989000000004,6.650000099999999,0.8899980268560285,2.1499952334162487,1.4899966966466094,137.3266955438852,1.3100284,1.5953899999999999,0.8926807999999999,90.803116686,0.7521916676207353,0.6793730783668724,1.347629879475394,1.6691259592976677,1.5123566299906332,29_Sept_2017,Pulsed Laser Deposition,BZY82,400.0,18.9,800,N,200.0,10,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180/ 90/ 270,0,0,0
Ba0.75383Co0.0Fe0.0Y0.19101Zr0.80899O3,01300,44,4,11,0.3768,,45.37999,6.650000099999999,0.8899948785896968,2.1499876280537618,1.4899914259535374,137.3262097663902,1.3089889000000001,1.5977525,0.8943818,90.7812101685,0.7538343378594885,0.6799101799791402,1.3456324606306433,1.6659456017033636,1.5127162274164172,29_Sept_2017,Pulsed Laser Deposition,BZY82,400.0,18.9,800,N,200.0,10,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180/ 90/ 270,0,0,0
