FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant (A),PROPERTY: Film thickness ($\mu$m),PROPERTY: FWHM of 110 peak ($^{\circ}$),PROPERTY: FWHM of 200 peak ($^{\circ}$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 200 peak (counts),PROPERTY: Area of 110 peak,PROPERTY: Position of 110 peak ($^{\circ}$),PROPERTY: Position of 200 peak ($^{\circ}$),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.89716Co0.0Fe0.38147Y0.17039Zr0.44814O3,01231,1,1,1,,0.13078,,,,,,,,5.4000001,44.144001,0.8900034964113306,2.150008446386922,1.4900058535425647,137.3275394962683,1.5019921,1.535377,0.887809175,77.3329832915,0.897156475474083,0.5925487200707185,1.4003130477966792,1.6782951736701355,1.7757951866233324,7_Mar_2017,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,18.6,850,N,400.0,10,50.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.89016Co0.0Fe0.40036Y0.16097Zr0.43866O3,01231,2,1,2,,0.1364,,,,,,,,9.397999800000001,44.144001,0.8900018956496919,2.1500045793784692,1.4900031736157764,137.32729249874745,1.51246,1.530173,0.8859633,76.6855987145,0.8901581040135554,0.5884465676115017,1.4050728769743481,1.6817888208414236,1.7907833387337313,7_Mar_2017,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,18.6,850,N,400.0,10,50.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.90843Co0.0Fe0.42188Y0.15648Zr0.42163O3,01231,3,1,3,,0.14067000000000002,,,,,,,,13.39599,44.144001,0.8900039269110305,2.1500094863581074,1.4900065742667814,137.327605922372,1.5237139,1.5258224999999999,0.8849937,75.934651128,0.9084259917887106,0.5841017312443173,1.409082305679794,1.6836352329590385,1.8084972260013987,7_Mar_2017,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,18.6,850,N,400.0,10,50.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.91003Co0.0Fe0.44325Y0.15025Zr0.40651O3,01231,4,1,4,,0.14314000000000002,,,,,,,,17.393998999999997,44.144001,0.8900014411024394,2.1500034813148816,1.4900024126321738,137.3272223621064,1.5351108,1.5210905000000001,0.883729225,75.1948684525,0.9100285264670457,0.5797636503517788,1.4134619086207438,1.6860395361850502,1.8262844950497508,7_Mar_2017,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,18.6,850,N,400.0,10,50.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.91014Co0.0Fe0.46508Y0.14239Zr0.39253O3,01231,5,1,5,,0.14353,,,,,,,,21.391991,44.144001,0.8900010878672717,2.150002627993971,1.490001821260938,137.32716785792002,1.5468771000000001,1.5158355,0.8821421,74.4398533015,0.9101388875165074,0.5753534575353605,1.4183614435695502,1.689072340228335,1.8448070726538202,7_Mar_2017,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,18.6,850,N,400.0,10,50.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.93278Co0.0Fe0.49258Y0.12232Zr0.3851O3,01231,6,1,6,,0.14112,,,,,,,,25.389999,44.144001,0.8900015513966684,2.1500037477559966,1.4900025972820627,137.32723938050594,1.5628348,1.506693,0.87832325,73.513456072,0.9327783740345373,0.5694789694961159,1.4269686975090456,1.696417118961684,1.868055818869486,7_Mar_2017,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,18.6,850,N,400.0,10,50.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.93875Co0.0Fe0.51773Y0.12169Zr0.36058O3,01231,7,1,7,,0.13684000000000002,,,,,,,,29.38802,44.144001,0.8899997310330721,2.1499993502484323,1.489999549707053,137.326958498403,1.5754791000000001,1.502763,0.878021225,72.6251346565,0.9387502836997528,0.5649073548694311,1.4306975552688164,1.6969971878607526,1.8909012581928777,7_Mar_2017,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,18.6,850,N,400.0,10,50.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.95253Co0.0Fe0.54363Y0.10613Zr0.35024O3,01231,8,1,8,,0.13115001,,,,,,,,33.386009,44.144001,0.8900016128839894,2.1500038962927834,1.4900027002215104,137.32724886799957,1.5901407,1.494988,0.875026175,71.7448889705,0.9525282738004468,0.5596999139032095,1.4381412401255285,1.7028092905009502,1.9141049744249472,7_Mar_2017,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,18.6,850,N,400.0,10,50.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.95291Co0.0Fe0.56495Y0.09774Zr0.33731O3,01231,9,1,9,,0.12437000000000001,,,,,,,,37.384009999999996,44.144001,0.8899964444729652,2.1499914108054776,1.4899940474884472,137.32645138217853,1.6017236000000001,1.4896924999999999,0.8733560749999999,71.010057969,0.9529138068660699,0.5556492046898511,1.443245106493775,1.7060556285572839,1.9339014121369886,7_Mar_2017,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,18.6,850,N,400.0,10,50.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
Ba0.95419Co0.0Fe0.58987Y0.09164Zr0.31849O3,01231,10,1,10,,0.11565,,,,,,,,41.381989000000004,44.144001,0.8899985830896352,2.1499965771266467,1.4899976278691645,137.3267813707307,1.6148546,1.4844295,0.8720711750000001,70.142554004,0.9541915191054533,0.5511323329602772,1.4483655688105408,1.708573417610282,1.9578240815539651,7_Mar_2017,Pulsed Laser Deposition,BZYF631/ BZF19,600.0,18.6,850,N,400.0,10,50.0,SiO2,0,0,56,0,0,36,0,46.0,0,0,180,0,0,0,0
