FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Film thickness ($\mu$m),PROPERTY: Area of 110 peak,IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.6896Co0.0Fe0.0Y0.14728Zr0.85272O3,01333,11,1,11,0.24656001,,45.381989000000004,44.141998,0.8900000198731458,2.150000048008161,1.4900000332707721,137.32700306642639,1.3137992,1.5868200000000001,0.8865103999999999,90.882582868,0.6895999846016617,0.6774246931137923,1.354911110275999,1.6807473812724276,1.5110376348555514,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.69701Co0.0Fe0.0Y0.15964Zr0.84036O3,01333,12,2,1,0.30941001,,5.402,31.643998999999997,0.8899962562947547,2.149990956217666,1.489993732448522,137.32642234628065,1.3124396,1.5899100000000002,0.8887352,90.853930534,0.6970129319224374,0.6781235923502724,1.3522721136527638,1.6765328215294297,1.5115077745028256,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.69455Co0.0Fe0.0Y0.16058Zr0.83942O3,01333,13,2,2,0.33618000000000003,,9.3999996,31.643998999999997,0.8899941701152255,2.1499859165704884,1.489990239855827,137.3261004487793,1.3123362,1.5901450000000001,0.8889044,90.85175147300001,0.6945545496325775,0.6781754325722521,1.3520690984598815,1.676209769977319,1.5115404846057467,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.69305Co0.0Fe0.0Y0.16405Zr0.83595O3,01333,14,2,3,0.35795,,13.398,31.643998999999997,0.8900043018550565,2.1500103921217657,1.490007201982061,137.32766377623523,1.3119545,1.5910125,0.8895289999999999,90.84370749249999,0.6930466501278245,0.6783804635412711,1.3513472660471026,1.675051855512368,1.511691536671078,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.69933Co0.0Fe0.0Y0.16066Zr0.83934O3,01333,15,2,4,0.37494001,,17.395981,31.643998999999997,0.8900015125289809,2.1500036538621448,1.4900025322114399,137.32723338322174,1.3123274,1.590165,0.8889187999999999,90.851566021,0.6993288115111297,0.678185575130856,1.3520632474379355,1.6761964447275048,1.511556040228069,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.69804Co0.0Fe0.0Y0.16624Zr0.83376O3,01333,16,2,5,0.38802001,,21.396,31.643998999999997,0.8900006410002311,2.1500015484837043,1.4900010731352185,137.32709890633566,1.3117136,1.5915599999999999,0.8899231999999999,90.838630744,0.698039497254518,0.6785022591823635,1.3508768431499312,1.6743029883199119,1.5117698030185938,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.6997Co0.0Fe0.0Y0.16628Zr0.83372O3,01333,17,2,6,0.39120999,,25.39197,31.643998999999997,0.8899995235082806,2.149998848924498,1.489999202277908,137.3269264773277,1.3117092000000001,1.5915700000000002,0.8899303999999999,90.83853801800001,0.6997003746083534,0.6785036832159754,1.3508666592889396,1.6742873400862677,1.5117694480080233,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.69743Co0.0Fe0.0Y0.16743Zr0.83257O3,01333,18,2,7,0.3888,,29.38999,31.643998999999997,0.890003111037,2.1500075154264606,1.4900052083653146,137.3274800330091,1.3115827,1.5918575000000001,0.8901374000000001,90.8358721455,0.6974275621090443,0.6785718590501385,1.350628128099695,1.673904734668282,1.5118199097933391,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.69566Co0.0Fe0.0Y0.16597Zr0.83403O3,01333,19,2,8,0.37577,,33.387989000000005,31.643998999999997,0.8899952920424388,2.1499886268440935,1.489992118138465,137.32627356214832,1.3117433,1.5914925,0.8898746000000001,90.83925664450001,0.6956636799495304,0.6784828190412245,1.350926018717709,1.6743843662224598,1.5117503008591928,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.69516Co0.0Fe0.0Y0.16264Zr0.83736O3,01333,20,2,9,0.35856,,37.38599,31.643998999999997,0.8900007972319778,2.1500019258974743,1.490001334691738,137.32712301289416,1.3121096,1.5906600000000002,0.8892752,90.846976084,0.6951593772996796,0.6782976035172502,1.3516414104192436,1.675523319093727,1.5116311949218555,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.69609Co0.0Fe0.0Y0.15998Zr0.84002O3,01333,21,2,10,0.33695999,,41.383990999999995,31.643998999999997,0.890001312224693,2.150003169981,1.4900021968705535,137.32720247627012,1.3124022,1.589995,0.8887963999999999,90.853142363,0.6960889736796182,0.6781467695076198,1.352207503785232,1.6764269036987027,1.5115294738797798,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.69194Co0.0Fe0.0Y0.16087Zr0.83913O3,01333,22,2,11,0.31198999,,45.381989000000004,31.643998999999997,0.8900021568088828,2.1500052102686493,1.4900036108373431,137.3273327956106,1.3123043,1.5902175,0.8889566000000001,90.85107920950001,0.6919383231699755,0.6781980039300967,1.3520195886843462,1.6761263832647657,1.5115652339025898,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.69981Co0.0Fe0.0Y0.15598Zr0.84402O3,01333,23,3,1,0.28755999,,5.4000001,19.148001,0.8900005974506896,2.1500014432797556,1.4900010002264354,137.3270921866414,1.3128422,1.588995,0.8880764,90.862414963,0.6998095302228243,0.6779189436862173,1.3530573999790785,1.6777847043637637,1.5113740069814592,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.69706Co0.0Fe0.0Y0.15968Zr0.84032O3,01333,24,3,2,0.31319001,,9.4020004,19.148001,0.8900007261100291,2.1500017540860252,1.4900012156224083,137.3271120387775,1.3124352,1.5899199999999998,0.8887423999999999,90.85383780800001,0.697059431301299,0.6781292715328187,1.3522703998226486,1.6765276593334677,1.5115169083884903,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.69513Co0.0Fe0.0Y0.16183Zr0.83817O3,01333,25,3,3,0.33851999,,13.398,19.148001,0.8900045160985204,2.150010909676201,1.4900075606593206,137.3276968340017,1.3121987,1.5904574999999999,0.8891294,90.84885378550001,0.6951264727419831,0.6782543802996608,1.351819152461604,1.6758050747836262,1.5116062681235498,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.69987Co0.0Fe0.0Y0.16529Zr0.83471O3,01333,26,3,4,0.35872999,,17.395981,19.148001,0.8899948694035918,2.1499876058626097,1.4899914105745526,137.32620834897423,1.3118181,1.5913225,0.8897521999999999,90.8408329865,0.6998740345743909,0.6784438097047082,1.3510696957169963,1.6746139100016306,1.5117233498880673,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.70056Co0.0Fe0.0Y0.16296Zr0.83704O3,01333,27,3,5,0.37279999,,21.393998999999997,19.148001,0.8899965931867184,2.149991770057803,1.4899942964586634,137.32647432871065,1.3120744,1.59074,0.8893328,90.846234276,0.7005626816699421,0.6783125965926311,1.3515670505914246,1.6754068853174688,1.511636397734429,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.70207Co0.0Fe0.0Y0.16485Zr0.83515O3,01333,28,3,6,0.38036999,,25.39197,19.148001,0.89000233485845,2.1500056403883905,1.4900039089203265,137.32736026865885,1.3118665,1.5912125,0.8896729999999999,90.8418529725,0.702068158168796,0.6784244699124873,1.3511744285495435,1.674777034843506,1.5117190565259728,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.70458Co0.0Fe0.0Y0.16504Zr0.83496O3,01333,29,3,7,0.38117999,,29.391990999999997,19.148001,0.890003376151797,2.1500081558723183,1.4900056522091882,137.32752094022229,1.3118456000000003,1.5912600000000001,0.8897071999999999,90.841412524,0.7045773272359444,0.6784360721656549,1.3511356760506255,1.6747146164594244,1.5117281548648398,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.70088Co0.0Fe0.0Y0.16349Zr0.83651O3,01333,30,3,8,0.37534001,,33.387989000000005,19.148001,0.8900011741294157,2.150002836380049,1.4900019656773362,137.32718116816883,1.3120161000000001,1.5908725,0.8894282,90.8450056565,0.7008790753677088,0.6783462292340892,1.3514614379091028,1.6752358039438555,1.5116646223505739,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.69677Co0.0Fe0.0Y0.16217Zr0.83783O3,01333,31,3,9,0.36223999,,37.38599,19.148001,0.8899976436853639,2.1499943077792496,1.4899960551586429,137.32663642065165,1.3121613,1.5905425,0.8891906,90.8480656145,0.6967718447344896,0.6782684748326017,1.3517364721654717,1.675676795457175,1.5116077099910572,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.70079Co0.0Fe0.0Y0.16049Zr0.83951O3,01333,32,3,10,0.34200999,,41.383990999999995,19.148001,0.8899965478790988,2.1499916606068115,1.489994220606581,137.32646733774493,1.3123461,1.5901225,0.8888881999999999,90.8519601065,0.7007927182260563,0.6781721284340303,1.352091842362341,1.6762447972721217,1.511541051803019,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.69121Co0.0Fe0.0Y0.16293Zr0.83707O3,01333,33,3,11,0.31906,,45.381989000000004,19.148001,0.8899972791453645,2.1499934271489143,1.4899954448613406,137.32658017212975,1.3120777,1.5907325,0.8893274,90.8463038205,0.6912121131322271,0.6783114133754157,1.351574464687755,1.6754183497116366,1.5116364056315212,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.68889Co0.0Fe0.0Y0.14869Zr0.85131O3,01333,34,4,1,0.22141999999999998,,5.4000001,6.650000099999999,0.8899993860156034,2.1499985167792666,1.4899989720935383,137.3269052622076,1.3136441,1.5871725,0.8867642,90.87931427650001,0.688890475244947,0.6775041931186714,1.3546092291664997,1.6802651393612171,1.5110909050698924,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.69043Co0.0Fe0.0Y0.15153Zr0.84847O3,01333,35,4,2,0.23908000000000001,,9.3999996,6.650000099999999,0.8900011909762551,2.15000287707747,1.4900019938815956,137.32718376763614,1.3133317,1.5878824999999999,0.8872753999999999,90.8727307305,0.6904290760846793,0.6776667242374909,1.3540062801104427,1.6793004673426037,1.511203445342756,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.68655Co0.0Fe0.0Y0.15352Zr0.84648O3,01333,36,4,3,0.25645,,13.398,6.650000099999999,0.8899945088351658,2.1499867348265242,1.4899908069262888,137.32615271326608,1.3131127999999999,1.58838,0.8876336,90.86811761199999,0.6865542359353676,0.6777746046152059,1.3535720261061739,1.678610191103952,1.5112688181749114,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.69916Co0.0Fe0.0Y0.15292Zr0.84708O3,01333,37,4,4,0.27149999,,17.395981,6.650000099999999,0.8899951772337947,2.1499883494973693,1.489991925930735,137.32625584717454,1.3131788,1.58823,0.8875256,90.86950850200002,0.6991637886556088,0.6777410488455912,1.3537008805383157,1.6788157163362218,1.5112468209746288,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.70043Co0.0Fe0.0Y0.1571Zr0.8429O3,01333,38,4,5,0.28444001,,21.393998999999997,6.650000099999999,0.889997476622437,2.149993904200269,1.4899957754690236,137.326610642842,1.312719,1.589275,0.8882779999999999,90.85981863500001,0.7004319859037726,0.6779801896844923,1.3528142733008883,1.6773980392050956,1.5114118947838464,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.69735Co0.0Fe0.0Y0.15448Zr0.84552O3,01333,39,4,6,0.29339001,,25.39197,6.650000099999999,0.8900016077724662,2.1500038839447217,1.4900026916640163,137.32724807929154,1.3130072000000002,1.5886200000000001,0.8878064,90.865892188,0.6973487402493215,0.6778345219831743,1.3533783308435758,1.6782968580357343,1.5113178858703524,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.69791Co0.0Fe0.0Y0.15467Zr0.84533O3,01333,40,4,7,0.29787001,,29.38999,6.650000099999999,0.8900024606273534,2.150005944212146,1.4900041194772546,137.32737967480062,1.3129863,1.5886675,0.8878406,90.8654517395,0.6979080704587772,0.6778459612467803,1.3533391626706948,1.678233817508745,1.5113266598673962,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.6925Co0.0Fe0.0Y0.1558Zr0.8442O3,01333,41,4,8,0.29629999,,33.387989000000005,6.650000099999999,0.8900031006649162,2.150007490370303,1.4900051910008145,137.32747843259656,1.312862,1.58895,0.8880440000000001,90.86283223,0.692497587412389,0.6779106262995777,1.353099525076499,1.6778506369062958,1.5113713172068108,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.68996Co0.0Fe0.0Y0.15703Zr0.84297O3,01333,42,4,9,0.29125999999999996,,37.387989000000005,6.650000099999999,0.8900061199692957,2.1500147841954895,1.490010245791293,137.3279443112623,1.3127267000000002,1.5892575,0.8882654,90.8599809055,0.6899552556123824,0.6779827971574705,1.352842307930269,1.6774381235510163,1.5114238737744385,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.68668Co0.0Fe0.0Y0.15262Zr0.84738O3,01333,43,4,10,0.27809,,41.383990999999995,6.650000099999999,0.890005948678385,2.15001437040284,1.4900099590233635,137.3279178810748,1.3132118000000002,1.588155,0.8874716,90.870203947,0.6866754103245271,0.6777322201021837,1.353781192895429,1.6789381868933761,1.511253545344426,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
Ba0.68565Co0.0Fe0.0Y0.15373Zr0.84627O3,01333,44,4,11,0.26282999,,45.383990999999995,6.650000099999999,0.8900005102521408,2.150001232631576,1.490000854242348,137.32707873190532,1.3130897000000001,1.5884325000000001,0.8876714,90.86763080050001,0.685649606905416,0.6777910985457739,1.3535364157001166,1.6785500290336581,1.511287105453504,20_Oct_2017,Pulsed Laser Deposition,BZY82,650.0,,650,Y,120.0,20,50.0,EXG,0,0,0,125.0,0,0,0,125.0,0,0,0,0/ 180,0,0,0
