FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant (A),PROPERTY: Film thickness ($\mu$m),PROPERTY: FWHM of 110 peak ($^{\circ}$),PROPERTY: FWHM of 111 peak ($^{\circ}$),PROPERTY: FWHM of 200 peak ($^{\circ}$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Max intensity of 200 peak (counts),PROPERTY: Area of 110 peak,PROPERTY: Position of 110 peak ($^{\circ}$),PROPERTY: Position of 111 peak ($^{\circ}$),PROPERTY: Position of 200 peak ($^{\circ}$),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.91676Co0.0Fe0.85394Y0.0Zr0.14606O3,01159,1,1,1,4.0490961,0.11157,0.52478653,0.52031016,0.95856595,1905.3696,613.86432,345.616,9.9393673,31.201828000000003,38.440765,44.724747,5.4000001,44.141998,0.8899999063923923,2.149999773869262,1.4899998432861399,137.32698555634613,1.7569700000000001,1.421909,0.85359545,61.01245674,0.9167600964221567,0.5065538434875907,1.5120515967402008,1.7455573870340333,2.250802424520533,17_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,19,850,N,200.0,10,100.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.90763Co0.0Fe0.85166Y0.0Zr0.14834O3,01159,2,1,2,4.0499668,0.11327000000000001,0.56483996,0.53282446,,1177.4263,425.71188,,6.2730646,31.19495,38.444645,,9.397999800000001,44.141998,0.8899963895916588,2.149991278227041,1.4899939556085073,137.32644291399296,1.75583,1.422251,0.85361255,61.09312086,0.9076336819418158,0.5068807285395845,1.5116820295623212,1.745515521776838,2.247821702032345,17_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,19,850,N,200.0,10,100.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.91057Co0.0Fe0.85085Y0.0Zr0.14915O3,01159,3,1,3,,0.11263,,,,,,,,,,,13.39599,44.141998,0.8899980151488849,2.1499952051349465,1.4899966770470094,137.32669373747294,1.7554250000000002,1.4223725,0.853618625,61.12177785,0.9105720307302366,0.5069985987147755,1.5115556614986203,1.7455062874793876,2.2467719128604,17_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,19,850,N,200.0,10,100.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.90891Co0.0Fe0.85219Y0.0Zr0.14781O3,01159,4,1,4,,0.11008,,,,,,,,,,,17.39599,44.141998,0.8899969717311607,2.1499926845190958,1.489994930201606,137.3265327381181,1.7560950000000002,1.4221715,0.8536085750000001,61.074369989999994,0.9089130926215686,0.5068045702146868,1.511767522073882,1.7455247918539312,2.2485132922468662,17_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,19,850,N,200.0,10,100.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.91251Co0.0Fe0.85793Y0.0Zr0.14207O3,01159,5,1,5,,0.10585,,,,,,,,,,,21.391991,44.141998,0.8899983553408368,2.1499960269469653,1.4899972465818503,137.32674622909113,1.758965,1.4213105,0.8535655249999999,60.87129453,0.9125116862592206,0.5059784335338321,1.5126856706869931,1.7456155420310004,2.2560181656956644,17_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,19,850,N,200.0,10,100.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.91441Co0.0Fe0.85983Y0.0Zr0.14017O3,01159,6,1,6,,0.0999,,,,,,,,,,,25.389999,44.141998,0.8899952711983311,2.14998857649035,1.4899920832421498,137.3262703459025,1.7599150000000001,1.4210255,0.853551275,60.80407442999999,0.9144148585241675,0.5057035545457201,1.5129838109804152,1.745638635759931,2.2585044116409962,17_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,19,850,N,200.0,10,100.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.92245Co0.0Fe0.85913Y0.0Zr0.14087O3,01159,7,1,7,,0.09391000099999999,,,,,,,,,,,29.38802,44.141998,0.8900033615543846,2.1500081206089066,1.4900056277708236,137.32751868784155,1.759565,1.4211304999999999,0.853556525,60.82883973,0.922446515894236,0.5058087433850893,1.512885776928232,1.7456437671433929,2.2576054269224106,17_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,19,850,N,200.0,10,100.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.92445Co0.0Fe0.85696Y0.0Zr0.14304O3,01159,8,1,8,,0.086790003,,,,,,,,,,,33.386009,44.141998,0.8899989877395038,2.1499975546516104,1.4899983053166974,137.32684380820544,1.7584800000000003,1.421456,0.8535728,60.905612160000004,0.9244510514441349,0.5061183452410626,1.5125319071794063,1.745601904508552,2.2547486009572593,17_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,19,850,N,200.0,10,100.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.92671Co0.0Fe0.86054Y0.0Zr0.13946O3,01159,9,1,9,,0.07834000099999999,,,,,,,,,,,37.384009999999996,44.141998,0.8899986366121864,2.1499967064226975,1.4899977174743344,137.32678962926036,1.76027,1.420919,0.85354595,60.778955339999996,0.926711419625906,0.5056034793595223,1.5131029329769659,1.7456561272118207,2.259446363647559,17_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,19,850,N,200.0,10,100.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.91251Co0.0Fe0.86084Y0.0Zr0.13916O3,01159,10,1,10,,0.070299998,,,,,,,,,,,41.381989000000004,44.141998,0.8899999036193572,2.1499997671703572,1.4899998386436428,137.32698512846682,1.76042,1.420874,0.8535437000000001,60.76834164,0.9125100988183258,0.5055611181532572,1.5131530080572642,1.7456632140142825,2.259844212007804,17_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,19,850,N,200.0,10,100.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
