FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant (A),PROPERTY: Film thickness ($\mu$m),PROPERTY: FWHM of 110 peak ($^{\circ}$),PROPERTY: FWHM of 111 peak ($^{\circ}$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Area of 110 peak,PROPERTY: Position of 110 peak ($^{\circ}$),PROPERTY: Position of 111 peak ($^{\circ}$),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.94688Co0.43135Fe0.25947Y0.0Zr0.30918O3,01099,1,1,1,4.104044,0.1146,0.44862342,0.52584887,2355.5996,505.5224,11.384312,30.773659000000002,37.893166,5.4000001,44.14201,0.8899992854554627,2.149998273853084,1.4899988037400442,137.3268897457779,1.6969775,1.4248095,0.8185135583333334,68.11557213325,0.9468807602117694,0.5244614530572519,1.5089724442833121,1.8203715608254514,2.0160865635413643,21_Apr_2016,Pulsed Laser Deposition,BZC91/ BZF19/ BZC19,500.0,19.6,850,N,410.0,10,50.0,SiO2,17,21,31,0,0,0,0,23.0,0,120,240,0,0,0,0
Ba0.92959Co0.40302Fe0.25991Y0.0Zr0.33707O3,01099,2,1,2,4.1044288,0.12208,0.44404185,0.50079417,2590.603,654.8831799999999,11.546515,30.770704,37.906677,9.397999800000001,44.14201,0.8899977596217065,2.14999458785019,1.4899962492543175,137.3266543096293,1.681616,1.4304095,0.8211071750000001,69.0148038789,0.929592340043259,0.5292514816829208,1.5030622963914808,1.814618474444968,1.9898144541654548,21_Apr_2016,Pulsed Laser Deposition,BZC91/ BZF19/ BZC19,500.0,19.6,850,N,410.0,10,50.0,SiO2,17,21,31,0,0,0,0,23.0,0,120,240,0,0,0,0
Ba0.92731Co0.3833Fe0.28177Y0.0Zr0.33494O3,01099,3,1,3,4.104770200000001,0.12932000000000002,0.42213723,0.47316188,2822.783,622.03687,11.280173,30.768079999999998,37.893631,13.39599,44.14201,0.8900011764297379,2.150002841937007,1.4900019695284374,137.32718152310855,1.6817132999999997,1.4310900000000002,0.8227594916666666,68.8791058535,0.9273087742543616,0.5292228921717739,1.50235334041675,1.8109811975673906,1.993742221555428,21_Apr_2016,Pulsed Laser Deposition,BZC91/ BZF19/ BZC19,500.0,19.6,850,N,410.0,10,50.0,SiO2,17,21,31,0,0,0,0,23.0,0,120,240,0,0,0,0
Ba0.92832Co0.36196Fe0.29032Y0.0Zr0.34772O3,01099,4,1,4,4.1055655,0.13463999,0.42262554,0.47155237,2933.4585,653.26624,11.061283999999999,30.761971999999997,37.895401,17.393998999999997,44.14201,0.8900047884791364,2.1500115676743183,1.4900080166673182,137.32773886233073,1.674238,1.4340600000000001,0.8246429333333334,69.2647889422,0.9283150053741177,0.5315879752335907,1.4992479866074768,1.8068523435282189,1.9826486294057406,21_Apr_2016,Pulsed Laser Deposition,BZC91/ BZF19/ BZC19,500.0,19.6,850,N,410.0,10,50.0,SiO2,17,21,31,0,0,0,0,23.0,0,120,240,0,0,0,0
Ba0.91346Co0.34158Fe0.2959Y0.0Zr0.36253O3,01099,5,1,5,4.1060286,0.13705,0.44046277,0.46115407,2925.9106,680.3680400000001,11.569958,30.758419,37.869147999999996,21.391991,44.14201,0.8900024417526134,2.1500058986158637,1.4900040878779708,137.32737676242826,1.6658323000000002,1.4373145,0.8264778500000001,69.72637296810001,0.9134574938907608,0.534268930763687,1.4958493068955079,1.802836080698316,1.9695184320752763,21_Apr_2016,Pulsed Laser Deposition,BZC91/ BZF19/ BZC19,500.0,19.6,850,N,410.0,10,50.0,SiO2,17,21,31,0,0,0,0,23.0,0,120,240,0,0,0,0
Ba0.92094Co0.3229Fe0.30856Y0.0Zr0.36855O3,01099,6,1,6,4.1073022,0.13669001,0.42787883,0.41391918,2974.8418,681.26764,11.449956,30.748641999999997,37.866104,25.389999,44.14201,0.8899982284203791,2.1499957203413653,1.4899970340970392,137.3267266452645,1.6618883,1.4391515,0.8280952333333333,69.8816670655,0.9209418331705433,0.5355343246717479,1.493932862760707,1.7993063769964612,1.9651323789478052,21_Apr_2016,Pulsed Laser Deposition,BZC91/ BZF19/ BZC19,500.0,19.6,850,N,410.0,10,50.0,SiO2,17,21,31,0,0,0,0,23.0,0,120,240,0,0,0,0
Ba0.92665Co0.30845Fe0.3266Y0.0Zr0.36495O3,01099,7,1,7,4.1077809,0.13338,0.42298806,0.50690365,2966.4399,666.81464,11.793944999999999,30.744971999999997,37.865322,29.38802,44.14201,0.8899955014973626,2.149989132830707,1.4899924687989552,137.32630588104303,1.6629475,1.43932,0.8292759166666668,69.70911979774999,0.9266546837736392,0.535191580911221,1.493753392456651,1.7967391055899529,1.9699905303563383,21_Apr_2016,Pulsed Laser Deposition,BZC91/ BZF19/ BZC19,500.0,19.6,850,N,410.0,10,50.0,SiO2,17,21,31,0,0,0,0,23.0,0,120,240,0,0,0,0
Ba0.92773Co0.29187Fe0.33186Y0.0Zr0.37627O3,01099,8,1,8,4.1088366999999995,0.1294,0.41999769,0.47088385,2838.4319,605.80823,11.610158,30.736876000000002,37.858215,33.386009,44.14201,0.8899981284673961,2.149995478881912,1.4899968667600227,137.32671122251924,1.6564584999999998,1.441847,0.8307563,70.05840780465,0.9277319508770716,0.537289722904254,1.4911398219657923,1.7935426631853681,1.9601745961089971,21_Apr_2016,Pulsed Laser Deposition,BZC91/ BZF19/ BZC19,500.0,19.6,850,N,410.0,10,50.0,SiO2,17,21,31,0,0,0,0,23.0,0,120,240,0,0,0,0
Ba0.9248Co0.28219Fe0.3446Y0.0Zr0.37321O3,01099,9,1,9,4.10952,0.12007000000000001,0.43069205,0.49565801,2708.5398,554.7782,11.627174,30.731638,37.82922,37.384009999999996,44.14201,0.8900006164986767,2.150001489294556,1.4900010321157622,137.3270951257458,1.6575045,1.441872,0.8315480833333333,69.92025433705,0.9247993593959761,0.5369521569918373,1.4911181362108121,1.7918398971505805,1.9640531406502286,21_Apr_2016,Pulsed Laser Deposition,BZC91/ BZF19/ BZC19,500.0,19.6,850,N,410.0,10,50.0,SiO2,17,21,31,0,0,0,0,23.0,0,120,240,0,0,0,0
Ba0.90533Co0.26376Fe0.35709Y0.0Zr0.37915O3,01099,10,1,10,4.1105523,0.11359000000000001,0.43435109,0.4923135,2514.8613,514.5292400000001,11.30768,30.723732000000002,37.833088000000004,41.381989000000004,44.14201,0.8899960192279237,2.14999038352813,1.4899933355613553,137.3263857668686,1.653613,1.4436844999999998,0.8331438250000001,70.0734901632,0.905334049357869,0.5382130034221573,1.4892383921335515,1.788398702422544,1.9597480508968188,21_Apr_2016,Pulsed Laser Deposition,BZC91/ BZF19/ BZC19,500.0,19.6,850,N,410.0,10,50.0,SiO2,17,21,31,0,0,0,0,23.0,0,120,240,0,0,0,0
