FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant (A),PROPERTY: Film thickness ($\mu$m),PROPERTY: FWHM of 110 peak ($^{\circ}$),PROPERTY: FWHM of 111 peak ($^{\circ}$),PROPERTY: FWHM of 200 peak ($^{\circ}$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Max intensity of 200 peak (counts),PROPERTY: Area of 110 peak,PROPERTY: Position of 110 peak ($^{\circ}$),PROPERTY: Position of 111 peak ($^{\circ}$),PROPERTY: Position of 200 peak ($^{\circ}$),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.85275Co0.02705Fe0.02505Y0.10634Zr0.84156O3,01126,1,1,1,,0.17908999,,,,,,,,,,,5.4000001,44.141998,0.8899964640956397,2.1499914582085675,1.4899940803398912,137.3264544099572,1.3457051000000002,1.5674175000000001,0.8764737416666667,89.21777770375,0.8527533879263176,0.6613606978940926,1.3716775895436712,1.6999871296846603,1.539227471748437,2_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631,600.0,19.2,850,N,344.0,10,50.0,SiO2,0,38,0,0,0,36,0,37.0,0,0,0,0,0,180,0
Ba0.84057Co0.02613Fe0.02663Y0.10872Zr0.83851O3,01126,2,1,2,,0.19423001,,,,,,,,,,,9.397999800000001,44.141998,0.890003540666952,2.150008553296569,1.4900059276334363,137.32754632491068,1.345714,1.5679440000000002,0.876966025,89.18515698735,0.840566655992607,0.6613615825256718,1.371227896721164,1.6990463543139387,1.5398027089237416,2_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631,600.0,19.2,850,N,344.0,10,50.0,SiO2,0,38,0,0,0,36,0,37.0,0,0,0,0,0,180,0
Ba0.84266Co0.0219Fe0.02761Y0.1152Zr0.83529O3,01126,3,1,3,,0.20555,,,,,,,,,,,13.39599,44.141998,0.8900038568330458,2.150009317068594,1.4900064569452114,137.32759510933897,1.343178,1.5702785,0.878521425,89.2729663005,0.8426563483316286,0.6626105079394137,1.3691898074568263,1.696038838148098,1.538288698138283,2_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631,600.0,19.2,850,N,344.0,10,50.0,SiO2,0,38,0,0,0,36,0,37.0,0,0,0,0,0,180,0
Ba0.82272Co0.02224Fe0.02994Y0.12922Zr0.8186O3,01126,4,1,4,,0.21636,,,,,,,,,,,17.39599,44.141998,0.8900009776488959,2.1500023617360964,1.490001636738039,137.32715085122462,1.3429878,1.573366,0.8809963833333333,89.1470538938,0.8227190962579596,0.6627022059685843,1.3664985526165534,1.6912687326825073,1.540456412780854,2_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631,600.0,19.2,850,N,344.0,10,50.0,SiO2,0,38,0,0,0,36,0,37.0,0,0,0,0,0,180,0
Ba0.81788Co0.02143Fe0.03102Y0.13512Zr0.81243O3,01126,5,1,5,,0.22416,,,,,,,,,,,21.391991,44.141998,0.8900017687100721,2.1500042727265787,1.4900029610988847,137.32727291196412,1.3424333,1.5748410000000002,0.8821245333333334,89.12132304085,0.8178783746182934,0.6629765283013108,1.3652199001210779,1.6891072686398678,1.5409025385430852,2_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631,600.0,19.2,850,N,344.0,10,50.0,SiO2,0,38,0,0,0,36,0,37.0,0,0,0,0,0,180,0
Ba0.82203Co0.01922Fe0.03487Y0.1445Zr0.80141O3,01126,6,1,6,,0.22804999,,,,,,,,,,,25.389999,44.141998,0.8899952319654095,2.1499884817141917,1.4899920175600676,137.3262642922627,1.342111,1.5770505,0.8839866416666666,89.0347323229,0.822034403919632,0.6631308676893413,1.3632971688060667,1.685536802627288,1.5423898147323567,2_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631,600.0,19.2,850,N,344.0,10,50.0,SiO2,0,38,0,0,0,36,0,37.0,0,0,0,0,0,180,0
Ba0.81457Co0.01659Fe0.03671Y0.15572Zr0.79097O3,01126,7,1,7,,0.23108999,,,,,,,,,,,29.38802,44.141998,0.8899983749069318,2.1499960742133744,1.4899972793385712,137.32674924813958,1.340337,1.58009,0.8862249249999999,89.02763789705,0.8145714873645817,0.6640108979360653,1.3606795019355697,1.6812856841490564,1.5425181717944918,2_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631,600.0,19.2,850,N,344.0,10,50.0,SiO2,0,38,0,0,0,36,0,37.0,0,0,0,0,0,180,0
Ba0.8122Co0.01764Fe0.03896Y0.16488Zr0.77852O3,01126,8,1,8,,0.22897001,,,,,,,,,,,33.386009,44.141998,0.8899999222481348,2.1499998121724606,1.4899998698311472,137.3269880028872,1.3410452000000002,1.581848,0.8877691999999999,88.8938077878,0.8122000709551354,0.6636613905691879,1.359169662428034,1.67836400477866,1.5448431271017538,2_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631,600.0,19.2,850,N,344.0,10,50.0,SiO2,0,38,0,0,0,36,0,37.0,0,0,0,0,0,180,0
Ba0.81122Co0.01473Fe0.04323Y0.17176Zr0.77028O3,01126,9,1,9,,0.22334,,,,,,,,,,,37.384009999999996,44.141998,0.8900002311447079,2.150000558383283,1.4900003869726008,137.32703566562844,1.3408229,1.5835095,0.8892423249999999,88.82075682835,0.8112197893155492,0.6637716518301618,1.3577440226176622,1.675584196886491,1.5461142256535705,2_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631,600.0,19.2,850,N,344.0,10,50.0,SiO2,0,38,0,0,0,36,0,37.0,0,0,0,0,0,180,0
Ba0.80294Co0.01386Fe0.05112Y0.18296Zr0.75206O3,01126,10,1,10,,0.21583000000000002,,,,,,,,,,,41.384009999999996,44.141998,0.8900000935706761,2.150000226041521,1.4900001566520307,137.3270144379553,1.3430574,1.5853,0.8912789,88.54374623870001,0.8029399155824373,0.6626672051177233,1.3562103236242484,1.671755223479464,1.5509510301014742,2_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631,600.0,19.2,850,N,344.0,10,50.0,SiO2,0,38,0,0,0,36,0,37.0,0,0,0,0,0,180,0
Ba0.7642Co0.01708Fe0.06507Y0.19557Zr0.72229O3,01126,11,1,11,,0.20879,,,,,,,,,,,45.37999,44.141998,0.8899986686582303,2.149996783837298,1.489997771124453,137.32679457396495,1.3504296,1.5857315,0.8931575083333334,87.9179131651,0.7642011431605644,0.6590485491862962,1.3558391088512134,1.668236293400082,1.561988787382619,2_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631,600.0,19.2,850,N,344.0,10,50.0,SiO2,0,38,0,0,0,36,0,37.0,0,0,0,0,0,180,0
Ba0.81762Co0.02676Fe0.02099Y0.09067Zr0.86158O3,01126,12,2,1,,0.22969,,,,,,,,,,,5.4000001,31.643998999999997,0.8900021126636919,2.150005103625772,1.4900035369313491,137.32732598400764,1.3452393,1.564167,0.873710175,89.40710618770001,0.8176180591550704,0.6615938983225452,1.374536800498778,1.7053750540691015,1.5359777521006508,2_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631,600.0,19.2,850,N,344.0,10,50.0,SiO2,0,38,0,0,0,36,0,37.0,0,0,0,0,0,180,0
Ba0.81151Co0.02512Fe0.02225Y0.09887Zr0.85376O3,01126,13,2,2,,0.24698,,,,,,,,,,,9.397999800000001,31.643998999999997,0.890001629783545,2.1500039371175523,1.490002728514025,137.327251475601,1.3440653,1.566356,0.8753270583333332,89.3964767379,0.8115085139514352,0.6621714211233226,1.37261512524455,1.7022240022501591,1.5361595499812417,2_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631,600.0,19.2,850,N,344.0,10,50.0,SiO2,0,38,0,0,0,36,0,37.0,0,0,0,0,0,180,0
Ba0.79994Co0.02499Fe0.0233Y0.10627Zr0.84544O3,01126,14,2,3,,0.26278999,,,,,,,,,,,13.39599,31.643998999999997,0.88999645426272,2.1499914344548854,1.489994063878037,137.3264528927377,1.3437048,1.5680745,0.8766631,89.34637228254999,0.7999431869532357,0.6623452221520084,1.3711028617931644,1.699619915424793,1.5370120731757855,2_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631,600.0,19.2,850,N,344.0,10,50.0,SiO2,0,38,0,0,0,36,0,37.0,0,0,0,0,0,180,0
Ba0.80231Co0.02408Fe0.02547Y0.11579Zr0.83466O3,01126,15,2,4,,0.27373001,,,,,,,,,,,17.393998999999997,31.643998999999997,0.8900010976215695,2.150002651557724,1.490001837591167,137.32716936300818,1.3432420999999999,1.570311,0.8784438416666667,89.27691569710001,0.8023090105262073,0.6625768337826589,1.3691572252615718,1.696183372137022,1.5382158791073581,2_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631,600.0,19.2,850,N,344.0,10,50.0,SiO2,0,38,0,0,0,36,0,37.0,0,0,0,0,0,180,0
Ba0.79796Co0.02068Fe0.02759Y0.1234Zr0.82833O3,01126,16,2,5,,0.28099999,,,,,,,,,,,21.391991,31.643998999999997,0.8900048690104104,2.15001176221616,1.4900081514893389,137.32775128830633,1.341595,1.5725755000000001,0.8801094083333334,89.2940598326,0.7979556345457397,0.6633931022480036,1.3671914399125256,1.692980596936207,1.5379270641939153,2_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631,600.0,19.2,850,N,344.0,10,50.0,SiO2,0,38,0,0,0,36,0,37.0,0,0,0,0,0,180,0
Ba0.79735Co0.01984Fe0.03011Y0.12884Zr0.82121O3,01126,17,2,6,,0.28613999,,,,,,,,,,,25.389999,31.643998999999997,0.8900055000127045,2.1500132865475443,1.490009207886438,137.3278486519603,1.3417946,1.5737255,0.8811467083333333,89.21941829280001,0.7973450725752483,0.6632948888098853,1.3661933333021192,1.6909887919853355,1.5392147951612751,2_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631,600.0,19.2,850,N,344.0,10,50.0,SiO2,0,38,0,0,0,36,0,37.0,0,0,0,0,0,180,0
Ba0.79602Co0.01777Fe0.03247Y0.14505Zr0.80471O3,01126,18,2,7,,0.28525999,,,,,,,,,,,29.38802,31.643998999999997,0.8899973198038859,2.1499935253689375,1.489995512930101,137.32658644573957,1.3400530000000002,1.5778380000000003,0.8842365583333334,89.16518860765001,0.7960223971866693,0.6641508356788021,1.3626199428388321,1.6850643630235573,1.5401367797247894,2_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631,600.0,19.2,850,N,344.0,10,50.0,SiO2,0,38,0,0,0,36,0,37.0,0,0,0,0,0,180,0
Ba0.79337Co0.01625Fe0.03598Y0.15667Zr0.79109O3,01126,19,2,8,,0.27978000000000003,,,,,,,,,,,33.386009,31.643998999999997,0.8900027859940426,2.1500067302103276,1.4900046641922735,137.32742987888076,1.3396805,1.580505,0.8864325666666667,89.06224119824999,0.7933675164975567,0.6643395839485926,1.3603289646096202,1.6809001837503263,1.5419265002908904,2_June_2016,Pulsed Laser Deposition,BZC91/ BZYF631,600.0,19.2,850,N,344.0,10,50.0,SiO2,0,38,0,0,0,36,0,37.0,0,0,0,0,0,180,0
