FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant (A),PROPERTY: Film thickness ($\mu$m),PROPERTY: FWHM of 110 peak ($^{\circ}$),PROPERTY: FWHM of 111 peak ($^{\circ}$),PROPERTY: FWHM of 200 peak ($^{\circ}$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Max intensity of 200 peak (counts),PROPERTY: Area of 110 peak,PROPERTY: Position of 110 peak ($^{\circ}$),PROPERTY: Position of 111 peak ($^{\circ}$),PROPERTY: Position of 200 peak ($^{\circ}$),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.88225Co0.0Fe0.8927Y0.0Zr0.1073O3,01157,1,1,1,4.1233902,0.15961,0.56233639,0.38267958,0.68087184,1975.5818,1248.095,716.42401,7.5447512,30.625727,37.632458,43.790077000000004,5.4000001,44.141998,0.8900006850503465,2.1500016548969043,1.4900011468820407,137.32710570326844,1.77635,1.4160949999999999,0.8533047500000001,59.6411667,0.8822493209155022,0.5010277732712283,1.5182608899098609,1.7461535833265203,2.302555655794514,11_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,18.5,850,N,200.0,10,1.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.87219Co0.0Fe0.88444Y0.0Zr0.11556O3,01157,2,1,2,4.1201935,0.1736,0.59791261,0.34650162,0.74954838,1924.1986,2207.5024,212.35249,7.2980065000000005,30.65007,37.662884000000005,43.850105,9.397999800000001,44.141998,0.8899957334463845,2.1499896931569964,1.4899928571181045,137.32634167077714,1.7722200000000001,1.4173339999999999,0.8533667,59.933397240000005,0.8721941811946485,0.5021925796156146,1.5169252223942957,1.746017107438226,2.2913158271482814,11_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,18.5,850,N,200.0,10,1.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.87668Co0.0Fe0.88535Y0.0Zr0.11465O3,01157,3,1,3,4.1189733,0.18545999999999999,0.60325968,0.34426975,,2024.1373,2536.7168,,7.0720315000000005,30.659374,37.686852,,13.39599,44.141998,0.8899960761370043,2.1499905210051224,1.4899934308361082,137.32639454793977,1.772675,1.4171974999999999,0.853359875,59.90120234999999,0.8766838651543567,0.5020638730376432,1.5170719119989433,1.746031744035432,2.2925482154022205,11_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,18.5,850,N,200.0,10,1.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.87701Co0.0Fe0.88469Y0.0Zr0.11531O3,01157,4,1,4,4.1173162,0.19291,0.6257354,0.35259351,,1956.4424,2650.7773,,6.9202008,30.672017999999998,37.7029,,17.393998999999997,44.141998,0.8900030882440628,2.1500074603648707,1.4900051702063521,137.32747651605888,1.772345,1.4172964999999997,0.853364825,59.924552489999996,0.8770069568409803,0.5021613107177568,1.5169778944383698,1.7460353726278233,2.2916729589090483,11_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,18.5,850,N,200.0,10,1.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.88234Co0.0Fe0.88511Y0.0Zr0.11489O3,01157,5,1,5,4.1181369,0.19677999999999998,0.6361446999999999,0.34872177,,1983.6470000000002,2684.885,,7.114828599999999,30.665753999999996,37.703106,,21.391991,44.141998,0.8899994911789653,2.14999877082559,1.4899991481535486,137.32692148891434,1.7725549999999999,1.4172334999999998,0.853361675,59.909693309999994,0.8823405044420319,0.5020997888240226,1.5170391970169985,1.746034760880899,2.2922320896941066,11_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,18.5,850,N,200.0,10,1.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.88433Co0.0Fe0.88733Y0.0Zr0.11267O3,01157,6,1,6,4.1192012,0.19484,0.62164825,0.3494142,,1972.1670000000001,2667.0046,,6.756170699999999,30.657639,37.699478000000006,,25.389999,44.141998,0.8899962481510502,2.1499909365446714,1.4899937188146795,137.32642108970703,1.773665,1.4169004999999997,0.853345025,59.83115193,0.8843337279624366,0.50178373489416,1.5173902024487054,1.7460624661339996,2.295232778576173,11_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,18.5,850,N,200.0,10,1.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.88439Co0.0Fe0.88657Y0.0Zr0.11343O3,01157,7,1,7,4.118871700000001,0.18811999,0.6232354,0.35530177,,1876.29,2488.1902,,6.5632753,30.660149,37.697491,,29.38802,44.141998,0.8899982190629572,2.1499956977363572,1.489997018431243,137.3267252014143,1.773285,1.4170144999999998,0.853350725,59.85803996999999,0.8843917697146776,0.5018923743577356,1.5172714871558177,1.746054669879425,2.2942068479061546,11_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,18.5,850,N,200.0,10,1.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.88364Co0.0Fe0.88534Y0.0Zr0.11466O3,01157,8,1,8,4.1198192,0.177,0.61665058,0.3605231,,1799.5573,2290.6687,,6.8772216,30.652924,37.689636,,33.386009,44.141998,0.8899991422930813,2.149997928011376,1.489998564063698,137.32686765582244,1.7726700000000002,1.417199,0.8533599500000001,59.901556140000004,0.8836408515785079,0.5020670188433726,1.5170755328019396,1.7460376058938525,2.2925425732658176,11_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,18.5,850,N,200.0,10,1.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.889Co0.0Fe0.88622Y0.0Zr0.11378O3,01157,9,1,9,4.1212153,0.16292,0.62270498,0.35462794,,1650.8661,1954.0135,,6.863723299999999,30.642284000000004,37.675152000000004,,37.384009999999996,44.141998,0.8900007978130052,2.15000192730108,1.4900013356644692,137.3271231025467,1.7731100000000002,1.4170669999999999,0.85335335,59.87042262,0.8889992030841284,0.5019433638144306,1.517219670842014,1.7460543579801606,2.2937389965353594,11_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,18.5,850,N,200.0,10,1.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.88683Co0.0Fe0.88752Y0.0Zr0.11248O3,01157,10,1,10,4.1236272000000005,0.14703,0.60685724,0.37232471,0.66068619,1552.504,1533.7285,204.88834,6.6498656,30.623921999999997,37.657162,43.793449,41.381989000000004,44.141998,0.8899968837278924,2.149992471926931,1.4899947828702917,137.3265191592138,1.77376,1.416872,0.8533436,59.82442992,0.8868331051834492,0.5017572184105473,1.5174218079875466,1.7460666288119953,2.2954923154780276,11_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,18.5,850,N,200.0,10,1.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.87792Co0.0Fe0.89059Y0.0Zr0.10941O3,01157,11,1,11,4.1269646,0.13099,0.58149904,0.3947084,0.75087851,1390.9453,941.7525,374.41364,6.568922,30.598553000000003,37.64291,43.734928000000004,45.37999,44.141998,0.8900008793672163,2.150002124314062,1.4900014721990475,137.3271356863615,1.775295,1.4164115,0.853320575,59.71581639,0.8779191325693217,0.501325627215317,1.5179219628717093,1.746121581797143,2.2996777736318155,11_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,18.5,850,N,200.0,10,1.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.85475Co0.0Fe0.8559Y0.0Zr0.1441O3,01157,12,2,1,4.114532,0.31742001,0.62508738,0.37513998,,3424.1072,4209.9805,,7.772566800000001,30.693283,37.716808,,5.4000001,31.643998999999997,0.8900020255518288,2.150004893187002,1.4900033910923876,137.32731254264718,1.7579500000000001,1.4216149999999999,0.85358075,60.9431139,0.8547480546781064,0.5062726616523956,1.5123679007234747,1.7455916046518007,2.2533688181405376,11_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,18.5,850,N,200.0,10,1.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.85186Co0.0Fe0.85211Y0.0Zr0.14789O3,01157,13,2,2,4.1120424,0.34134001,0.63785082,0.37281996,,3492.0247,4604.1123,,7.3424397,30.712324,37.754635,,9.397999800000001,31.643998999999997,0.8899951379435693,2.1499882545827798,1.4899918601527171,137.32624978469275,1.7560550000000001,1.4221835,0.8536091750000001,61.077200309999995,0.8518646537236153,0.5068150701108844,1.5117516513043356,1.7455199683774685,2.2484044633298086,11_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,18.5,850,N,200.0,10,1.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
