Point	Row	Column	FWHM_110
1	1	1	0.52582318
2	1	2	0.53289717
3	1	3	0.50999773
4	1	4	0.46613204
5	1	5	0.46663034
6	1	6	0.47937694
7	1	7	0.46608517
8	1	8	0.45975482
9	1	9	0.49336749
10	1	10	0.51505786
11	1	11	0.51141143
12	2	1	0.51969659
13	2	2	0.49064222
14	2	3	0.52158284
15	2	4	
16	2	5	
17	2	6	
18	2	7	
19	2	8	
20	2	9	
21	2	10	
22	2	11	
23	3	1	0.50525278
24	3	2	0.45813888
25	3	3	0.61736923
26	3	4	
27	3	5	
28	3	6	
29	3	7	
30	3	8	
31	3	9	
32	3	10	
33	3	11	0.56855023
34	4	1	0.52654028
35	4	2	0.51085019
36	4	3	0.47739679
37	4	4	0.44300008
38	4	5	0.4847098
39	4	6	0.49632123
40	4	7	0.49792409
41	4	8	0.50593621
42	4	9	0.49446091
43	4	10	0.49791369
44	4	11	0.52176732
