Point	Row	Column	MaxInt_200
1	1	1	460.51328
2	1	2	422.18967
3	1	3	366.94589
4	1	4	316.2334
5	1	5	
6	1	6	
7	1	7	
8	1	8	
9	1	9	
10	1	10	
11	1	11	
12	2	1	672.29144
13	2	2	550.93713
14	2	3	575.75067
15	2	4	562.51178
16	2	5	590.59778
17	2	6	738.20996
18	2	7	857.06299
19	2	8	742.83899
20	2	9	759.02747
21	2	10	542.15436
22	2	11	
23	3	1	339.77954
24	3	2	304.69388
25	3	3	
26	3	4	390.92734
27	3	5	609.91174
28	3	6	618.54486
29	3	7	
30	3	8	
31	3	9	
32	3	10	
33	3	11	534.95703
34	4	1	
35	4	2	
36	4	3	
37	4	4	
38	4	5	
39	4	6	
40	4	7	
41	4	8	358.28571
42	4	9	
43	4	10	
44	4	11	
