Point	Row	Column	Pos_200
1	1	1	43.392963
2	1	2	43.382904
3	1	3	43.378159
4	1	4	43.346939
5	1	5	
6	1	6	
7	1	7	
8	1	8	
9	1	9	
10	1	10	
11	1	11	
12	2	1	43.390713
13	2	2	43.380051
14	2	3	43.35434
15	2	4	43.331932
16	2	5	43.284229
17	2	6	43.244118
18	2	7	43.204052
19	2	8	43.144264
20	2	9	43.141762
21	2	10	43.158497
22	2	11	
23	3	1	43.4133
24	3	2	43.412388
25	3	3	
26	3	4	43.313675
27	3	5	43.26646
28	3	6	43.222847
29	3	7	
30	3	8	
31	3	9	
32	3	10	
33	3	11	43.111397
34	4	1	
35	4	2	
36	4	3	
37	4	4	
38	4	5	
39	4	6	
40	4	7	
41	4	8	43.225971
42	4	9	
43	4	10	
44	4	11	
