Point	Row	Column	_s_MaxIntensity
1	1	1	0.036676496
2	1	2	0.039604999
3	1	3	0.0349814
4	1	4	0.036804095
5	1	5	0.034588601
6	1	6	0.0325354
7	1	7	0.034639198
8	1	8	0.033323698
9	1	9	0.0335478
10	1	10	0.037563704
11	1	11	0.03889
12	2	1	0.0467402
13	2	2	0.055407599
14	2	3	0.051888399
15	2	4	0.049521293
16	2	5	0.049810495
17	2	6	0.045711506
18	2	7	0.048939001
19	2	8	0.045820903
20	2	9	0.045270305
21	2	10	0.044585705
22	2	11	0.047770001
23	3	1	0.043756802
24	3	2	0.047185697
25	3	3	0.050202105
26	3	4	0.052489199
27	3	5	0.052863907
28	3	6	0.049283199
29	3	7	0.048485599
30	3	8	0.050175495
31	3	9	0.046014294
32	3	10	0.045407496
33	3	11	0.048317801
34	4	1	0.035264
35	4	2	0.0381306
36	4	3	0.038813695
37	4	4	0.040978897
38	4	5	0.034785599
39	4	6	0.037615199
40	4	7	0.038489401
41	4	8	0.040094905
42	4	9	0.038034599
43	4	10	0.041947
44	4	11	0.042674601
