Point	Row	Column	d_um
1	1	1	0.099430002
2	1	2	0.099370003
3	1	3	0.097290002
4	1	4	0.094630003
5	1	5	0.089670002
6	1	6	0.084040001
7	1	7	0.077760004
8	1	8	0.070260003
9	1	9	0.063129999
10	1	10	0.056260001
11	1	11	0.054439999
12	2	1	0.11992
13	2	2	0.1207
14	2	3	0.12028
15	2	4	0.11688
16	2	5	0.11101
17	2	6	0.10329
18	2	7	0.094870001
19	2	8	0.085730001
20	2	9	0.07643
21	2	10	0.067129999
22	2	11	0.05982
23	3	1	0.11385
24	3	2	0.11506
25	3	3	0.1143
26	3	4	0.11286
27	3	5	0.10707
28	3	6	0.10075
29	3	7	0.093419999
30	3	8	0.084629998
31	3	9	0.076410003
32	3	10	0.067469999
33	3	11	0.058669999
34	4	1	0.086719997
35	4	2	0.088069998
36	4	3	0.089340001
37	4	4	0.08636
38	4	5	0.082999997
39	4	6	0.079460002
40	4	7	0.074670002
41	4	8	0.069020003
42	4	9	0.062270001
43	4	10	0.056609999
44	4	11	0.051059999
