Point	Row	Column	FWHM_110
1	1	1	0.44862342
2	1	2	0.44404185
3	1	3	0.42213723
4	1	4	0.42262554
5	1	5	0.44046277
6	1	6	0.42787883
7	1	7	0.42298806
8	1	8	0.41999769
9	1	9	0.43069205
10	1	10	0.43435109
11	1	11	0.43924561
12	2	1	0.45418978
13	2	2	0.47253692
14	2	3	0.47876084
15	2	4	0.47254619
16	2	5	0.48166707
17	2	6	0.47624826
18	2	7	0.51376927
19	2	8	0.49565452
20	2	9	0.49500728
21	2	10	0.47270831
22	2	11	0.4612152
23	3	1	0.50008374
24	3	2	0.50996774
25	3	3	0.50438881
26	3	4	0.50488603
27	3	5	0.49823609
28	3	6	0.49955317
29	3	7	0.4973982
30	3	8	0.50481719
31	3	9	0.4897472
32	3	10	0.48247752
33	3	11	0.4350929
34	4	1	0.50965697
35	4	2	0.47564578
36	4	3	0.45302328
37	4	4	0.46333775
38	4	5	0.44236627
39	4	6	0.44908893
40	4	7	0.45334408
41	4	8	0.44948709
42	4	9	0.449431
43	4	10	0.4387067
44	4	11	0.44673085
