Point	Row	Column	FWHM_111
1	1	1	0.43337402
2	1	2	0.40511239
3	1	3	0.40638444
4	1	4	0.41130191
5	1	5	0.38211191
6	1	6	0.48625585
7	1	7	0.45110881
8	1	8	0.4198409
9	1	9	0.43373159
10	1	10	0.4199791
11	1	11	0.43391216
12	2	1	0.41768035
13	2	2	0.38748434
14	2	3	0.38801202
15	2	4	0.39088655
16	2	5	0.41676885
17	2	6	0.3962847
18	2	7	0.38639197
19	2	8	0.40653157
20	2	9	0.3971175
21	2	10	0.40267244
22	2	11	0.41557729
23	3	1	0.40190318
24	3	2	0.39431396
25	3	3	0.411522
26	3	4	0.40562379
27	3	5	0.42958352
28	3	6	0.41988689
29	3	7	0.43542421
30	3	8	0.42144111
31	3	9	0.41542268
32	3	10	0.41125613
33	3	11	0.42983893
34	4	1	0.40650395
35	4	2	0.39914721
36	4	3	0.44789541
37	4	4	0.4113633
38	4	5	0.40498784
39	4	6	0.40958953
40	4	7	0.39053974
41	4	8	0.42990601
42	4	9	0.4115935
43	4	10	0.42495227
44	4	11	0.42371219
