Point	Row	Column	Pos_111
1	1	1	37.825897
2	1	2	37.742611
3	1	3	37.655651
4	1	4	37.59811
5	1	5	37.562172
6	1	6	37.541641
7	1	7	37.526485
8	1	8	37.529408
9	1	9	37.551903
10	1	10	37.580193
11	1	11	37.625469
12	2	1	37.675392
13	2	2	37.588734
14	2	3	37.52095
15	2	4	37.474594
16	2	5	37.44701
17	2	6	37.421753
18	2	7	37.406567
19	2	8	37.414352
20	2	9	37.438976
21	2	10	37.466698
22	2	11	37.488033
23	3	1	37.497864
24	3	2	37.449646
25	3	3	37.413853
26	3	4	37.384289
27	3	5	37.359566
28	3	6	37.34663
29	3	7	37.348671
30	3	8	37.355892
31	3	9	37.37867
32	3	10	37.409458
33	3	11	37.415173
34	4	1	37.532871
35	4	2	37.498749
36	4	3	37.447876
37	4	4	37.428646
38	4	5	37.420593
39	4	6	37.391552
40	4	7	37.405228
41	4	8	37.426456
42	4	9	37.42392
43	4	10	37.437878
44	4	11	37.472839
