Point	Row	Column	MaxInt_110
1	1	1	4397.2661
2	1	2	5100.5796
3	1	3	4795.7788
4	1	4	4654.1367
5	1	5	4474.9287
6	1	6	4447.3184
7	1	7	4437.8921
8	1	8	4390.8726
9	1	9	4499.2119
10	1	10	4732.4351
11	1	11	5050.5605
12	2	1	5030.6504
13	2	2	4931.2583
14	2	3	4703.0903
15	2	4	4668.1167
16	2	5	4634.5791
17	2	6	4583.4297
18	2	7	4579.8765
19	2	8	4497.2783
20	2	9	4624.4458
21	2	10	4885.7217
22	2	11	4876.9995
23	3	1	6098.4878
24	3	2	5338.7554
25	3	3	5122.667
26	3	4	5031.3428
27	3	5	5031.6084
28	3	6	4987.8247
29	3	7	5022.792
30	3	8	5101.0884
31	3	9	5395.0879
32	3	10	5585.8989
33	3	11	5423.7612
34	4	1	5218.5918
35	4	2	5553.0239
36	4	3	5902.8555
37	4	4	6086.0952
38	4	5	6173.8896
39	4	6	6257.2051
40	4	7	6228.8501
41	4	8	6283.5322
42	4	9	6332.9961
43	4	10	6284.0825
44	4	11	5817.4761
