Point	Row	Column	FWHM_111
1	1	1	0.40088677
2	1	2	0.39146617
3	1	3	0.37458158
4	1	4	0.34876749
5	1	5	0.33303693
6	1	6	0.33735782
7	1	7	0.33528659
8	1	8	0.331586
9	1	9	0.3653281
10	1	10	0.37832156
11	1	11	0.4206441
12	2	1	0.36375862
13	2	2	0.34040129
14	2	3	0.33456221
15	2	4	0.3159987
16	2	5	0.31507191
17	2	6	0.31697309
18	2	7	0.32590407
19	2	8	0.32287079
20	2	9	0.34030196
21	2	10	0.37158373
22	2	11	0.40796676
23	3	1	0.36814713
24	3	2	0.34314144
25	3	3	0.34072277
26	3	4	0.32516679
27	3	5	0.3211942
28	3	6	0.32184732
29	3	7	0.33416709
30	3	8	0.34633982
31	3	9	0.3643446
32	3	10	0.39421567
33	3	11	0.40649033
34	4	1	0.41759911
35	4	2	0.40428641
36	4	3	0.41085768
37	4	4	0.39308831
38	4	5	0.38759565
39	4	6	0.38156641
40	4	7	0.41211841
41	4	8	0.38630122
42	4	9	0.40028226
43	4	10	0.45837602
44	4	11	0.51299202
