Point	Row	Column	Frac_110
1	1	1	0.74761438
2	1	2	0.74148148
3	1	3	0.6920706
4	1	4	0.64271563
5	1	5	0.61336416
6	1	6	0.60671461
7	1	7	0.60875481
8	1	8	0.63330227
9	1	9	0.69011062
10	1	10	0.73220623
11	1	11	0.78103369
12	2	1	0.6900239
13	2	2	0.64248008
14	2	3	0.6112147
15	2	4	0.58666897
16	2	5	0.57223994
17	2	6	0.57727456
18	2	7	0.59886652
19	2	8	0.62009698
20	2	9	0.68362206
21	2	10	0.72179317
22	2	11	0.7350809
23	3	1	0.80405039
24	3	2	0.72865158
25	3	3	0.6910333
26	3	4	0.67382628
27	3	5	0.66110402
28	3	6	0.67104548
29	3	7	0.6977433
30	3	8	0.73570585
31	3	9	0.75779724
32	3	10	0.78387457
33	3	11	0.77778757
34	4	1	0.80452317
35	4	2	0.80972379
36	4	3	0.81439477
37	4	4	0.81808591
38	4	5	0.81740391
39	4	6	0.81850046
40	4	7	0.81840259
41	4	8	0.82755113
42	4	9	0.83576328
43	4	10	0.83483028
44	4	11	0.84491205
