Point	Row	Column	_s_MaxIntensity
1	1	1	0.0094672004
2	1	2	0.0086564003
3	1	3	0.0103958
4	1	4	0.0124704
5	1	5	0.0114154
6	1	6	0.0119046
7	1	7	0.010399701
8	1	8	0.031064097
9	1	9	0.053380601
10	1	10	0.019371903
11	1	11	0.0347284
12	2	1	0.012840899
13	2	2	0.021399302
14	2	3	0.0217268
15	2	4	0.018511102
16	2	5	0.025229599
17	2	6	0.032184001
18	2	7	0.023456497
19	2	8	0.023464199
20	2	9	0.0271612
21	2	10	0.033797905
22	2	11	0.044555295
23	3	1	0.0105256
24	3	2	0.017117498
25	3	3	0.019804697
26	3	4	0.025507502
27	3	5	0.0309962
28	3	6	0.029569799
29	3	7	0.064654097
30	3	8	0.0305412
31	3	9	0.041845504
32	3	10	0.0488392
33	3	11	0.051251799
34	4	1	0.0012057001
35	4	2	0.0154256
36	4	3	0.0239914
37	4	4	0.022027101
38	4	5	0.027698601
39	4	6	0.022848399
40	4	7	0.031960104
41	4	8	0.033776201
42	4	9	0.037239999
43	4	10	0.040780399
44	4	11	0.054200798
