FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant (A),PROPERTY: Film thickness ($\mu$m),PROPERTY: FWHM of 110 peak ($^{\circ}$),PROPERTY: FWHM of 200 peak ($^{\circ}$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 200 peak (counts),PROPERTY: Area of 110 peak,PROPERTY: Position of 110 peak ($^{\circ}$),PROPERTY: Position of 200 peak ($^{\circ}$),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.96259Co0.01342Fe0.52308Y0.0Zr0.46351O3,01028,1,1,1,,0.075309999,,,,,,,,5.4000001,44.141998,0.8899974436676061,2.1499938245902843,1.489995720297453,137.32660555791162,1.5989342999999998,1.4688695,0.8548553333333333,72.2855223169,0.9625927648394009,0.5566191454318081,1.4637064930480783,1.742979966548866,1.8997802209392811,17_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,425.0,18,800,Y,100.0,10,50.0,SiO2,0,66,100,0,0,0,0,83.0,0,90,270,0,0,0,0
Ba0.96807Co0.01129Fe0.512Y0.0Zr0.47671O3,01028,2,1,2,,0.07970000099999999,,,,,,,,9.397999800000001,44.141998,0.8899977287976406,2.1499945133875586,1.4899961976499827,137.32664955347596,1.5922095,1.470942,0.8551250833333334,72.74538881155,0.9680724704364931,0.5589702415402248,1.461644655865125,1.7424307001285477,1.887771194806951,17_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,425.0,18,800,Y,100.0,10,50.0,SiO2,0,66,100,0,0,0,0,83.0,0,90,270,0,0,0,0
Ba0.94611Co0.01404Fe0.49618Y0.0Zr0.48977O3,01028,3,1,3,,0.084559999,,,,,,,,13.39599,44.141998,0.8900042669066198,2.1500103076957666,1.4900071434728803,137.32765838369144,1.5857987,1.4727495,0.85498305,73.2153726378,0.9461054641082384,0.5612340752370524,1.4598615091675582,1.7427329623351953,1.8756670004680305,17_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,425.0,18,800,Y,100.0,10,50.0,SiO2,0,66,100,0,0,0,0,83.0,0,90,270,0,0,0,0
Ba0.93227Co0.01701Fe0.4738Y0.0Zr0.50919O3,01028,4,1,4,,0.086989999,,,,,,,,17.393998999999997,44.141998,0.889997444983295,2.149993827768634,1.489995722500123,137.32660576092243,1.5762555,1.4755280000000002,0.85488725,73.91216320695,0.9322726763733278,0.5646276539452487,1.457101341193548,1.742914896087318,1.8579703231850417,17_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,425.0,18,800,Y,100.0,10,50.0,SiO2,0,66,100,0,0,0,0,83.0,0,90,270,0,0,0,0
Ba0.9325Co0.01319Fe0.46528Y0.0Zr0.52153O3,01028,5,1,5,,0.08882000300000001,,,,,,,,21.391991,44.141998,0.8900018965177392,2.150004581475437,1.490003175069024,137.32729263268715,1.5698945000000002,1.47757,0.8553013166666668,74.33694316205,0.9324980129224457,0.566918284329131,1.4550949068236612,1.742079833193706,1.8473626543039579,17_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,425.0,18,800,Y,100.0,10,50.0,SiO2,0,66,100,0,0,0,0,83.0,0,90,270,0,0,0,0
Ba0.93415Co0.01513Fe0.44536Y0.0Zr0.5395O3,01028,6,1,6,,0.08888000199999999,,,,,,,,25.389999,44.141998,0.8899981022036358,2.1499954154357495,1.4899968227903566,137.32670717002102,1.5609882000000002,1.4801544999999998,0.8552642833333333,74.97813644035,0.9341519919441055,0.570150435604597,1.4525479707934204,1.742147838774697,1.8315566869186377,17_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,425.0,18,800,Y,100.0,10,50.0,SiO2,0,66,100,0,0,0,0,83.0,0,90,270,0,0,0,0
Ba0.91711Co0.01533Fe0.42472Y0.0Zr0.55995O3,01028,7,1,7,,0.087099999,,,,,,,,29.38802,44.141998,0.889999120057327,2.14999787429579,1.4899985268375473,137.32686422484556,1.5507914999999999,1.4832259999999997,0.85540935,75.70281307935,0.9171109067472165,0.5738999214641859,1.4495416573710211,1.7418543844973724,1.8140259078734977,17_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,425.0,18,800,Y,100.0,10,50.0,SiO2,0,66,100,0,0,0,0,83.0,0,90,270,0,0,0,0
Ba0.91236Co0.01419Fe0.41244Y0.0Zr0.57336O3,01028,8,1,8,4.1273136,0.084299996,0.48947945,0.64393359,640.84796,261.7023,2.5792813,30.595903000000003,43.869133000000005,33.386009,44.141998,0.889999666894858,2.149999195307803,1.4899994423295937,137.32694860187658,1.5440112,1.4852805,0.85559735,76.17316647705,0.9123603414740685,0.5764204734362406,1.4475374821845457,1.7414727176628044,1.8028257843692428,17_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,425.0,18,800,Y,100.0,10,50.0,SiO2,0,66,100,0,0,0,0,83.0,0,90,270,0,0,0,0
Ba0.9064Co0.0203Fe0.3991Y0.0Zr0.5806O3,01028,9,1,9,4.1245227,0.08088000099999999,0.48734659,0.69904912,1104.171,255.19477999999998,5.4861755,30.617110999999998,43.833614000000004,37.384009999999996,44.141998,0.8900007174451373,2.1500017331539834,1.4900012011160164,137.32711070178468,1.540715,1.486075,0.8551459166666666,76.4487377585,0.9063992693351143,0.5776543471343741,1.4467652932415815,1.7423941014932245,1.7963293407877865,17_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,425.0,18,800,Y,100.0,10,50.0,SiO2,0,66,100,0,0,0,0,83.0,0,90,270,0,0,0,0
Ba0.88407Co0.01801Fe0.39427Y0.0Zr0.58773O3,01028,10,1,10,4.1244144,0.076360002,0.50887001,,1154.9623,,6.5551729000000005,30.617935,,41.384009999999996,44.141998,0.889996806937496,2.149992286422041,1.489994654311089,137.32650731045564,1.5370538,1.487273,0.8554006583333333,76.69447651195,0.8840731717987591,0.5790277522735353,1.445593570529446,1.7418675562095094,1.790565808074306,17_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,425.0,18,800,Y,100.0,10,50.0,SiO2,0,66,100,0,0,0,0,83.0,0,90,270,0,0,0,0
