Point	Row	Column	Norm_d
1	1	1	0.1191476
2	1	2	0.29372245
3	1	3	0.45685491
4	1	4	0.59521312
5	1	5	0.68286794
6	1	6	0.70186859
7	1	7	0.65001053
8	1	8	0.55259293
9	1	9	0.41045558
10	1	10	0.26726854
11	1	11	0.12061726
12	2	1	0.38715094
13	2	2	0.59363848
14	2	3	0.79204285
15	2	4	0.9222129
16	2	5	1
17	2	6	0.99622089
18	2	7	0.92725176
19	2	8	0.80170059
20	2	9	0.66197777
21	2	10	0.51186228
22	2	11	0.33928198
23	3	1	0.40100777
24	3	2	0.58335084
25	3	3	0.72811252
26	3	4	0.82070124
27	3	5	0.86678565
28	3	6	0.86626077
29	3	7	0.80831409
30	3	8	0.73283643
31	3	9	0.6117993
32	3	10	0.47333613
33	3	11	0.30128071
34	4	1	0.10707537
35	4	2	0.21897964
36	4	3	0.29876128
37	4	4	0.36143187
38	4	5	0.38778082
39	4	6	0.38284695
40	4	7	0.35691792
41	4	8	0.30411506
42	4	9	0.23588075
43	4	10	0.12240185
44	4	11	0
