Point	Row	Column	MaxInt_110
1	1	1	2820.2502
2	1	2	3074.248
3	1	3	3217.4583
4	1	4	3171.9651
5	1	5	3173.1477
6	1	6	3165.9768
7	1	7	3196.2068
8	1	8	3264.6587
9	1	9	3172.5398
10	1	10	3124.676
11	1	11	2364.5493
12	2	1	3229.3103
13	2	2	3687.3704
14	2	3	3603.793
15	2	4	3571.377
16	2	5	3600.8865
17	2	6	3552.6411
18	2	7	3571.3386
19	2	8	3599.5359
20	2	9	3550.3579
21	2	10	3677.8867
22	2	11	3413.386
23	3	1	3489.7368
24	3	2	3776.4351
25	3	3	3902.0994
26	3	4	4012.0466
27	3	5	4060.344
28	3	6	3951.9009
29	3	7	3988.6677
30	3	8	3846.1028
31	3	9	3788.0269
32	3	10	3692.9478
33	3	11	3305.9282
34	4	1	1065.1416
35	4	2	944.33533
36	4	3	974.88843
37	4	4	1250.7549
38	4	5	1678.3517
39	4	6	2472.1321
40	4	7	2783.0139
41	4	8	3172.532
42	4	9	3316.7295
43	4	10	3133.9866
44	4	11	2689.3298
