Point	Row	Column	FWHM_200
1	1	1	
2	1	2	
3	1	3	
4	1	4	
5	1	5	
6	1	6	
7	1	7	
8	1	8	0.84068632
9	1	9	0.80990088
10	1	10	
11	1	11	
12	2	1	
13	2	2	
14	2	3	
15	2	4	
16	2	5	
17	2	6	
18	2	7	0.76778531
19	2	8	0.82545316
20	2	9	0.78636229
21	2	10	0.81591654
22	2	11	
23	3	1	0.77580273
24	3	2	0.78559017
25	3	3	0.81401312
26	3	4	0.79160625
27	3	5	0.6935221
28	3	6	0.68910772
29	3	7	0.75374269
30	3	8	0.6844036
31	3	9	0.7649352
32	3	10	0.73673272
33	3	11	0.7524305
34	4	1	0.7948187
35	4	2	
36	4	3	
37	4	4	0.67223346
38	4	5	0.73909777
39	4	6	0.69866335
40	4	7	0.72352666
41	4	8	0.81111443
42	4	9	0.87320429
43	4	10	
44	4	11	0.90431386
