Point	Row	Column	FWHM_110
1	1	1	0.47629696
2	1	2	0.47810167
3	1	3	0.46729878
4	1	4	0.4951978
5	1	5	0.49560878
6	1	6	0.4977341
7	1	7	0.48764336
8	1	8	0.46953088
9	1	9	0.47398019
10	1	10	0.46481335
11	1	11	0.52079904
12	2	1	0.48232183
13	2	2	0.46215492
14	2	3	0.49010172
15	2	4	0.49641839
16	2	5	0.50342828
17	2	6	0.50317872
18	2	7	0.49145332
19	2	8	0.47824338
20	2	9	0.46587878
21	2	10	0.44943169
22	2	11	0.45303312
23	3	1	0.45974621
24	3	2	0.4558672
25	3	3	0.46238673
26	3	4	0.45636287
27	3	5	0.46384591
28	3	6	0.46817592
29	3	7	0.46143156
30	3	8	0.45768401
31	3	9	0.44676119
32	3	10	0.45040444
33	3	11	0.44725749
34	4	1	0.48551974
35	4	2	0.49327961
36	4	3	0.53096038
37	4	4	0.49879715
38	4	5	0.49540398
39	4	6	0.47090188
40	4	7	0.47075602
41	4	8	0.45316279
42	4	9	0.45786327
43	4	10	0.47358966
44	4	11	0.48765337
