Point	Row	Column	MaxInt_111
1	1	1	472.7359
2	1	2	493.93228
3	1	3	602.05042
4	1	4	763.8819
5	1	5	815.02063
6	1	6	890.23901
7	1	7	831.87061
8	1	8	618.05695
9	1	9	562.19934
10	1	10	516.8927
11	1	11	541.63019
12	2	1	778.41492
13	2	2	849.53845
14	2	3	958.93903
15	2	4	1033.7069
16	2	5	1064.5267
17	2	6	983.91223
18	2	7	859.65106
19	2	8	720.53571
20	2	9	613.21185
21	2	10	506.16763
22	2	11	407.69858
23	3	1	491.08145
24	3	2	552.46448
25	3	3	579.73297
26	3	4	627.62616
27	3	5	582.64307
28	3	6	574.80878
29	3	7	516.30261
30	3	8	471.16541
31	3	9	450.33679
32	3	10	353.08011
33	3	11	300.28406
34	4	1	
35	4	2	
36	4	3	
37	4	4	
38	4	5	
39	4	6	209.37068
40	4	7	255.79196
41	4	8	278.79553
42	4	9	297.57462
43	4	10	315.36447
44	4	11	
